categoria,marca,modelo,versao,motor,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Picape,Nissan,Frontier 24MY,SE,2.3-16V,A-7,S,H,D,\,\,"9,1","11,0",2023
Picape,Nissan,Frontier 24MY,XE,2.3-16V,A-7,S,H,D,\,\,"9,3","10,9",2023
Picape,Nissan,Frontier 24MY,PLT,2.3-16V,A-7,S,H,D,\,\,"9,3","10,9",2023
Picape,RAM,1500,REBEL HEMI CC,5.7-16V,A-8,S,E-H,G,\,\,"5,4","6,8",2023
Picape,RAM,CLASSIC,LARAMIE,5.7-16V,A-8,S,E,G,\,\,"5,2","6,4",2023
Picape,RAM,CLASSIC,RT,5.7-16V,A-8,S,E,G,\,\,"5,2","6,4",2023
Picape,RAM,1500,LIMITED HEMI,5.7-16V,A-8,S,E-H,G,\,\,"5,5","7,2",2023
Picape,RAM,1500,LIMITED NIGHT EDITION,5.7-16V,A-8,S,E-H,G,\,\,"5,5","7,2",2023
Picape,RAM,RAMPAGE,REBEL AT GAS,2.0-16V T,A-9,S,E,G,\,\,"7,9","9,7",2023
Picape,RAM,RAMPAGE,RT GAS,2.0-16V T,A-9,S,E,G,\,\,"8,0","10,0",2023
Picape,RAM,RAMPAGE,LARAMIE GAS,2.0-16V T,A-9,S,E,G,\,\,"7,8","9,7",2023
Picape,RAM,RAMPAGE,LARAMIE DS,2.0 TD,A-9,S,E,D,\,\,"9,9","12,4",2023
Picape,RAM,RAMPAGE,REBEL DS,2.0 TD,A-9,S,E,D,\,\,"9,8","12,4",2023
Picape,TOYOTA,HILUX DIESEL 4X4,GRS (wide tread),2.8-16V,A-6,S,H,D,"(km/l)
\","(km/l)
\","(km/l)
9,5","(km/l)
10,7",2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRX Limited,2.8-16V,A-6,S,H,D,\,\,"10,1","11,3",2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRX,2.8-16V,A-6,S,H,D,\,\,"10,1","11,3",2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRV,2.8-16V,A-6,S,H,D,\,\,"10,1","11,3",2023
Picape,TOYOTA,HILUX DIESEL 4X4,SR,2.8-16V,A-6,S,H,D,\,\,"10,1","11,3",2023
Picape,TOYOTA,HILUX DIESEL 4X4,SC,2.8-16V,M-6,S,H,D,\,\,"10,4","11,6",2023
Picape,TOYOTA,HILUX DIESEL 4X4,CC,2.8-16V,M-6,S,H,D,\,\,"10,4","11,6",2023
Picape,TOYOTA,HILUX DIESEL 4X4,POWER PACK,2.8-16V,M-6,S,H,D,\,\,"10,3","11,8",2023
Picape,TOYOTA,HILUX DIESEL 4X4,Conquest,2.8-16V,A-6,S,H,D,\,\,"10,1","11,3",2023
Picape,TOYOTA,HILUX DIESEL 4X4,GRS,2.8-16V,A-6,S,H,D,\,\,"9,8","11,1",2023
Picape,TOYOTA,HILUX DIESEL 4X4,SRX Plus,2.8-16V,A-6,S,H,D,\,\,"9,7","10,6",2023
Picape,VW,AMAROK,V6 EXTREME CD,3.0-24V,A - 8,S,H,D,\,\,"9,0","9,7",2023
Picape,VW,AMAROK,V6 COMFORTLINE CD,3.0-24V,A - 8,S,H,D,\,\,"9,0","9,7",2023
Picape,VW,AMAROK,V6 HIGHLINE CD,3.0-24V,A - 8,S,H,D,\,\,"9,0","9,7",2023
Esportivo,BMW,M3,Competition,3.0 - 24V,A-8,S,E,G,\,\,"7,3","9,4",2023
Esportivo,BMW,M2,Coupe,3.0 - 24V,A-8,S,E,G,\,\,"7,5","9,2",2023
Esportivo,BMW,M2,Coupe Track,3.0 - 24V,A-8,S,E,G,\,\,"7,5","9,2",2023
Esportivo,CHEVROLET,CAMARO,2SS CONV,6.2L - 16V,A-10,S,E,G,\,\,"6,1","9,0",2023
Esportivo,CHEVROLET,CAMARO,2SS,6.2L - 16V,A-10,S,E,G,\,\,"6,2","9,4",2023
Esportivo,FERRARI,ROMA,--,3.9-32V,DCT-8,S,E,G,\,\,"6,9","8,3",2023
Esportivo,FERRARI,PORTOFINO,M,3.9-32V,DCT-8,S,E,G,\,\,"6,7","8,4",2023
Esportivo,FERRARI,F8,SPIDER,3.9-32V,DCT-7,S,E,G,\,\,"5,6","7,0",2023
Esportivo,FERRARI,F8,TRIBUTO,3.9-32V,DCT-7,S,E,G,\,\,"5,6","7,0",2023
Esportivo,FERRARI,296,GTB,3.0-24V,DCT-8,S,E,G,\,\,"6,3","8,4",2023
Esportivo,FORD,Mustang,Mach 1,5.0 - 32V,A-10,S,E,G,\,\,"6,1","8,8",2023
Esportivo,HONDA,CIVIC,TYPE-R,2.0T - 16V,M,S,E,G,\,\,"8,8","11,1",2023
Esportivo,JAGUAR,F-TYPE,300RD CP,2.0-16V,A-8,S,E,G,\,\,"7,5","9,7",2023
Esportivo,JAGUAR,F-TYPE,300RD CB,2.0-16V,A-8,S,E,G,\,\,"7,5","9,7",2023
Esportivo,JAGUAR,F-TYPE (24 MY),300RD CP,2.0-16V,A-8,S,E,G,\,\,"8,8","11,0",2023
Esportivo,JAGUAR,F-TYPE (24 MY),300RD CB,2.0-16V,A-8,S,E,G,\,\,"8,8","11,0",2023
Esportivo,JAGUAR,F-TYPE (24 MY),300CB 75,2.0-16V,A-8,S,E,G,\,\,"8,8","11,0",2023
Esportivo,JAGUAR,F-TYPE (24 MY),300CP 75,2.0-16V,A-8,S,E,G,\,\,"8,8","11,0",2023
Esportivo,LAMBORGHINI,HURACAN,EVO SP,5.2-40V,DCT-7,S,E,G,\,\,"5,1","6,8",2023
Esportivo,LAMBORGHINI,HURACAN,EVO CP,5.2-40V,DCT-7,S,E,G,\,\,"5,1","6,8",2023
Esportivo,MCLAREN,ARTURA,----,3.0-24V,DCT-8,S,E,G,\,\,"6,6","8,3",2023
Esportivo,PORSCHE,BOXSTER,GTS4.0,4.0-24V,DCT-7,S,E,G,\,\,"7,1","8,9",2023
Esportivo,PORSCHE,BOXSTER,25 Anos,4.0-24V,DCT-7,S,E,G,\,\,"7,1","8,9",2023
Esportivo,PORSCHE,BOXSTER,SPYDER,4.0-24V,DCT-7,S,E,G,\,\,"6,8","8,4",2023
Esportivo,PORSCHE,BOXSTER,--,2.0-16V,DCT-7,S,E,G,\,\,"7,9","10,0",2023
Esportivo,PORSCHE,BOXSTER,T,2.0-16V,DCT-7,S,E,G,\,\,"7,9","10,0",2023
Esportivo,PORSCHE,BOXSTER,Style,2.0-16V,DCT-7,S,E,G,\,\,"7,9","10,0",2023
Esportivo,PORSCHE,CAYMAN,GTS 4.0,4.0-24V,DCT-7,S,E,G,\,\,"7,1","8,9",2023
Esportivo,PORSCHE,CAYMAN,GT4,4.0-24V,DCT-7,S,E,G,\,\,"6,8","8,4",2023
Esportivo,PORSCHE,CAYMAN,--,2.0-16V,DCT-7,S,E,G,\,\,"7,9","10,0",2023
Esportivo,PORSCHE,CAYMAN,T,2.0-16V,DCT-7,S,E,G,\,\,"7,9","10,0",2023
Esportivo,PORSCHE,CAYMAN,Style,2.0-16V,DCT-7,S,E,G,\,\,"7,9","10,0",2023
Esportivo,PORSCHE,CAYMAN,GT4 RS,4.0-24V,DCT-7,S,E,G,\,\,"5,6","7,1",2023
Esportivo,PORSCHE,911,TURBO S,3.7-24V,DCT-8,S,E,G,\,\,"5,7","7,5",2023
Esportivo,PORSCHE,911,TURBO S CA,3.7-24V,DCT-8,S,E,G,\,\,"5,7","7,5",2023
Esportivo,PORSCHE,911,TURBO,3.7-24V,DCT-8,S,E,G,\,\,"6,1","7,9",2023
Esportivo,PORSCHE,911,TURBO CAB,3.7-24V,DCT-8,S,E,G,\,\,"6,1","7,9",2023
Esportivo,PORSCHE,911,CARRERA S,3.0-24V,DCT-8,S,E,G,\,\,"7,3","8,9",2023
Esportivo,PORSCHE,911,CARRERA SC,3.0-24V,DCT-8,S,E,G,\,\,"7,3","8,9",2023
Esportivo,PORSCHE,911,CARRERA GTS,3.0-24V,DCT-8,S,E,G,\,\,"6,8","8,6",2023
Esportivo,PORSCHE,911,CARRERA GTS CA,3.0-24V,DCT-8,S,E,G,\,\,"6,9","8,7",2023
Esportivo,PORSCHE,911,TARGA 4GTS,3.0-24V,DCT-8,S,E,G,\,\,"6,9","8,7",2023
Esportivo,PORSCHE,911,TARGA 50Y,3.0-24V,DCT-8,S,E,G,\,\,"6,9","8,7",2023
Esportivo,PORSCHE,911,CARRERA,3.0-24V,DCT-8,S,E,G,\,\,"7,0","9,9",2023
Esportivo,PORSCHE,911,CARRERA C,3.0-24V,DCT-8,S,E,G,\,\,"7,0","9,9",2023
Esportivo,PORSCHE,911,CARRERA T,3.0-24V,DCT-8,S,E,G,\,\,"7,0","9,9",2023
Esportivo,PORSCHE,911,CARRERA 4 GTS,3.0-24V,DCT-8,S,E,G,\,\,"6,8","8,6",2023
Esportivo,PORSCHE,911,GT3 RS,4.0-24V,DCT-7,S,E,G,\,\,"5,4","6,9",2023
Esportivo,PORSCHE,911,TURBO (ano modelo 2024),3.7-24V,DCT-8,S,E,G,\,\,"5,5","7,8",2023
Esportivo,PORSCHE,911,TURBO CAB (ano modelo 2024),3.7-24V,DCT-8,S,E,G,\,\,"5,5","7,8",2023
Esportivo,PORSCHE,911,TURBO S (ano modelo 2024),3.7-24V,DCT-8,S,E,G,\,\,"5,4","7,6",2023
Esportivo,PORSCHE,911,TURBO S CA (ano modelo 2024),3.7-24V,DCT-8,S,E,G,\,\,"5,4","7,6",2023
Esportivo,PORSCHE,PANAMERA,4SEHS,2.9-24V,A-8,S,E,G,\,\,"7,5","8,1",2023
Esportivo,PORSCHE,PANAMERA,4SEHY,2.9-24V,A-8,S,E,G,\,\,"7,5","8,1",2023
Esportivo,PORSCHE,PANAMERA,TSEHY,4.0-32V,DCT-8,S,E,G,\,\,"6,6","7,2",2023
Esportivo,PORSCHE,PANAMERA,4EHST,2.9-24V,DCT-8,S,E,G,\,\,"7,3","7,9",2023
Esportivo,PORSCHE,PANAMERA,4EHYB,2.9-24V,DCT-8,S,E,G,\,\,"7,3","7,9",2023
Esportivo,PORSCHE,TAYCAN,4S,ELÉTRICO,--,S,E,E,\,\,\,\,2023
Esportivo,PORSCHE,TAYCAN,TURBO,ELÉTRICO,--,S,E,E,\,\,\,\,2023
Esportivo,PORSCHE,TAYCAN,TURBO S,ELÉTRICO,--,S,E,E,\,\,\,\,2023
Esportivo,PORSCHE,TAYCAN,--,ELÉTRICO,--,S,E,E,\,\,\,\,2023
Esportivo,PORSCHE,TAYCAN,4CT,ELÉTRICO,--,S,E,E,\,\,\,\,2023
Esportivo,PORSCHE,TAYCAN,4GTS,ELÉTRICO,--,S,E,E,\,\,\,\,2023
Esportivo,PORSCHE,TAYCAN,4S CT,ELÉTRICO,--,S,E,E,\,\,\,\,2023
