categoria,marca,modelo,versao,motor,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Utilitário Esportivo Compacto,VW,NIVUS,COMFORTLINE 200TSI AUTOMÁTICO,1.0-12V,A - 6,S,E,F,"8,3","10,1","12,1","14,2",2023
Utilitário Esportivo Compacto,VW,NIVUS,HIGHLINE 200TSI AUTOMÁTICO,1.0-12V,A - 6,S,E,F,"8,3","10,1","12,1","14,2",2023
Utilitário Esportivo Compacto,VW,NIVUS,COMFORTLINE 200TSI AUTO(MY24),1.0-12V,A - 6,S,E,F,"8,3","9,9","11,9","14,1",2023
Utilitário Esportivo Compacto,VW,NIVUS,HIGHLINE 200TSI AUTO (MY24),1.0-12V,A - 6,S,E,F,"8,3","9,9","11,9","14,1",2023
Utilitário Esportivo Grande,AUDI,Q3,Prestige,2.0 - 16V,A-8,S,E,G,"(km/l)
\","(km/l)
\","(km/l)
8,0","(km/l)
10,3",2023
Utilitário Esportivo Grande,AUDI,Q3,Performance,2.0 - 16V,A-8,S,E,G,\,\,"8,0","10,3",2023
Utilitário Esportivo Grande,AUDI,Q3,Performance Black,2.0 - 16V,A-8,S,E,G,\,\,"8,0","10,3",2023
Utilitário Esportivo Grande,AUDI,Q3 Sportback,Performance,2.0 - 16V,A-8,S,E,G,\,\,"8,0","10,1",2023
Utilitário Esportivo Grande,AUDI,Q3 Sportback,Performance Black,2.0 - 16V,A-8,S,E,G,\,\,"8,0","10,1",2023
Utilitário Esportivo Grande,AUDI,Q3,Performance Black,2.0 - 16V,A-8,S,E,G,\,\,"8,0","10,3",2023
Utilitário Esportivo Grande,AUDI,Q3 Sportback,Performance Black,2.0 - 16V,A-8,S,E,G,\,\,"8,0","10,1",2023
Utilitário Esportivo Grande,BMW,X1,sDrive 18i GP,1.5 - 12V,A-7,S,E,G,\,\,"11,4","13,5",2023
Utilitário Esportivo Grande,BMW,X1,sDrive 20i X Line,2.0 - 16V,A-7,S,E,G,\,\,"10,7","13,0",2023
Utilitário Esportivo Grande,BMW,X1,sDrive 20i M Sport,2.0 - 16V,A-7,S,E,G,\,\,"10,6","12,9",2023
Utilitário Esportivo Grande,BYD,TAN,AWD GS 680EV,ELÉTRICO,N.A.,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,BYD,YUAN PLUS,GL310 EV,ELÉTRICO,N.A.,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,BYD,YUAN PLUS,GS310 EV,ELÉTRICO,N.A.,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,BYD,SONG PLUS,GS DM,1.5-16V,A-1,S,E,G,\,\,"15,1","13,2",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO,1.6T-16V,DCT-7,S,E,G,\,\,"9,9","11,7",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,TGDI,1.6T - 16V,DCT-8,S,E,G,\,\,"10,1","12,0",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO H,1.6T-16V,CVT,S,E,F,"8,1","8,5","11,1","11,2",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,HA,1.6T-16V,CVT,S,E,F,"8,1","8,5","11,1","11,2",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO H,1.5T -16V,CVT,S,E,F,"8,5","8,6","11,6","11,4",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,HA,1.5T -16V,CVT,S,E,F,"8,5","8,6","11,6","11,4",2023
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,PHEV,1.5T -16V,DHT,S,E,G,\,\,"11,0","10,9",2023
Utilitário Esportivo Grande,DONFENG,SERES 3,ELEG,ELÉTRICO,A-1,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,HYUNDAI,TUCSON TURBO,GLS,1.6T -16V,DCT-7,S,E,G,\,\,"10,6","12,2",2023
Utilitário Esportivo Grande,HYUNDAI,TUCSON TURBO,LTD,1.6T -16V,DCT-7,S,E,G,\,\,"10,6","12,2",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,OVERLAND T270,1.3 16V T,A-6,S,E,F,"6,9","8,3","9,8","11,8",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,LIMITED T270 (MY23),1.3 16V T,A-6,S,E,F,"6,9","8,3","9,8","11,8",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,LONGITUDE,1.3 16V T,A-6,S,E,F,"6,9","8,3","9,8","11,8",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,OVR T270,1.3-16V T,A-6,S,E,F,"7,0","8,2","10,0","11,4",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,LIM T270,1.3-16V T,A-6,S,E,F,"7,0","8,2","10,0","11,4",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,LONGITUDE,1.3-16V T,A-6,S,E,F,"7,0","8,2","10,0","11,4",2023
Utilitário Esportivo Grande,JEEP,COMMANDER,T270,1.3-16V T,A-6,S,E,F,"7,0","8,2","10,0","11,4",2023
Utilitário Esportivo Grande,JEEP,COMPASS,LIMITED TF,1.3-16V T,A-6,S,E,F,"7,2","8,7","10,1","12,0",2023
Utilitário Esportivo Grande,JEEP,COMPASS,LONGITUDE TF,1.3-16V T,A-6,S,E,F,"7,2","8,7","10,1","12,0",2023
Utilitário Esportivo Grande,JEEP,COMPASS,SERIE S TF,1.3-16V T,A-6,S,E,F,"7,2","8,7","10,1","12,0",2023
Utilitário Esportivo Grande,JEEP,COMPASS,SPORT TF,1.3-16V T,A-6,S,E,F,"7,2","8,7","10,1","12,0",2023
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EX,1.6 - 16V,DCT-7,S,E,G,\,\,"11,5","12,1",2023
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV LX,1.6 - 16V,DCT-7,S,E,G,\,\,"11,5","12,1",2023
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV SX,1.6 - 16V,DCT-7,S,E,G,\,\,"11,5","12,1",2023
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV GT,1.6 - 16V,DCT-7,S,E,G,\,\,"11,5","12,1",2023
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EXP,1.6 - 16V,DCT-7,S,E,G,\,\,"11,5","12,1",2023
Utilitário Esportivo Grande,LAMBORGHINI,URUS,--,4.0-32V,A-8,S,E,G,\,\,"4,9","6,9",2023
Utilitário Esportivo Grande,MASERATI,LEVANTE,MHEV,"2,0L-16V",A-8,S,E,G,\,\,"7,2","9,4",2023
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,GLS,1.5T-16V,CVT,S,E,G,\,\,"10,9","11,9",2023
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE,1.5T-16V,CVT,S,E,G,\,\,"10,9","11,9",2023
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE-S,1.5T-16V,CVT,S,E,G,\,\,"10,9","11,9",2023
Utilitário Esportivo Grande,PEUGEOT,3008,GT LINE,1.6-16V T,A-6,S,E,G,\,\,"9,9","11,9",2023
Utilitário Esportivo Grande,PEUGEOT,3008,GRIFFE AT,1.6-16V T,A-6,S,E,G,\,\,"9,9","11,9",2023
Utilitário Esportivo Grande,PEUGEOT,3008,GT PACK A,1.6-16V T,A-6,S,E,G,\,\,"9,9","11,9",2023
Utilitário Esportivo Grande,Renault,Captur,Zen,1.3 - 16V,CVT,S,E-H,F,"7,7","8,2","10,9","11,6",2023
Utilitário Esportivo Grande,Renault,Captur,Intense,1.3 - 16V,CVT,S,E-H,F,"7,7","8,2","10,9","11,6",2023
Utilitário Esportivo Grande,Renault,Captur,Iconic,1.3 - 16V,CVT,S,E-H,F,"7,7","8,2","10,9","11,6",2023
Utilitário Esportivo Grande,Renault,Duster,Life,1.6 - 16V,CVT,S,E-H,F,"7,2","8,1","10,5","11,5",2023
Utilitário Esportivo Grande,Renault,Duster,Zen,1.6 - 16V,CVT,S,E-H,F,"7,2","8,1","10,5","11,5",2023
Utilitário Esportivo Grande,Renault,Duster,Intense,1.6 - 16V,CVT,S,E-H,F,"7,2","8,1","10,5","11,5",2023
Utilitário Esportivo Grande,Renault,Duster,Iconic,1.6 - 16V,CVT,S,E-H,F,"7,2","8,1","10,5","11,5",2023
Utilitário Esportivo Grande,Renault,Duster,Zen,1.6 - 16V,M-5,S,E,F,"8,1","8,5","11,6","12,3",2023
Utilitário Esportivo Grande,Renault,Duster,Iconic,1.3 - 16V,CVT,S,E-H,F,"7,7","8,4","10,8","11,5",2023
Utilitário Esportivo Grande,Renault,Duster,Intense,1.6 - 16V,M-5,S,E,F,"8,1","8,5","11,6","12,3",2023
Utilitário Esportivo Grande,VOLVO,XC40,6 ULTIMATE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,VOLVO,XC40,6 PLUS,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,VOLVO,XC40,6 CORE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,VOLVO,XC40,P6 RECHARGE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande,VW,TAOS,COMFORTLINE 250TSI AUTOMÁTICO,1.4-16V,A - 6,S,E,F,"7,6","9,1","10,9","13,0",2023
Utilitário Esportivo Grande,VW,TAOS,HIGHLINE 250TSI AUTOMÁTICO,1.4-16V,A - 6,S,E,F,"7,6","9,1","10,9","13,0",2023
Utilitário Esportivo Grande,VW,TAOS,"COMFORTLINE 250TSI AUTOMÁTICO
(MY23)",1.4-16V,A - 6,S,E,F,"7,6","9,1","11,1","13,1",2023
Utilitário Esportivo Grande,VW,TAOS,"HIGHLINE 250TSI AUTOMÁTICO
(MY23)",1.4-16V,A - 6,S,E,F,"7,6","9,1","11,1","13,1",2023
Utilitário Esportivo Grande 4x4,BMW,X3,xDrive 30e,2.0 - 16V,A-8,S,E,G,\,\,"8,1","9,6",2023
Utilitário Esportivo Grande 4x4,BMW,X3,M40i,3.0 - 24V,A-8,S,E,G,\,\,"7,8","9,5",2023
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive 30i,2.0 - 16V,A-8,S,E,G,\,\,"9,0","11,0",2023
Utilitário Esportivo Grande 4x4,BMW,X4,M40i,3.0 - 24V,A-8,S,E,G,\,\,"7,8","9,6",2023
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive45e,3.0 - 24V,A-8,S,E,G,\,\,"7,6","8,7",2023
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP,3.0 - 24V,A-8,S,E,G,\,\,"9,1","9,3",2023
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE,3.0 - 24V,A-8,S,E,G,\,\,"9,1","9,3",2023
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive 40i,3.0 - 24V,A-8,S,E,G,\,\,"7,8","9,2",2023
Utilitário Esportivo Grande 4x4,BMW,X6,M COMPETITION,"4,4 - 32V",A-8,S,E,G,\,\,"5,9","7,3",2023
Utilitário Esportivo Grande 4x4,BMW,X6,M COMPETITION,4.4 - 32V,A-8,S,E,G,\,\,"5,7","7,4",2023
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i,3.0 - 24V,A-8,S,E,G,\,\,"9,0","9,7",2023
Utilitário Esportivo Grande 4x4,BMW,X7,M60i xDrive,4.4 - 32V,A-8,S,E,G,\,\,"6,3","7,7",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,SVR LE1988,5.0-32V,A-8,S,E,G,\,\,"5,6","8,4",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P550 SVR,5.0-32V,A-8,S,E,G,\,\,"5,6","8,4",2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F,2.0-16V,A-9,S,E,F,"5,4","7,0","7,5","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F RDYNS,2.0-16V,A-9,S,E,F,"5,4","7,0","7,5","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F RDYNSE,2.0-16V,A-9,S,E,F,"5,4","7,0","7,5","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F SE,2.0-16V,A-9,S,E,F,"5,4","7,0","7,5","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F S,2.0-16V,A-9,S,E,F,"5,4","7,0","7,5","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340,3.0-24V,A-8,S,E,G,\,\,"7,4","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 RDYN S,3.0-24V,A-8,S,E,G,\,\,"7,4","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 RDYN SE,3.0-24V,A-8,S,E,G,\,\,"7,4","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 RDYNHSE,3.0-24V,A-8,S,E,G,\,\,"7,4","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P340 SE,3.0-24V,A-8,S,E,G,\,\,"7,4","10,0",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV,2.0-16V,A-8,S,E,G,\,\,"7,4","8,6",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV SE,2.0-16V,A-8,S,E,G,\,\,"7,4","8,6",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RDYN S,2.0-16V,A-8,S,E,G,\,\,"7,4","8,6",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RDYN SE,2.0-16V,A-8,S,E,G,\,\,"7,4","8,6",2023
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RDYNHSE,2.0-16V,A-8,S,E,G,\,\,"7,4","8,6",2023
Utilitário Esportivo Grande 4x4,JEEP,COMPASS,SPORT TD (MY23),2.0 T,A-9,S,E,D,\,\,"10,6","13,6",2023
Utilitário Esportivo Grande 4x4,JEEP,COMPASS,LONGITUDE TD (MY23),2.0 T,A-9,S,E,D,\,\,"10,6","13,6",2023
Utilitário Esportivo Grande 4x4,JEEP,COMPASS,LIMITED TD (MY23),2.0 T,A-9,S,E,D,\,\,"10,6","13,6",2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC 220D,ENDR,2.0-16V,A-9,S,E,D,\,\,"10,3","12,1",2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC 220D,OFRD,2.0-16V,A-9,S,E,D,\,\,"10,3","12,1",2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE400D,Coupé,3.0-24V,A-9,S,E,D,\,\,"10,0","12,8",2023
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,Coupé,2.0-16V,A-9,S,E,G,\,\,"7,9","9,8",2023
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S S-AWC,1.5T-16V,CVT,S,E,G,\,\,"10,7","12,0",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP PHE,3.0-24V,A-8,S,E,G,\,\,"7,3","7,9",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,PHEV,3.0-24V,A-8,S,E,G,\,\,"7,3","7,9",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,CP TSP,4.0-32V,A-8,S,E,G,\,\,"6,4","7,3",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TS PHE,4.0-32V,A-8,S,E,G,\,\,"6,4","7,3",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TURBO,4.0-32V,A-8,S,E,G,\,\,"5,5","7,2",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE TURBO,4.0-32V,A-8,S,E,G,\,\,"5,5","7,2",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GT COUPE,4.0-32V,A-8,S,E,G,\,\,"5,7","7,4",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,V6 (ano modelo 2024),3.0-24V,A-8,S,E,G,\,\,"6,9","8,5",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,COUPE (ano modelo 2024),3.0-24V,A-8,S,E,G,\,\,"6,9","8,5",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S (ano modelo 2024),4.0-32V,A-8,S,E,G,\,\,"6,1","7,9",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S CP (ano modelo 2024),4.0-32V,A-8,S,E,G,\,\,"6,1","7,9",2023
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,"GT COUPE
(ano modelo 2024)",4.0-32V,A-8,S,E,G,\,\,"5,8","7,9",2023
Utilitário Esportivo Grande 4x4,SUBARU,FORESTER,S MHEV,"2,0T - 16V",A,S,E,G,\,\,"12,0","12,2",2023
Utilitário Esportivo Grande 4x4,SUBARU,XV,S MHEV,"2,0T - 16V",A,S,E,G,\,\,"12,1","12,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,8 ULTIMATE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,8 PLUS,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,8 CORE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40,P8 RECHARGE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,INSC EXPRES,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 INSCRIPT,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,2.0-16V,A-8,S,E,G,\,\,"9,0","9,1",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRES,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,2.0-16V,A-8,S,E,G,\,\,"11,1","11,2",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,RECHARGE PE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 CORE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 PLUS,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 ULTIMATE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40,P8 RECHARGE,ELÉTRICO,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 ULTIMATE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 PLUS,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),8 CORE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,C40 (ano modelo 2024),P8 RECHARGE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),RECHARGE PE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 CORE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 PLUS,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),8 ULTIMATE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC40 (ano modelo 2024),P8 RECHARGE,Elétrico,A,S,E,E,\,\,\,\,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),INSC EXPRES,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 EXCELLEN,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 INSCRIPT,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 MOMENTUM,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 POLESTAR,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 R-DESIGN,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 ULT DARK,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 ULTIMATE,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 PLUS,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 CORE,2.0-16V,A-8,S,E,G,\,\,"10,3","10,3",2023
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4 (CY23),1.3 16V T,A-9,S,E,F,"6,2","7,5","9,0","10,7",2023
Fora de Estrada Compacto,JEEP,RENEGADE,TH T2704X4 (CY23),1.3 16V T,A-9,S,E,F,"6,2","7,5","9,0","10,7",2023
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T (CY23),1.3 16V T,A-9,S,E,F,"6,2","7,5","9,0","10,7",2023
Fora de Estrada Compacto,JEEP,WRANGLER,SAHARA,2.0-16V,A-8,S,E-H,G,\,\,"8,0","8,9",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,A - 4,S,E,G,\,\,"10,6","10,8",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 SPORT ALLGRIP,1.5-16V,A - 4,S,E,G,\,\,"10,6","10,8",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,M - 5,S,E,G,\,\,"10,9","11,9",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,M - 5,S,E,G,\,\,"10,9","11,9",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 STYLE ALLGRIP,1.5-16V,A - 4,S,E,G,\,\,"10,1","9,7",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 EXPEDITION ALLGRIP,1.5-16V,A - 4,S,E,G,\,\,"9,5","9,1",2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,M - 5,S,E,G,\,\,"10,9","11,9",2023
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,A-6,S,E,D,"(km/l)
\","(km/l)
\","(km/l)
8,2","(km/l)
10,3",2023
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,A-6,S,E,D,\,\,"8,2","10,3",2023
Fora de Estrada Grande,FORD,Bronco Sport,Wildtrak,2.0 - 16V,A-8,S,E,G,\,\,"8,6","10,5",2023
Fora de Estrada Grande,JEEP,COMMANDER,OVERLAND TD380 (MY23),2.0 T,A-9,S,E,D,\,\,"10,2","13,2",2023
Fora de Estrada Grande,JEEP,COMMANDER,LIMITED TD380 (MY23),2.0 T,A-9,S,E,D,\,\,"10,2","13,2",2023
Fora de Estrada Grande,JEEP,COMPASS,TRAILHAWK TD (MY23),2.0 T,A-9,S,E,D,\,\,"10,5","13,3",2023
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED RUBICON,2.0-16V,A-8,S,E-H,G,\,\,"7,5","8,2",2023
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED SAHARA,2.0-16V,A-8,S,E-H,G,\,\,"7,9","8,8",2023
Fora de Estrada Grande,JEEP,G CHEROKEE,4XE,2.0-16V T,A-8,S,E,G,\,\,"8,3","9,1",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,S,3.0-24V,A-8,S,E,D,\,\,"9,2","10,8",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE,3.0-24V,A-8,S,E,D,\,\,"9,2","10,8",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE,3.0-24V,A-8,S,E,D,\,\,"9,2","10,8",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE XD,3.0-24V,A-8,S,E,D,\,\,"9,2","10,8",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE XD,3.0-24V,A-8,S,E,D,\,\,"9,2","10,8",2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,7L,3.0-24V,A-8,S,E,D,\,\,"9,9","11,4",2023
