Categoria,Marca,Modelo,Versão,Motor,"Tipo
Extra Grande,AUDI,Q5,Prestige,2.0 - 16V,Combustão,A-7,S,E,G,25,86,1,A,\,149,\,\,\,"8,5","10,0",\,\,"2,42",\,D,D,-,4,2023
Extra Grande,AUDI,Q5,S line,2.0 - 16V,Combustão,A-7,S,E,G,25,86,1,A,\,149,\,\,\,"8,5","10,0",\,\,"2,42",\,D,D,-,4,2023
Extra Grande,AUDI,Q5,S line Black,2.0 - 16V,Combustão,A-7,S,E,G,25,86,1,A,\,149,\,\,\,"8,5","10,0",\,\,"2,42",\,D,D,-,4,2023
Extra Grande,AUDI,Q7,Performance,3.0 - 24V,Híbrido,A-8,S,E,G,20,221,1,A,\,183,\,\,\,"7,1","8,1",\,\,"2,96",\,E,D,-,4,2023
Extra Grande,AUDI,Q7,Performance Black,3.0 - 24V,Híbrido,A-8,S,E,G,20,221,1,A,\,183,\,\,\,"7,1","8,1",\,\,"2,96",\,E,D,-,4,2023
Extra Grande,AUDI,Q8 Sportback,Performance,3.0 - 24V,Híbrido,A-8,S,E,G,23,127,1,A,\,189,\,\,\,"7,0","7,6",\,\,"3,06",\,E,D,-,4,2023
Extra Grande,AUDI,Q8 Sportback,Performance Black,3.0 - 24V,Híbrido,A-8,S,E,G,23,127,1,A,\,189,\,\,\,"7,0","7,6",\,\,"3,06",\,E,D,-,4,2023
Extra Grande,AUDI,RS e-tron GT,-,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"29,3","29,1","0,69",313,A,A,-,4,2023
Extra Grande,AUDI,e-tron S Sportback,-,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"23,6","23,0","0,87",252,A,A,-,4,2023
Extra Grande,AUDI,e-tron Sportback,Performance,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"22,7","22,8","0,89",246,A,A,-,4,2023
Extra Grande,AUDI,e-tron Sportback,Performance Black,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"22,7","22,8","0,89",246,A,A,-,4,2023
Extra Grande,AUDI,e-tron,Performance,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"23,0","23,1","0,88",249,A,A,-,4,2023
Extra Grande,AUDI,e-tron,Performance Black,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"23,0","23,1","0,88",249,A,A,-,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance,2.0 - 16V,Plug-in,A-7,S,E,G,8,173,0,A,\,152,46,\,\,"8,5","9,6","20,9","21,6","0,96",37,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance Black,2.0 - 16V,Plug-in,A-7,S,E,G,8,173,0,A,\,152,46,\,\,"8,5","9,6","20,9","21,6","0,96",37,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance,2.0 - 16V,Plug-in,A-7,S,E,G,11,127,0,A,\,156,47,\,\,"8,6","8,9","21,8","21,8","0,93",30,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance Black,2.0 - 16V,Plug-in,A-7,S,E,G,11,127,0,A,\,156,47,\,\,"8,6","8,9","21,8","21,8","0,93",30,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance (ed. 0),2.0 - 16V,Plug-in,A-7,S,E,G,8,57,3,A,\,150,45,\,\,"8,8","9,4","22,0","21,5","0,93",39,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance Black (ed. 0),2.0 - 16V,Plug-in,A-7,S,E,G,6,59,2,A,\,146,44,\,\,"9,1","9,6","21,3","21,4","0,95",39,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance,2.0 - 16V,Plug-in,A-7,S,E,G,5,59,0,A,\,140,43,\,\,"9,4","9,9","21,3","21,8","0,94",38,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance Black,2.0 - 16V,Plug-in,A-7,S,E,G,5,59,0,A,\,140,43,\,\,"9,4","9,9","21,3","21,8","0,94",38,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance,2.0 - 16V,Plug-in,A-7,S,E,G,5,59,0,A,\,140,43,\,\,"9,4","9,9","21,3","21,8","0,94",38,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 TFSIe,Performance Black,2.0 - 16V,Plug-in,A-7,S,E,G,5,59,0,A,\,140,43,\,\,"9,4","9,9","21,3","21,8","0,94",38,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance,2.0 - 16V,Plug-in,A-7,S,E,G,6,100,0,A,\,142,43,\,\,"9,3","9,9","21,4","21,8","0,94",38,A,A,SIM,4,2023
Extra Grande,AUDI,Q5 Sportback TFSIe,Performance Black,2.0 - 16V,Plug-in,A-7,S,E,G,6,100,0,A,\,142,43,\,\,"9,3","9,9","21,4","21,8","0,94",38,A,A,SIM,4,2023
Extra Grande,AUDI,RS Q8,(MY23),4.0 - 32V,Híbrido,A-8,S,E,G,46,223,2,B,\,227,\,\,\,"5,5","7,1",\,\,"3,68",\,E,E,-,4,2023
Extra Grande,AUDI,RS 5 Sportback,Competition Plus,2.9 - 24 V,Combustão,A-8,S,E,G,19,136,2,A,\,176,\,\,\,"6,8","9,6",\,\,"2,86",\,E,D,-,4,2023
Extra Grande,AUDI,RS 5 Sportback,-,2.9 - 24 V,Combustão,A-8,S,E,G,23,114,2,A,\,173,\,\,\,"6,9","9,6",\,\,"2,82",\,E,D,-,4,2023
Extra Grande,AUDI,e-tron GT,-,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"29,9","28,7","0,69",308,A,A,-,4,2023
Extra Grande,AUDI,Q8 e-tron Sportback 55,Launch Edition,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"26,3","26,4","0,77",342,A,A,-,4,2023
Extra Grande,AUDI,Q8 e-tron Sportback 55,Performance Black,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"26,3","26,4","0,77",342,A,A,-,4,2023
Extra Grande,AUDI,Q8 e-tron 55,Launch Edition,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"25,7","26,3","0,78",332,A,A,-,4,2023
Extra Grande,AUDI,Q8 e-tron 55,Performance Black,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"25,7","26,3","0,78",332,A,A,-,4,2023
Extra Grande,BMW,420i,Cabrio,2.0 - 16V,Combustão,A-8,S,E,G,11,54,0,A,\,121,\,\,\,"9,9","13,3",\,\,"1,96",\,A,C,-,4,2023
Extra Grande,BMW,530e,-,2.0 - 16V,Plug-in,A-8,S,E,G,7,58,1,A,\,126,40,\,\,"10,1","11,4","24,3","26,5","0,80",37,A,A,SIM,4,2023
Extra Grande,BMW,iX3,-,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"37,9","32,7","0,57",381,A,A,-,4,2023
Extra Grande,BMW,IX xDrive 40,-,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"35,2","29,9","0,62",327,A,A,-,4,2023
Extra Grande,BMW,IX xDrive 50,-,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"36,4","30,2","0,61",528,A,A,-,4,2023
Extra Grande,BMW,330e,-,2.0 - 16V,Plug-in,A-8,S,E,G,5,57,0,A,\,133,42,\,\,"9,5","11,2","22,4","25,9","0,85",37,A,A,SIM,4,2023
Extra Grande,BMW,320i,Active Flex,2.0 - 16V,Combustão,A-8,S,E,F,27,137,1,A,0,117,\,"7,2","9,0","10,4","13,1",\,\,"1,90",\,A,C,-,4,2023
Extra Grande,BMW,320i,GP Flex,2.0 - 16V,Combustão,A-8,S,E,F,24,148,1,A,0,115,\,"7,5","9,2","10,7","13,2",\,\,"1,86",\,A,C,-,4,2023
Extra Grande,BMW,320i,Sport GP Flex,2.0 - 16V,Combustão,A-8,S,E,F,24,148,1,A,0,115,\,"7,5","9,2","10,7","13,2",\,\,"1,86",\,A,C,-,4,2023
Extra Grande,BMW,320i,M Sport Flex,2.0 - 16V,Combustão,A-8,S,E,F,23,173,1,A,0,115,\,"7,5","9,1","10,6","13,2",\,\,"1,86",\,A,C,-,4,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,5,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,5,2023
,,,,,,,,,,,,,,CO2,CO2,CO2e,Cidade,Estrada,Cidade,Estrada,Cidade,Estrada,,,Comparação,Comparação,,5,2023
Extra Grande,BMW,i4,40,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,"fóssil
\","fóssil
0","fóssil
0","(km/l)
\","(km/l)
\","(km/l)
\","(km/l)
\","(km/l e)
35,9","(km/l e)
34,5","0,57",422,"Relativa na
A","Absoluta
A",-,5,2023
Extra Grande,BMW,i4,M50,ELÉTRICO,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"28,1","27,3","0,73",335,A,A,-,5,2023
Extra Grande,BMW,i4,eDrive35,Elétrico,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"36,0","33,5","0,58",339,A,A,-,5,2023
Extra Grande,BMW,i7,xDrive60,Elétrico,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"32,9","31,0","0,63",479,A,A,-,5,2023
Extra Grande,BMW,iX,M60,Elétrico,Elétrico,A,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"27,2","27,9","0,74",431,A,A,-,5,2023
Extra Grande,BYD,HAN,AWD GS 680EV,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"30,8","28,1","0,69",349,A,A,-,5,2023
Extra Grande,BYD,SEAL,AWD GS 590EV,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"34,9","30,5","0,62",372,A,A,-,5,2023
Extra Grande,CHEVROLET,EQUINOX,15T PRE,1.5T -16V,Combustão,A-6,S,E,G,17,141,2,A,\,140,\,\,\,"9,0","10,8",\,\,"2,26",\,C,C,-,5,2023
Extra Grande,CHEVROLET,EQUINOX,15T RS,1.5T -16V,Combustão,A-6,S,E,G,16,169,1,A,\,133,\,\,\,"9,3","11,5",\,\,"2,16",\,C,C,-,5,2023
Extra Grande,CHEVROLET,EQUINOX,15T LT,1.5T -16V,Combustão,A-6,S,E,G,16,169,1,A,\,133,\,\,\,"9,3","11,5",\,\,"2,16",\,C,C,-,5,2023
Extra Grande,FORD,Territory,SEL,1.5 - 16V,Combustão,CVT,S,E,G,36,531,2,B,\,141,\,\,\,"9,4","9,8",\,\,"2,28",\,C,C,-,5,2023
Extra Grande,FORD,Territory,SEL Plus,1.5 - 16V,Combustão,CVT,S,E,G,36,531,2,B,\,141,\,\,\,"9,4","9,8",\,\,"2,28",\,C,C,-,5,2023
Extra Grande,FORD,Territory,Titanium,1.5 - 16V,Combustão,CVT,S,E,G,36,531,2,B,\,141,\,\,\,"9,4","9,8",\,\,"2,28",\,C,C,-,5,2023
Extra Grande,FORD,Novo Territory,Titanium,1.5 - 16V,Combustão,A-7,S,E,G,28,532,0,B,\,129,\,\,\,"9,5","11,8",\,\,"2,10",\,B,C,-,5,2023
Extra Grande,FORD,Mustang Mach-E,GT,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,"31,1","27,5","0,69",379,A,A,-,5,2023
Extra Grande,GWM,HAVAL H6,PREM HEV,1.5-16V,Híbrido,A-2,S,E,G,16,207,1,A,\,102,\,\,\,"13,8","12,0",\,\,"1,65",\,A,B,SIM,5,2023
Extra Grande,GWM,HAVAL H6,GT,1.5-16V,Plug-in,A-2,S,E,G,31,15,4,A,\,122,8,\,\,"11,4","10,4","27,4","25,2","0,77",116,A,A,SIM,5,2023
Extra Grande,GWM,HAVAL H6,PREM PHEV,1.5-16V,Plug-in,A-2,S,E,G,15,11,1,A,\,120,9,\,\,"11,7","10,4","28,7","25,3","0,75",113,A,A,SIM,5,2023
Extra Grande,HONDA,ACCORD HYBRID,TOURING,2.0 - 16V,Híbrido,CVT,S,E,G,12,63,1,A,\,76,\,\,\,"17,8","16,1",\,\,"1,23",\,A,A,SIM,5,2023
Extra Grande,JAC,e-J7,e-J7,ELÉTRICO,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,"36,4","33,6","0,58",249,A,A,-,5,2023
Extra Grande,JAGUAR,I-PACE,E400 FIRSTED,ELÉTRICO,Elétrico,A-1,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"29,2","26,8","0,72",362,A,A,-,5,2023
Extra Grande,JAGUAR,I-PACE,E400 S,ELÉTRICO,Elétrico,A-2,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"29,2","26,8","0,72",362,A,A,-,5,2023
Extra Grande,JAGUAR,I-PACE,E400 SE,ELÉTRICO,Elétrico,A-3,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"29,2","26,8","0,72",362,A,A,-,5,2023
Extra Grande,JAGUAR,I-PACE,E400 HSE,ELÉTRICO,Elétrico,A-4,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"29,2","26,8","0,72",362,A,A,-,5,2023
Extra Grande,LEXUS,NX350H,LUXURY,2.5 - 16V,Híbrido,CVT,S,E,G,13,59,0,A,\,92,\,\,\,"15,3","12,9",\,\,"1,50",\,A,B,SIM,5,2023
Extra Grande,LEXUS,NX350H,DYNAMIC,2.5 - 16V,Híbrido,CVT,S,E,G,13,59,0,A,\,92,\,\,\,"15,3","12,9",\,\,"1,50",\,A,B,SIM,5,2023
Extra Grande,LEXUS,NX350H,F-SPORT,2.5 - 16V,Híbrido,CVT,S,E,G,13,59,0,A,\,92,\,\,\,"15,3","12,9",\,\,"1,50",\,A,B,SIM,5,2023
Extra Grande,LEXUS,ES300H,-,2.5 - 16V,Híbrido,CVT,S,E,G,18,58,1,A,\,84,\,\,\,"15,8","15,2",\,\,"1,36",\,A,B,SIM,5,2023
Extra Grande,LEXUS,RX500H,F-SPORT,2.4 - 16V,Híbrido,A,S,E,G,8,121,0,A,\,126,\,\,\,"10,5","10,8",\,\,"2,05",\,B,C,-,5,2023
Extra Grande,LEXUS,RX500H (MY24),F-SPORT,2.4 - 16V,Híbrido,A,S,E,G,22,138,0,A,\,125,\,\,\,"10,6","10,8",\,\,"2,03",\,D,C,-,5,2023
Extra Grande,Mercedes-Benz,CLA250,,2.0 - 16V,Combustão,DCT-7,S,E,G,17,166,1,A,\,124,\,\,\,"9,5","13,3",\,\,"2,01",\,B,C,-,5,2023
Extra Grande,Mercedes-Benz,CLA250,ADV,2.0 - 16V,Combustão,DCT-7,S,E,G,17,166,1,A,\,124,\,\,\,"9,5","13,3",\,\,"2,01",\,B,C,-,5,2023
Extra Grande,Mercedes-Benz,C200,AMG LINE,1.5 - 16V,Híbrido,A-9,S,E,G,19,65,0,A,\,110,\,\,\,"11,1","13,9",\,\,"1,78",\,A,C,-,5,2023
Extra Grande,Mercedes-Benz,C300,AMG LINE,2.0 - 16V,Híbrido,A-9,S,E,G,15,91,0,A,\,118,\,\,\,"10,4","12,9",\,\,"1,92",\,A,C,-,5,2023
Extra Grande,Mercedes-Benz,EQE 300,,ELÉTRICO,Elétrico,A-1,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"29,4","28,3","0,70",369,A,A,-,5,2023
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,Elétrico,A-1,S,E,E,\,\,\,A,\,0,\,\,\,\,\,"29,9","27,9","0,70",367,A,A,-,5,2023
Extra Grande,Mercedes-Benz,EQA 250,,ELÉTRICO,Elétrico,A-1,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"34,6","31,2","0,62",304,A,A,-,5,2023
Extra Grande,Mercedes-Benz,EQB 250,,ELÉTRICO,Elétrico,A-1,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"33,1","30,0","0,64",291,A,A,-,5,2023
Extra Grande,Mercedes-Benz,EQC400 4M,,ELÉTRICO,Elétrico,A-1,S,E,E,\,\,\,A,\,\,\,\,\,\,\,"24,2","23,7","0,85",271,A,A,-,5,2023
Extra Grande,Mercedes-Benz,EQS450,,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"27,5","25,9","0,76",411,A,A,-,5,2023
Extra Grande,Mercedes-Benz,AMG CLA35 4MATIC,,2.0-16V,Combustão,DCT-7,S,E,G,16,114,2,A,\,138,\,\,\,"9,1","11,1",\,\,"2,23",\,C,C,-,5,2023
Extra Grande,Mercedes-Benz,AMG GLB35 4M,,2.0-16V,Combustão,DCT-8,S,E,G,16,129,1,A,\,152,\,\,\,"8,4","10,0",\,\,"2,45",\,D,D,-,5,2023
Extra Grande,Mercedes-Benz,AMG EQS 53 4M,,ELÉTRICO,Elétrico,A-1,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"24,4","24,6","0,83",373,A,A,-,5,2023
Extra Grande,Mercedes-Benz,AMG CLA45S 4M,,2.0-16V,Combustão,DCT-8,S,E,G,33,55,3,A,\,154,\,\,\,"7,8","10,8",\,\,"2,49",\,D,D,-,5,2023
Extra Grande,Mercedes-Benz,GLB200,PROGRESSIVE(L7),1.3-16V,Combustão,DCT-7,S,E,G,35,113,2,A,\,123,\,\,\,"10,0","12,4",\,\,"1,99",\,B,C,-,5,2023
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Combustão,A-9,S,E,G,12,262,1,A,\,136,\,\,\,"8,9","12,0",\,\,"2,20",\,C,C,-,5,2023
Extra Grande,Mercedes-Benz,AMG GLE53 4M,,3.0-24V,Híbrido,A-9,S,E,G,14,391,2,A,\,179,\,\,\,"7,0","8,6",\,\,"2,92",\,E,D,-,5,2023
Extra Grande,Mercedes-Benz,GLS 450 4M,,3.0-24V,Híbrido,A-9,S,E,G,10,280,2,A,\,178,\,\,\,"7,1","8,8",\,\,"2,87",\,E,D,-,5,2023
Extra Grande,Mercedes-Benz,AMG GLC43,,3.0-24V,Combustão,A-9,S,E,G,13,176,2,A,\,184,\,\,\,"6,8","8,7",\,\,"2,98",\,E,D,-,5,2023
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé,3.0-24V,Combustão,A-9,S,E,G,13,176,2,A,\,184,\,\,\,"6,8","8,7",\,\,"2,98",\,E,D,-,5,2023
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé,Híbrido,Híbrido,A-9,S,E,G,24,188,15,B,\,212,\,\,\,"5,9","7,4",\,\,"3,45",\,E,E,-,5,2023
Extra Grande,Mercedes-Benz,EQS450,,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"27,5","25,9","0,76",411,A,A,-,5,2023
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,\,\,\,\,\,\,"29,9","27,9","0,70",367,A,A,-,5,2023
Extra Grande,Mercedes-Benz,AMG EQE53,SUV,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"27,0","23,9","0,80",338,A,A,-,5,2023
Extra Grande,Nissan,Sentra,SENSE,2.0-16V,Combustão,CVT,S,E,G,13,147,0,A,\,110,\,\,\,"11,0","13,9",\,\,"1,79",\,A,C,-,5,2023
Extra Grande,Nissan,Sentra,EXCLUSIVE,2.0-16V,Combustão,CVT,S,E,G,13,147,0,A,\,110,\,\,\,"11,0","13,9",\,\,"1,79",\,A,C,-,5,2023
Extra Grande,Nissan,Sentra,ADVANCE,2.0-16V,Combustão,CVT,S,E,G,13,147,0,A,\,110,\,\,\,"11,0","13,9",\,\,"1,79",\,A,C,-,5,2023
Extra Grande,PORSCHE,MACAN,S,2.9-24V,Combustão,DCT-7,S,E,G,4,85,2,A,\,182,\,\,\,"7,0","8,4",\,\,"2,96",\,E,D,-,5,2023
Extra Grande,PORSCHE,MACAN,GTS,2.9-24V,Combustão,DCT-7,S,E,G,3,73,1,A,\,184,\,\,\,"6,8","8,4",\,\,"3,00",\,E,D,-,5,2023
Extra Grande,PORSCHE,MACAN,--,2.0-16V,Combustão,DCT-7,S,E,G,32,253,0,B,\,176,\,\,\,"7,4","8,3",\,\,"2,85",\,E,D,-,5,2023
Extra Grande,PORSCHE,MACAN,T,2.0-16V,Combustão,DCT-8,S,E,G,32,253,0,B,\,176,\,\,\,"7,4","8,3",\,\,"2,85",\,E,D,-,5,2023
Extra Grande,TOYOTA,RAV4H,SXAWD CNT,2.5 - 16V,Híbrido,CVT,S,E,G,13,65,1,C,\,82,\,\,\,"17,1","14,5",\,\,"1,32",\,A,B,SIM,5,2023
Extra Grande,TOYOTA,RAV4H,S AWD CNT,2.5 - 16V,Híbrido,CVT,S,E,G,13,65,1,C,\,82,\,\,\,"17,1","14,5",\,\,"1,32",\,A,B,SIM,5,2023
Extra Grande,TOYOTA,CAMRY,HV,2.5-16V,Híbrido,CVT,S,E,G,13,74,0,A,\,78,\,\,\,"17,4","15,3",\,\,"1,27",\,A,B,SIM,5,2023
Extra Grande,VW,ID.BUZZ,PRO,Elétrico,Elétrico,A,S,E,E,0,0,0,A,\,0,\,\,\,\,\,"32,0","25,7","0,70",337,A,A,-,5,2023
Extra Grande,VW,JETTA,GLI 350 TSI,2.0-16V,Combustão,DCT-7,S,E,G,13,112,1,A,\,125,\,\,\,"9,9","12,2",\,\,"2,03",\,B,C,-,5,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,6,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,6,2023
,,,,,,,,,,,,,,CO2,CO2,CO2e,Cidade,Estrada,Cidade,Estrada,Cidade,Estrada,,,Comparação,Comparação,,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,"fóssil
0","fóssil
127","fóssil
\","(km/l)
6,9","(km/l)
8,1","(km/l)
9,9","(km/l)
11,5","(km/l e)
\","(km/l e)
\","2,06",\,"Relativa na
D","Absoluta
C",-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLUS,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,"6,9","8,1","9,9","11,5",\,\,"2,06",\,D,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLS 15T,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,"6,9","8,1","9,9","11,5",\,\,"2,06",\,D,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO 15T,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,"6,9","8,1","9,9","11,5",\,\,"2,06",\,D,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,T,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,"6,9","8,1","9,9","11,5",\,\,"2,06",\,D,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,TXS,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,"6,9","8,1","9,9","11,5",\,\,"2,06",\,D,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,H,1.5T -16V,Híbrido,CVT,S,E,F,54,461,1,B,0,121,\,"8,1","8,3","11,1","10,9",\,\,"1,90",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,CVT,S,E,F,54,461,1,B,0,121,\,"8,1","8,3","11,1","10,9",\,\,"1,90",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,54,461,1,B,0,121,\,"8,1","8,3","11,1","10,9",\,\,"1,90",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,H,1.5T -16V,Híbrido,CVT,S,E,F,60,164,1,B,0,111,\,"8,7","8,8","11,8","12,3",\,\,"1,76",\,B,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,CVT,S,E,F,60,164,1,B,0,111,\,"8,7","8,8","11,8","12,3",\,\,"1,76",\,B,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,60,164,1,B,0,111,\,"8,7","8,8","11,8","12,3",\,\,"1,76",\,B,C,-,6,2023
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,SPORT,1.5T -16V,Combustão,CVT,S,E,F,62,236,2,B,0,127,\,"6,9","8,1","9,9","11,5",\,\,"2,06",\,D,C,-,6,2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A,1.2T - 12 V,Combustão,A-6,S,E,F,43,431,4,C,0,117,\,"7,2","9,2","10,4","13,2",\,\,"1,89",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A LTZ,1.2T - 12 V,Combustão,A-6,S,E,F,43,431,4,C,0,117,\,"7,2","9,2","10,4","13,2",\,\,"1,89",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A PR,1.2T - 12 V,Combustão,A-6,S,E,F,43,431,4,C,0,117,\,"7,2","9,2","10,4","13,2",\,\,"1,89",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A
(produzidos até 22Jan23)",1.0T - 12 V,Combustão,A-6,S,E,F,41,419,3,B,0,110,\,"7,7","9,5","11,2","13,4",\,\,"1,79",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A LT
(produzidos até 22Jan23)",1.0T - 12 V,Combustão,A-6,S,E,F,41,419,3,B,0,110,\,"7,7","9,5","11,2","13,4",\,\,"1,79",\,C,C,-,6,2023
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,"T A LTZ
(produzidos até 22Jan23)",1.0T - 12 V,Combustão,A-6,S,E,F,41,419,3,B,0,110,\,"7,7","9,5","11,2","13,4",\,\,"1,79",\,C,C,-,6,2023
