Categoria,Marca,Modelo,Versão,Motor,"Tipo
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 EXCELLEN,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (ano modelo 2024),T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,"10,3","10,3","24,2","23,3","0,85",50,A,A,SIM,10,2023
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4 (CY23),1.3 16V T,Combustão,A-9,S,E,F,51,439,4,B,0,140,\,"6,2","7,5","9,0","10,7",\,\,"2,26",\,A,C,-,10,2023
Fora de Estrada Compacto,JEEP,RENEGADE,TH T2704X4 (CY23),1.3 16V T,Combustão,A-9,S,E,F,51,439,4,B,0,140,\,"6,2","7,5","9,0","10,7",\,\,"2,26",\,A,C,-,10,2023
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T (CY23),1.3 16V T,Combustão,A-9,S,E,F,51,439,4,B,0,140,\,"6,2","7,5","9,0","10,7",\,\,"2,26",\,A,C,-,10,2023
Fora de Estrada Compacto,JEEP,WRANGLER,SAHARA,2.0-16V,Combustão,A-8,S,E-H,G,22,172,0,A,\,163,\,\,\,"8,0","8,9",\,\,"2,64",\,C,D,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25,170,1,A,\,125,\,\,\,"10,6","10,8",\,\,"2,04",\,A,C,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 SPORT ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25,170,1,A,\,125,\,\,\,"10,6","10,8",\,\,"2,04",\,A,C,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,29,179,2,A,\,118,\,\,\,"10,9","11,9",\,\,"1,92",\,A,C,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,29,179,2,A,\,118,\,\,\,"10,9","11,9",\,\,"1,92",\,A,C,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 STYLE ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,30,168,0,A,\,134,\,\,\,"10,1","9,7",\,\,"2,19",\,A,C,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 EXPEDITION ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,28,209,1,A,\,145,\,\,\,"9,5","9,1",\,\,"2,35",\,B,C,-,10,2023
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,22,128,1,A,\,118,\,\,\,"10,9","11,9",\,\,"1,92",\,A,C,-,10,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,11,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,11,2023
,,,,,,,,,,,,,,CO2,CO2,CO2e,Cidade,Estrada,Cidade,Estrada,Cidade,Estrada,,,Comparação,Comparação,,11,2023
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,Combustão,A-6,S,E,D,252,41,0,B,"fóssil
\","fóssil
224","fóssil
\","(km/l)
\","(km/l)
\","(km/l)
8,2","(km/l)
10,3","(km/l e)
\","(km/l e)
\","3,03",\,"Relativa na
D","Absoluta
D",-,11,2023
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,Combustão,A-6,S,E,D,252,41,0,B,\,224,\,\,\,"8,2","10,3",\,\,"3,03",\,D,D,-,11,2023
Fora de Estrada Grande,FORD,Bronco Sport,Wildtrak,2.0 - 16V,Combustão,A-8,S,E,G,29,407,1,B,\,145,\,\,\,"8,6","10,5",\,\,"2,36",\,B,C,-,11,2023
Fora de Estrada Grande,JEEP,COMMANDER,OVERLAND TD380 (MY23),2.0 T,Combustão,A-9,S,E,D,184,11,0,A,\,175,\,\,\,"10,2","13,2",\,\,"2,37",\,B,C,-,11,2023
Fora de Estrada Grande,JEEP,COMMANDER,LIMITED TD380 (MY23),2.0 T,Combustão,A-9,S,E,D,184,11,0,A,\,175,\,\,\,"10,2","13,2",\,\,"2,37",\,B,C,-,11,2023
Fora de Estrada Grande,JEEP,COMPASS,TRAILHAWK TD (MY23),2.0 T,Combustão,A-9,S,E,D,46,18,0,A,\,171,\,\,\,"10,5","13,3",\,\,"2,31",\,B,C,-,11,2023
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED RUBICON,2.0-16V,Combustão,A-8,S,E-H,G,21,222,0,A,\,176,\,\,\,"7,5","8,2",\,\,"2,86",\,C,D,-,11,2023
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED SAHARA,2.0-16V,Combustão,A-8,S,E-H,G,29,162,0,A,\,165,\,\,\,"7,9","8,8",\,\,"2,67",\,C,D,-,11,2023
Fora de Estrada Grande,JEEP,G CHEROKEE,4XE,2.0-16V T,Plug-in,A-8,S,E,G,8,475,0,A,\,158,64,\,\,"8,3","9,1","18,7","19,4","1,07",29,A,A,SIM,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,"9,2","10,8",\,\,"2,75",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,S,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,"9,2","10,8",\,\,"2,75",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,"9,2","10,8",\,\,"2,75",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,"9,2","10,8",\,\,"2,75",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,SE XD,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,"9,2","10,8",\,\,"2,75",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 90,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,23,52,ND,A,\,203,\,\,\,"9,2","10,8",\,\,"2,75",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,X 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,LE75TH,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29,78,ND,A,\,189,\,\,\,"9,9","11,4",\,\,"2,56",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,S XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,SE XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,X,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DEFENDER 130,LE,3.0-24V,Híbrido,A-8,S,E,D,27,66,ND,A,\,192,\,\,\,"9,8","11,1",\,\,"2,60",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 HSERD,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,"9,5","11,4",\,\,"2,62",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 LE,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,"9,5","11,4",\,\,"2,62",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SERD,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,"9,5","11,4",\,\,"2,62",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SRD,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,"9,5","11,4",\,\,"2,62",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY,D300 SE,3.0-24V,Híbrido,A-8,S,E,D,25,43,ND,A,\,193,\,\,\,"9,5","11,4",\,\,"2,62",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,"4,9","6,2","7,0","8,6",\,\,"2,90",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF S 7L,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,"4,9","6,2","7,0","8,6",\,\,"2,90",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,"4,9","6,2","7,0","8,6",\,\,"2,90",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE 7L,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,"4,9","6,2","7,0","8,6",\,\,"2,90",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SE RD,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,"4,9","6,2","7,0","8,6",\,\,"2,90",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,P250FF SERD7,2.0-16V,Combustão,A-9,S,E,F,13,338,4,A,0,181,\,"4,9","6,2","7,0","8,6",\,\,"2,90",\,C,D,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,"10,7","12,9",\,\,"2,30",\,B,C,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 S 7L,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,"10,7","12,9",\,\,"2,30",\,B,C,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,"10,7","12,9",\,\,"2,30",\,B,C,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,"10,7","12,9",\,\,"2,30",\,B,C,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE RD7L,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,"10,7","12,9",\,\,"2,30",\,B,C,-,11,2023
Fora de Estrada Grande,LAND ROVER,DISCOVERY SPORT,D200 SE 7L,2.0-16V,Híbrido,A-9,S,E,D,25,31,ND,A,\,170,\,\,\,"10,7","12,9",\,\,"2,30",\,B,C,-,11,2023
,,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico Puro
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes Gás Efeito Estufa,,,,,,,,,,,,,,,,,,12,2023
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol oG ua Dso ieli sn ea l,,VEHP,Etanol,,"Gasolina
ou Diesel",,"Elétrico
VE ou VEHP
(km/l equivalente)",,,,,,,12,2023
,,,,,,,,,,,,,,CO2,CO2,CO2e,Cidade,Estrada,Cidade,Estrada,Cidade,Estrada,,,Comparação,Comparação,,12,2023
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF HSERD,2.0-16V,Combustão,A-9,S,E,F,12,361,3,A,"fóssil
0","fóssil
151","fóssil
\","(km/l)
5,4","(km/l)
7,1","(km/l)
8,2","(km/l)
10,4","(km/l e)
\","(km/l e)
\","2,49",\,"Relativa na
B","Absoluta
D",-,12,2023
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF S,2.0-16V,Combustão,A-9,S,E,F,12,361,3,A,0,151,\,"5,4","7,1","8,2","10,4",\,\,"2,49",\,B,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,EVOQUE,P250FF SE,2.0-16V,Combustão,A-9,S,E,F,12,361,3,A,0,151,\,"5,4","7,1","8,2","10,4",\,\,"2,49",\,B,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,"9,5","11,3",\,\,"2,63",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 AB,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,"9,5","11,3",\,\,"2,63",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 HSE,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,"9,5","11,3",\,\,"2,63",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 LE,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,"9,5","11,3",\,\,"2,63",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SE,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,"9,5","11,3",\,\,"2,63",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,D350 SV,3.0-24V,Híbrido,A-8,S,E,D,33,58,ND,A,\,194,\,\,\,"9,5","11,3",\,\,"2,63",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,"6,5","8,3",\,\,"3,13",\,D,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 AB,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,"6,5","8,3",\,\,"3,13",\,D,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 HSE,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,"6,5","8,3",\,\,"3,13",\,D,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 LE,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,"6,5","8,3",\,\,"3,13",\,D,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SE,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,"6,5","8,3",\,\,"3,13",\,D,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER,P530 SV,4.4-32V,Combustão,A-8,S,E,G,45,214,0,A,\,202,\,\,\,"6,5","8,3",\,\,"3,13",\,D,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSE,3.0-24V,Híbrido,A-8,S,E,D,22,50,ND,A,\,190,\,\,\,"9,7","11,6",\,\,"2,58",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD HSED,3.0-24V,Híbrido,A-8,S,E,D,22,50,ND,A,\,190,\,\,\,"9,7","11,6",\,\,"2,58",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,3.0 TD SE,3.0-24V,Híbrido,A-8,S,E,D,22,50,ND,A,\,190,\,\,\,"9,7","11,6",\,\,"2,58",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 AB,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 HSED,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 LE,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 S,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SD,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SE,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,RANGE ROVER SPORT,D350 SED,3.0-24V,Híbrido,A-8,S,E,D,82,22,ND,A,\,199,\,\,\,"9,1","11,6",\,\,"2,69",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,"7,8","9,9",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,"7,8","9,9",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,"7,8","9,9",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,"7,8","9,9",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,"8,6","9,4","19,1","20,1","1,04",33,A,A,SIM,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,"8,6","9,4","19,1","20,1","1,04",33,A,A,SIM,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE RDYN,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,"8,6","9,4","19,1","20,1","1,04",33,A,A,SIM,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE RDYN,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,"8,6","9,4","19,1","20,1","1,04",33,A,A,SIM,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV S,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,"8,6","9,4","19,1","20,1","1,04",33,A,A,SIM,12,2023
Fora de Estrada Grande,LAND ROVER,VELAR,PHEVSRDYN,2.0-16V,Plug-in,A-8,S,E,G,11,56,0,A,\,152,53,\,\,"8,6","9,4","19,1","20,1","1,04",33,A,A,SIM,12,2023
Fora de Estrada Grande,Mercedes-Benz,AMG G63 4M,,4.0-32V,Combustão,A-9,S,E,G,12,243,2,A,\,246,\,\,\,"5,2","6,2",\,\,"4,02",\,E,E,-,12,2023
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE,2.4-16V,Combustão,A-8,S,H,D,210,15,ND,B,\,205,\,\,\,"8,9","11,4",\,\,"2,75",\,C,D,-,12,2023
Fora de Estrada Grande,Mitsubishi,Pajero Sport,HPE-S,2.4-16V,Combustão,A-8,S,H,D,210,15,ND,B,\,205,\,\,\,"8,9","11,4",\,\,"2,75",\,C,D,-,12,2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,189,16,ND,B,\,191,\,\,\,"9,8","11,2",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,Combustão,A-6,S,H,D,189,16,ND,B,\,191,\,\,\,"9,8","11,2",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,Combustão,A-6,S,H,D,189,16,ND,B,\,191,\,\,\,"9,8","11,2",\,\,"2,59",\,C,D,-,12,2023
Fora de Estrada Grande,TOYOTA,SW4 DIESEL 4X4,GRS Power Up,2.8-16V,Combustão,A-6,S,H,D,173,17,ND,A,\,194,\,\,\,"9,7","11,0",\,\,"2,63",\,C,D,-,12,2023
