categoria,marca,modelo,motor,versao,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X5 BR,3.0 ­ 24V,xDrive 30D,A­8,S,E­H,D,\,\,"10,1","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X5,3.0 ­ 24V,xDrive 30D,A­8,S,E­H,D,\,\,"10,1","11,9",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X5,3.0 ­ 24V,xDrive 45e,A­8,S,E­H,G,\,\,"20,6","21,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X5,3.0 ­ 24V,XDRIVE40i,A­8,S,E­H,G,\,\,"8,1","9,3",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X6,3.0 ­ 24V,xDrive 40i,A­8,S,E­H,G,\,\,"7,8","9,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",BMW,X7,4.4 ­ 48V,M50i,A­8,S,E­H,G,\,\,"6,0","7,6",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",CHEVROLET,Equinox,2.0­16V Turbo,Premier,A­9,S,E,G,\,\,"8,4","10,1",2020
"UTILITÁRIO
ESPORTIVO
GRANDE 4X4",CHEVROLET,Equinox,1.5­16V Turbo,Premier,A­6,S,E,G,\,\,"9,1","10,8",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"5,0­32V",SC DYN,A­8,S,E,G,\,\,"5,0","7,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"5,0­32V",SC AB,A­8,S,E,G,\,\,"5,0","7,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"5,0­32V",SC AB D,A­8,S,E,G,\,\,"5,0","7,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",SC S,A­8,S,E,G,\,\,"6,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",SC SE,A­8,S,E,G,\,\,"6,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",SE HSE,A­8,S,E,G,\,\,"6,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",SC HST,A­8,S,E,G,\,\,"6,2","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",SC AB D,A­8,S,E,G,\,\,"6,2","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"5,0­32V",SVR 550,A­8,S,E,G,\,\,"5,0","7,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",TD HSE,A­8,S,E,D,\,\,"9,7","12,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",TD S,A­8,S,E,D,\,\,"9,7","12,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",TD SE,A­8,S,E,D,\,\,"9,7","12,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,"3,0­24V",TD ABD,A­8,S,E,D,\,\,"9,7","12,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,4.0­32V,"4,4 HSE DYN",A­8,S,E,D,\,\,"8,0","10,8",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,5.0­32V,P525 HSE DYN,A­8,S,E,G,\,\,"5,6","7,7",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,5.0­32V,P575 SVR,A­8,S,E,G,\,\,"5,6","7,7",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"5,0­32V",SC Voguese,A­8,S,E,G,\,\,"4,6","7,5",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"5,0­32V",SC AB,A­8,S,E,G,\,\,"4,6","7,5",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"5,0­32V",SC AB L,A­8,S,E,G,\,\,"4,6","7,5",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"5,0­32V",ABLACKL,A­8,S,E,G,\,\,"4,6","7,5",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"5,0­32V",V8SC SVAB,A­8,S,E,G,\,\,"4,9","7,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"3,0­24V",HSE,A­8,S,E,D,\,\,"9,8","12,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,"3,0­24V",Vogue,A­8,S,E,D,\,\,"9,8","12,3",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,4.0­32V,AB,A­8,S,E,D,\,\,"8,2","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,4.0­32V,AB LWB,A­8,S,E,D,\,\,"8,2","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,4.0­32V,Vogue,A­8,S,E,D,\,\,"8,2","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,4.0­32V,Voguese,A­8,S,E,D,\,\,"8,2","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,5.0­32V,V8SC SWB 525,A­8,S,E,G,\,\,"5,6","7,7",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,5.0­32V,SV Coupe,A­8,S,E,G,\,\,"5,3","7,6",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,5.0­32V,SC LWB 565,A­8,S,E,G,\,\,"5,3","7,6",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,5.0­32V,SC SWB 565,A­8,S,E,G,\,\,"5,3","7,6",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 HSE,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 HSE 7L,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 HSE 7L,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 HSEL 7L,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 S,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 SE,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240 SE 7L,A­9,S,E,G,\,\,"7,5","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 S,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 LMK 7L,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 SE 7L,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 HSE 7L,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 HSE,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 SE,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 LMK,A­9,S,E,D,\,\,"10,9","13,0",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 LMK,A­9,S,E,D,\,\,"10,3","12,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 LMK,A­9,S,E,D,\,\,"10,3","12,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 LMK,A­9,S,E,D,\,\,"10,3","12,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,D180 LMK,A­9,S,E,D,\,\,"10,3","12,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF HSE,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF HSEL,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF HSEL7,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF HSE7L,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF S,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF SE,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery Sport,2.0­16V,P240FF SE 7L,A­9,S,E,F,"4,1","5,8","7,0","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 STD,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 S,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 SE,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 HSE,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 STD RD,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 S RDYN,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 SE RDYN,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,PP250 HSE RD,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 HSE RDYN,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P250 STD RDYN,A­8,S,E,G,\,\,"8,0","9,9",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 FIRST ED,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 HSE,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 HSE RDYN,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 S,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 S RDYN,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 SE,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 SE RDYN,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 STD,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,3.0­16V,P380 STD RDYN,A­8,S,E,G,\,\,"6,8","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 HSE,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 HSE RDYN,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 S,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 S RDYN,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 SE,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 SE RDYN,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 STD,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Velar,2.0­16V,P300 STD RDYN,A­8,S,E,G,\,\,"7,2","9,0",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,"2,0­16V",D180 SE,A­9,S,E,D,\,\,"11,9","15,8",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 HB,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 HSE DYN,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 SE,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 SE DYN,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 AB,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 HSE DYN,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,D240 SE DYN,A­9,S,E,D,\,\,"11,6","14,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240 HSE DYN,A­9,S,E,G,\,\,"7,3","9,3",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,"P240
LANDMAR",A­9,S,E,G,\,\,"7,3","9,3",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240 PURE,A­9,S,E,G,\,\,"7,3","9,3",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240 SE,A­9,S,E,G,\,\,"7,3","9,3",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240 SE DYN,A­9,S,E,G,\,\,"7,3","9,3",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,"P240FF HSE
DYN",A­9,S,E,F,"4,4","6,5","7,7","9,4",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240FF PURE,A­9,S,E,F,"4,4","6,5","7,7","9,4",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240FF SE,A­9,S,E,F,"4,4","6,5","7,7","9,4",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240FF SE DYN,A­9,S,E,F,"4,4","6,5","7,7","9,4",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P240 Cabrio,A­9,S,E,G,\,\,"6,5","8,4",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P290 AB,A­9,S,E,G,\,\,"6,9","8,8",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P300 HSE RDY,A­9,S,E,G,\,\,"7,1","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Evoque,2.0­16V,P300 SE RDYN,A­9,S,E,G,\,\,"7,1","9,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,"3,0­24V",S,A­8,S,E,D,\,\,"8,3","11,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,"3,0­24V",Black,A­8,S,E,D,\,\,"8,3","11,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,"3,0­24V",HSE,A­8,S,E,D,\,\,"8,3","11,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,"3,0­24V",SE,A­8,S,E,D,\,\,"8,3","11,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,"3,0­24V",Graphite,A­8,S,E,D,\,\,"8,3","11,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,"3,0­24V",Graphite 5,A­8,S,E,D,\,\,"8,3","11,2",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,FE 7,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,HSE,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,HSE 7,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,HSEL,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,HSEL7,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,Pure,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,Pure7,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,SE,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Discovery,3.0­24V,SE 7,A­8,S,E,D,\,\,"8,7","10,4",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,2.0­16V,PHEV404 HSE,A­8,S,E,G,\,\,"16,3","16,0",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover Sport,2.0­16V,PHEV404 HSED,A­8,S,E,G,\,\,"16,3","16,0",2020
"FORA DE
ESTRADA",LAND ROVER,Range Rover,2.0­16V,VGSE PHEV,A­8,S,E,G,\,\,"16,3","16,0",2020
"FORA DE
ESTRADA",MITSUBISHI,Outlander,3.0­24V,V6 HPE­S,A­6,S,E,G,\,\,"8,2","10,3",2020
"FORA DE
ESTRADA",MITSUBISHI,Outlander,2.2­16V,HPE­S,A­6,S,E,D,\,\,"10,8","13,7",2020
"FORA DE
ESTRADA",MITSUBISHI,Pajero,3.8­24V,HPE,A­5,S,H,G,\,\,"5,3","6,7",2020
"FORA DE
ESTRADA",MITSUBISHI,Pajero,3.2­16V,HPE 3P,A­5,S,H,D,\,\,"8,3","9,9",2020
"FORA DE
ESTRADA",MITSUBISHI,Pajero,3.2­16V,HPE 5P,A­5,S,H,D,\,\,"8,3","9,9",2020
"FORA DE
ESTRADA",MITSUBISHI,Pajero Sport,2.4­16V,HPE,A­8,S,H,D,\,\,"8,9","11,7",2020
"FORA DE
ESTRADA",MITSUBISHI,Pajero Sport,2.4­16V,HPE­S,A­8,S,H,D,\,\,"8,9","11,7",2020
"FORA DE
ESTRADA",SUZUKI,Jimny,1.3­16V,4All,M­5,S,H,G,\,\,"10,3","10,4",2020
"FORA DE
ESTRADA",SUZUKI,Jimny,1.3­16V,4Sport,M­5,S,H,G,\,\,"10,3","10,4",2020
"FORA DE
ESTRADA",SUZUKI,Jimny,1.3­16V,4Work,M­5,S,H,G,\,\,"10,3","10,4",2020
"FORA DE
ESTRADA",SUZUKI,Jimny,1.3­16V,4Sport Forest,M­5,S,H,G,\,\,"10,3","10,4",2020
"FORA DE
ESTRADA",SUZUKI,Jimny Sierra,1.5­16V,4You Allgrip,A­4,S,E,G,\,\,"10,3","10,2",2020
"FORA DE
ESTRADA",SUZUKI,Jimny Sierra,1.5­16V,4Style Allgrip,A­4,S,E,G,\,\,"10,3","10,2",2020
"FORA DE
ESTRADA",SUZUKI,Jimny Sierra,1.5­16V,4You Allgrip,M­5,S,E,G,\,\,"10,3","11,1",2020
"FORA DE
ESTRADA",SUZUKI,Jimny Sierra,1.5­16V,4All Allgrip,M­5,S,E,G,\,\,"10,3","11,1",2020
"FORA DE
ESTRADA",TOYOTA,SW4,2.8­16V,SRV,A­6,S,E,D,\,\,"9,0","10,5",2020
"FORA DE
ESTRADA",TOYOTA,SW4,2.8­16V,SRX,A­6,S,E,D,\,\,"9,0","10,5",2020
"FORA DE
ESTRADA",TOYOTA,SW4,2.8­16V,SR,A­6,S,E,D,\,\,"9,0","10,5",2020
"FORA DE
ESTRADA",TOYOTA,SW4,2.8­16V,Diamond,A­6,S,E,D,\,\,"9,0","10,5",2020
"FORA DE
ESTRADA",JEEP,Compass,2.0­16V,Trailhawk,A­9,S,E,D,\,\,"10,2","13,4",2020
"FORA DE
ESTRADA",JEEP,Renegade,2.0­16V,Trailhawk,A­9,S,E,D,\,\,"10,1","12,5",2020
"FORA DE
ESTRADA",JEEP,Renegade,2.0­16V,Longitude,A­9,S,E,D,\,\,"10,2","12,9",2020
"FORA DE
ESTRADA",JEEP,Renegade,2.0­16V,Sport Custom,A­9,S,E,D,\,\,"10,2","12,9",2020
"FORA DE
ESTRADA",JEEP,Wrangler,2.0­16V,Rubicon,A­8,S,E,G,\,\,"7,3","7,8",2020
"FORA DE
ESTRADA",JEEP,Wrangler,2.0­16V,"Rubicon
Unlimited",A­8,S,E,G,\,\,"7,3","7,8",2020
"FORA DE
ESTRADA",JEEP,Wrangler,2.0­8V,Sahara 2PT,A­8,S,H,G,\,\,"8,0","8,6",2020
"FORA DE
ESTRADA",JEEP,Wrangler,2.0­8V,Sport 2PT,A­8,S,H,G,\,\,"8,0","8,6",2020
"FORA DE
ESTRADA",JEEP,Wrangler,2.0­8V,Sahara 4PT,A­8,S,H,G,\,\,"7,9","8,4",2020
"FORA DE
ESTRADA",JEEP,Wrangler,2.0­8V,Sport 4PT,A­8,S,H,G,\,\,"7,9","8,4",2020
"FORA DE
ESTRADA",CHEVROLET,Trailblazer,3.6­24V,Premierr,A­6,S,E,G,\,\,"6,6","8,6",2020
"FORA DE
ESTRADA",CHEVROLET,Trailblazer,2.8­16V,Premier,A­6,S,E,D,\,\,"8,4","10,5",2020
"FORA DE
ESTRADA",CHEVROLET,Trailblazer,2.8­16V,LT,A­6,S,E,D,\,\,"8,4","10,5",2020
MINIVAN,KIA,Carnival,3.3­24V,EX,A­6,S,H,G,\,\,"6,4","8,4",2020
MINIVAN,KIA,Carnival,3.3­24V,LX,A­6,S,H,G,\,\,"6,4","8,4",2020
MINIVAN,FIAT,Dobló,1.8­16V,Essence 7L,M­5,S,H,F,"6,4","7,0","9,3","10,2",2020
MINIVAN,DODGE,Journey,3.6­24V,RT,A­6,S,H,G,\,\,"6,4","8,6",2020
MINIVAN,CHEVROLET,Spin,1.8­8V,Premier (7L),A­6,S,E,F,"7,1","8,7","10,2","12,4",2020
MINIVAN,CHEVROLET,Spin,1.8­8V,Premier (7L),M­6,S,E,F,"7,7","9,0","11,1","12,7",2020
MINIVAN,CHEVROLET,Spin,1.8­8V,AT ACT (7L),A­6,S,E,F,"7,1","8,3","10,2","11,8",2020
COMERCIAL,KIA,Bongo K2500,2.5­16V,HD SC,M­6,S,H,D,\,\,"9,5","9,7",2020
COMERCIAL,HYUNDAI,HR,2.5­16V,HDB,M­6,S,H,D,\,\,"9,0","8,8",2020
COMERCIAL,PEUGEOT,Expert,1.6­16V,BUSIN,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,PEUGEOT,Expert,1.6­16V,BUSINPK,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,PEUGEOT,Expert,1.6­16V,Minibus,M­6,S,E,D,\,\,"11,5","11,8",2020
COMERCIAL,PEUGEOT,Boxer,2.0­16V,BUSIN L2,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,PEUGEOT,Boxer,2.0­16V,BUSIN L3,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,PEUGEOT,Boxer,2.0­16V,Minibus,M­6,S,H,D,\,\,"8,7","9,0",2020
COMERCIAL,CITROEN,Jumpy,1.6­16V,Furgão,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,CITROEN,Jumpy,1.6­16V,Furgão PK,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,CITROEN,Jumpy,1.6­16V,Minibus,M­6,S,E,D,\,\,"11,5","11,8",2020
COMERCIAL,CITROEN,Jumper,2.0­16V,FG L2H2,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,CITROEN,Jumper,2.0­16V,FG L3H2,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,CITROEN,Jumper,2.0­16V,Minibus,M­6,S,H,D,\,\,"8,7","9,0",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Chassi,M­6,S,H,D,\,\,"8,9","9,4",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Cargo 8M³,M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Cargo 10M³,M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,"Maxi Cargo
13M³",M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Multi Longo,M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,"Multi Extra
Longo",M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Fiorino,1.4­8V,Hard Working,M­5,S,H,F,"7,5","8,6","10,6","12,1",2020
COMERCIAL,RENAULT,Kangoo,1.6­16V,Express,M­5,S,H,F,"7,3","7,7","10,4","10,9",2020
COMERCIAL,RENAULT,Master Bus,2.3­16V,Minibus,M­6,S,H,D,\,\,"7,3","7,8",2020
COMERCIAL,RENAULT,Master Bus,2.3­16V,Trabus,M­6,S,H,D,\,\,"7,3","7,8",2020
COMERCIAL,RENAULT,Master Furgão,2.3­16V,Furgão,M­6,S,H,D,\,\,"7,8","8,2",2020
COMERCIAL,RENAULT,Master Chassis Cabine,2.3­16V,Chassis Cabine,M­6,S,H,D,\,\,"7,9","8,1",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,Working CC,M­5,N,H,F,"8,1","9,3","11,5","13,5",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,Freedom CC,M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,Freedom CD,M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,"Hard Working
CE",M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,"Hard Working
CC",M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,"Hard Working
CD",M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.8­16V,Adventure,M­5,S,H,F,"6,7","7,5","9,6","11,0",2020
"PICAPE
COMPACTA",RENAULT,Oroch,2.0­16V,Dynamique,M­6,S,E­H,F,"7,0","7,4","10,0","10,9",2020
"PICAPE
COMPACTA",RENAULT,Oroch,2.0­16V,Dynamique 4x2,A­4,S,E­H,F,"5,9","7,0","8,6","10,3",2020
"PICAPE
COMPACTA",RENAULT,Oroch,1.6­16V,Dynamique 4x2,M­5,S,E­H,F,"7,6","7,7","11,1","11,2",2020
