"Ano:2016 Modelo: Todos Data: 06/12/2016
Categoria: Todas Motor: Todos Última Atualização: 06/12/2016
Marca: Todas
INSTITUTO NACIONAL DE METROLOGIA,
QUALIDADE E TECNOLOGIA
PROGRAMA BRASILEIRO DE ETIQUETAGEM ­ PBE
Tabelas de Consumo/Eficiência
Etiqueta Nacional de Conservação de Energia ­ ENCE
Energética
Veículos Automotores Leves
Categoria Todas
Modelos com classificação PBE para ENCE
Comparação entre modelos participantes
Ano2016
35Marcas
Valor de CO2 da
1102 Modelos/Versões emissão no
escapamento referente Valores em km/l medidos em condições padrão de laboratório (NBR7024) e ajustados para
349Modelo(s) com Selo CONPET ao combustível de simular condições mais comuns de utilização. O consumo percebido pelo motorista poderá
origem fóssil não variar para mais ou para menos, dependendo das condições de uso. Para saber por que,
renovável consulte: www.inmetro.gov.br e www.conpet.gov.br",,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12,None_13,None_14,None_15,None_16,None_17,None_18,None_19,None_20,None_21,Página,Ano,
,JAGUAR,XJ,3.0­24V,"3,0SC
Portfolio",A­8,S,H,G,"0,010","0,209","0,014",A,\,179,\,\,"6,5","10,2","2,90",E,E,­,19,2016,"EXTRA
GRANDE"
,KIA,Cadenza,3.5­24V,EX,A­6,S,H,G,"0,016","0,125","0,014",A,\,167,\,\,"7,2","10,0","2,70",D,D,­,19,2016,"EXTRA
GRANDE"
,KIA,Optima,2.0­16V,EX,A­6,S,E,G,"0,010","0,163","0,033",A,\,138,\,\,"8,8","11,6","2,23",B,C,­,19,2016,"EXTRA
GRANDE"
,LEXUS,ES350,3.5­24V,,A­6,S,E,G,"0,010","0,106","0,018",A,\,154,\,\,"7,7","11,0","2,50",C,D,­,19,2016,"EXTRA
GRANDE"
,LEXUS,LS460,4.6­32V,,A­8,S,E,G,"0,029","0,480","0,036",A,\,197,\,\,"5,9","9,2","3,21",E,E,­,19,2016,"EXTRA
GRANDE"
,MASERATI,Ghibli,3.0­24V,Euro 6,A­8,S,H,G,"0,024","0,240","0,050",B,\,188,\,\,"6,3","9,3","3,07",E,E,­,19,2016,"EXTRA
GRANDE"
,MASERATI,Ghibli,3.0­24V,SQ4 Euro 6,A­8,S,H,G,"0,023","0,452","0,012",A,\,187,\,\,"6,4","9,2","3,04",E,E,­,19,2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,,,,,,,,,,,19,2016,
,,,,,,,,,,,,,,,,,,,,,,,19,2016,
,,,,,,,,,,,,,,,,,,,,,,,19,2016,Página 19 / 44
,,,,,,,,,,,,,,,,,,,,,,,19,2016,
,,,,,,,,,,,,,,,,,,,,,,,20,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",20,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,20,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,20,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,20,2016,
,MERCEDES­BENZ,AMG C43,3.0­24V,,A­7,S,E,G,"0,012","0,109","0,011",A,\,149,\,\,"8,0","11,4","2,41",C,D,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,AMG C 63,4.0­32V,,A­7,S,E,G,"0,015","0,044","0,009",A,\,176,\,\,"7,0","9,3","2,85",D,D,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,AMG C 63 S,4.0­32V,,A­7,S,E,G,"0,015","0,044","0,009",A,\,176,\,\,"7,0","9,3","2,85",D,D,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,AMG S 63 L 4M,5.5­32V,,A­7,S,E,G,"0,023","0,146","0,016",A,\,189,\,\,"6,3","9,4","3,05",E,E,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180,1.6­16V,,A­7,S,E,G,"0,024","0,154","0,010",A,\,105,\,\,"10,9","15,9","1,71",A,B,SIM,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180,1.6­16V,Estate,A­7,S,E,G,"0,017","0,067","0,009",A,\,119,\,\,"10,0","13,6","1,93",A,B,SIM,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180 FF,1.6­16V,,A­7,S,E,F,"0,026","0,168","0,006",A,0,119,"7,0","9,2","10,2","13,3","1,92",A,B,SIM,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180 FF BR,1.6­16V,,A­7,S,E,F,"0,026","0,168","0,006",A,0,119,"7,0","9,2","10,2","13,3","1,92",A,B,SIM,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C200,2.0­16V,,A­7,S,E,G,"0,013","0,097","0,012",A,\,124,\,\,"9,6","13,2","2,01",A,C,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C200 BR,2.0­16V,,A­7,S,E,G,"0,013","0,097","0,012",A,\,124,\,\,"9,6","13,2","2,01",A,C,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C250,2.0­16V,,A­7,S,E,G,"0,014","0,079","0,011",A,\,122,\,\,"9,6","13,6","1,98",A,C,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C250 BR,2.0­16V,,A­7,S,E,G,"0,014","0,079","0,011",A,\,122,\,\,"9,7","13,6","1,97",A,C,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,E250,2.0­16V,,A­7,S,E,G,"0,013","0,076","0,006",A,\,124,\,\,"9,5","13,4","2,01",A,C,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,E250,2.0­16V,Exclusive,A­7,S,E,G,"0,019","0,147","0,011",A,\,130,\,\,"9,2","12,6","2,11",B,C,­,20,2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,E250,2.0­16V,Avantgarde,A­7,S,E,G,"0,019","0,147","0,011",A,\,130,\,\,"9,2","12,6","2,11",B,C,­,20,2016,"EXTRA
GRANDE"
,NISSAN,Altima,2.5­16V,25SL,CVT,S,E­H,G,"0,007","0,185","0,007",A,\,123,\,\,"9,7","13,1","2,00",A,C,­,20,2016,"EXTRA
GRANDE"
,PEUGEOT,408,2.0­16V,Allure,A­6,S,E­H,F,"0,024","0,489","0,019",A,0,147,"5,6","7,8","8,2","11,1","2,39",C,D,­,20,2016,"EXTRA
GRANDE"
,PEUGEOT,408,1.6­16V,Griffe THP,A­6,S,E­H,F,"0,014","0,145","0,018",A,0,115,"7,3","9,2","10,6","13,0","1,88",A,B,SIM,20,2016,"EXTRA
GRANDE"
,PEUGEOT,408,1.6­16V,Allure THP,A­6,S,E­H,F,"0,014","0,145","0,018",A,0,115,"7,3","9,2","10,6","13,0","1,88",A,B,SIM,20,2016,"EXTRA
GRANDE"
,ROLLS­ROYCE,Ghost,6.5­48V,Series II,A­8,S,H,G,"0,011","0,082","0,019",A,\,248,\,\,"4,9","7,0","4,02",E,E,­,20,2016,"EXTRA
GRANDE"
,TOYOTA,Camry,3.5­24V,XLE,A­6,S,E,G,"0,017","0,091","0,013",A,\,160,\,\,"7,6","10,2","2,59",D,D,­,20,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T6 Inscript",A­8,S,E­H,G,"0,008","0,074","0,013",A,\,145,\,\,"8,3","11,3","2,35",C,C,­,20,2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,,,,,,,,,,,20,2016,
,,,,,,,,,,,,,,,,,,,,,,,20,2016,
,,,,,,,,,,,,,,,,,,,,,,,20,2016,Página 20 / 44
,,,,,,,,,,,,,,,,,,,,,,,20,2016,
,,,,,,,,,,,,,,,,,,,,,,,21,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",21,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,21,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,21,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,21,2016,
,VOLVO,S60,2.0­16V,"2,0 T6 Kinetic",A­8,S,E­H,G,"0,008","0,074","0,013",A,\,145,\,\,"8,3","11,3","2,35",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T6
Momentum",A­8,S,E­H,G,"0,008","0,074","0,013",A,\,145,\,\,"8,3","11,3","2,35",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T6 R­
Design",A­8,S,E­H,G,"0,008","0,074","0,013",A,\,145,\,\,"8,3","11,3","2,35",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5
Comfort",A­8,S,E­H,G,"0,011","0,145","0,006",A,\,142,\,\,"8,4","11,7","2,30",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5
Dynamic",A­8,S,E­H,G,"0,011","0,145","0,006",A,\,142,\,\,"8,4","11,7","2,30",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5 Inscript",A­8,S,E­H,G,"0,011","0,145","0,006",A,\,142,\,\,"8,4","11,7","2,30",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5 Kinetic",A­8,S,E­H,G,"0,011","0,145","0,006",A,\,142,\,\,"8,4","11,7","2,30",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5
Momentum",A­8,S,E­H,G,"0,011","0,145","0,006",A,\,142,\,\,"8,4","11,7","2,30",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5 R­
Design",A­8,S,E­H,G,"0,011","0,145","0,006",A,\,142,\,\,"8,4","11,7","2,30",C,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 Inscript,DCT­6,S,E,G,"0,005","0,067","0,020",A,\,128,\,\,"9,6","12,2","2,07",A,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 Kinetic,DCT­6,S,E,G,"0,005","0,067","0,020",A,\,128,\,\,"9,6","12,2","2,07",A,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 Momentum,DCT­6,S,E,G,"0,005","0,067","0,020",A,\,128,\,\,"9,6","12,2","2,07",A,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 R­Design,DCT­6,S,E,G,"0,005","0,067","0,020",A,\,128,\,\,"9,6","12,2","2,07",A,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 Inscript,DCT­6,S,E,G,"0,008","0,055","0,022",A,\,119,\,\,"10,3","12,6","1,94",A,B,SIM,21,2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 Kinetic,DCT­6,S,E,G,"0,008","0,055","0,022",A,\,119,\,\,"10,3","12,6","1,94",A,B,SIM,21,2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 Momentum,DCT­6,S,E,G,"0,008","0,055","0,022",A,\,119,\,\,"10,3","12,6","1,94",A,B,SIM,21,2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 R­Design,DCT­6,S,E,G,"0,008","0,055","0,022",A,\,119,\,\,"10,3","12,6","1,94",A,B,SIM,21,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5
Comfort",A­8,S,E­H,G,"0,010","0,208","0,007",A,\,136,\,\,"8,9","11,7","2,21",B,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5
Dynamic",A­8,S,E­H,G,"0,010","0,208","0,007",A,\,136,\,\,"8,9","11,7","2,21",B,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5 Inscript",A­8,S,E­H,G,"0,010","0,208","0,007",A,\,136,\,\,"8,9","11,7","2,21",B,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5 Kinetic",A­8,S,E­H,G,"0,010","0,208","0,007",A,\,136,\,\,"8,9","11,7","2,21",B,C,­,21,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5
Momentum",A­8,S,E­H,G,"0,010","0,208","0,007",A,\,136,\,\,"8,9","11,7","2,21",B,C,­,21,2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,,,,,,,,,,,21,2016,
,,,,,,,,,,,,,,,,,,,,,,,21,2016,
,,,,,,,,,,,,,,,,,,,,,,,21,2016,Página 21 / 44
,,,,,,,,,,,,,,,,,,,,,,,21,2016,
,,,,,,,,,,,,,,,,,,,,,,,22,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",22,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,22,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,22,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,22,2016,
,VOLVO,V60,2.0­16V,"2,0 T5 R­
Design",A­8,S,E­H,G,"0,010","0,208","0,007",A,\,136,\,\,"8,9","11,7","2,21",B,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6 R­
Design",A­8,S,E­H,G,"0,011","0,126","0,016",A,\,149,\,\,"8,0","11,0","2,43",C,D,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6 Inscript",A­8,S,E­H,G,"0,011","0,126","0,016",A,\,149,\,\,"8,0","11,0","2,43",C,D,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6 Kinetic",A­8,S,E­H,G,"0,011","0,126","0,016",A,\,149,\,\,"8,0","11,0","2,43",C,D,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6
Moment",A­8,S,E­H,G,"0,011","0,126","0,016",A,\,149,\,\,"8,0","11,0","2,43",C,D,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 Inscript,DCT­6,S,E,G,"0,008","0,060","0,032",A,\,131,\,\,"9,5","11,5","2,13",B,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 Kinetic,DCT­6,S,E,G,"0,008","0,060","0,032",A,\,131,\,\,"9,5","11,5","2,13",B,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 Momentum,DCT­6,S,E,G,"0,008","0,060","0,032",A,\,131,\,\,"9,5","11,5","2,13",B,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 R­Design,DCT­6,S,E,G,"0,008","0,060","0,032",A,\,131,\,\,"9,5","11,5","2,13",B,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 Inscript,DCT­6,S,E,G,"0,017","0,068","0,024",A,\,124,\,\,"9,8","12,4","2,02",A,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 Kinetic,DCT­6,S,E,G,"0,017","0,068","0,024",A,\,124,\,\,"9,8","12,4","2,02",A,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 Momentum,DCT­6,S,E,G,"0,017","0,068","0,024",A,\,124,\,\,"9,8","12,4","2,02",A,C,­,22,2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 R­Design,DCT­6,S,E,G,"0,017","0,068","0,024",A,\,124,\,\,"9,8","12,4","2,02",A,C,­,22,2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Novo Passat,2.0­16V,Comfortline,DCT­6,S,E,G,"0,026","0,307","0,027",A,\,118,\,\,"10,4","12,9","1,91",A,B,SIM,22,2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Novo Passat,2.0­16V,Highline,DCT­6,S,E,G,"0,026","0,307","0,027",A,\,118,\,\,"10,4","12,9","1,91",A,B,SIM,22,2016,"EXTRA
GRANDE"
,VOLKSWAGEN,CC,2.0­16V,,DCT­6,S,E,G,"0,019","0,188","0,012",A,\,152,\,\,"8,0","10,6","2,47",C,D,­,22,2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Touareg V6,3.6­24V,,A­8,S,E­H,G,"0,026","0,749","0,018",A,\,216,\,\,"5,8","7,4","3,50",E,E,­,22,2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Touareg V8,4.2­32V,,A­8,S,E­H,G,"0,043","0,708","0,021",C,\,214,\,\,"5,8","7,5","3,47",E,E,­,22,2016,"EXTRA
GRANDE"
,CHEVROLET,Nova Tracker (2017),1.4T­16V,LT,A­6,S,E,F,"0,015","0,278","0,008",A,0,121,"7,3","8,2","10,6","11,7","1,97",A,C,­,22,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CHEVROLET,Nova Tracker (2017),1.4T­16V,LTZ,A­6,S,E,F,"0,015","0,278","0,008",A,0,121,"7,3","8,2","10,6","11,7","1,97",A,C,­,22,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.6­16V,A Shine,A­4,S,E,F,"0,021","0,654","0,027",A,0,124,"7,2","8,2","10,2","11,7","2,00",A,C,­,22,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,,,,,,,,,,,22,2016,
,,,,,,,,,,,,,,,,,,,,,,,22,2016,
,,,,,,,,,,,,,,,,,,,,,,,22,2016,Página 22 / 44
,,,,,,,,,,,,,,,,,,,,,,,22,2016,
,,,,,,,,,,,,,,,,,,,,,,,23,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",23,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,23,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,23,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,23,2016,
,CITROEN,Aircross,1.6­16V,A Feel,A­4,S,E,F,"0,021","0,654","0,027",A,0,124,"7,2","8,2","10,2","11,7","2,00",A,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.6­16V,A Live,A­4,S,E,F,"0,021","0,654","0,027",A,0,124,"7,2","8,2","10,2","11,7","2,00",A,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.6­16V,Feel,M­5,S,E,F,"0,017","0,571","0,032",A,0,123,"7,3","8,2","10,2","11,8","1,99",A,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross (2017),1.6­16V,Feel,M­5,S,E,F,"0,017","0,633","0,026",A,0,115,"7,6","8,8","10,9","12,8","1,86",A,B,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.5­8V,Start,M­5,S,E,F,"0,030","0,638","0,017",A,0,124,"7,5","8,2","10,3","11,6","1,98",A,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.5­8V,Live,M­5,S,E,F,"0,030","0,638","0,017",A,0,124,"7,5","8,2","10,3","11,6","1,98",A,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross (2017),1.5­8V,Start,M­5,S,E,F,"0,030","0,742","0,011",A,0,118,"7,2","8,3","10,6","12,4","1,94",A,B,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross (2017),1.5­8V,Live,M­5,S,E,F,"0,030","0,742","0,011",A,0,118,"7,2","8,3","10,6","12,4","1,94",A,B,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Dobló,1.8­16V,Adventure,M­5,S,H,F,"0,018","0,620","0,025",A,0,151,"6,1","6,6","8,5","9,6","2,43",D,D,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Idea,1.8­16V,Adventure,M­5,S,H,F,"0,018","0,505","0,021",A,0,145,"6,3","7,0","8,9","10,1","2,33",C,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Idea,1.8­16V,"Adventure
Dualogic",MTA­5,S,H,F,"0,013","0,514","0,019",A,0,147,"6,3","6,9","8,8","9,8","2,35",C,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno,1.4­8V,Way,M­5,S,H,F,"0,022","0,394","0,034",A,0,114,"7,8","8,8","11,2","12,5","1,84",A,B,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno,1.4­8V,Way Dualogic,MTA­5,S,H,F,"0,011","0,236","0,031",A,0,117,"7,7","8,3","11,1","11,8","1,90",A,B,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno (2017),1.3­8V,Way,M­5,S,H,F,"0,022","0,319","0,031",A,0,99,"9,2","10,1","12,9","14,0","1,58",A,A,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno (2017),1.3­8V,Way Dualogic,MTA­5,S,H,F,"0,019","0,508","0,032",A,0,98,"9,3","10,1","13,2","13,7","1,57",A,A,SIM,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend (2017),1.8­16V,Adventure,M­5,S,H,F,"0,012","0,487","0,033",A,0,130,"6,8","7,5","9,7","11,1","2,13",B,C,­,23,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,,,,,,,,,Págin,a 23 / 44,23,2016,
,,,,,,,,,,,,,,,,,,,,,,,23,2016,
,,,,,,,,,,,,,,,,,,,,,,,23,2016,
,,,,,,,,,,,,,,,,,,,,,,,24,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",24,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,24,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,24,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,24,2016,
,FIAT,Weekend (2017),1.8­16V,"Adventure
Dualogic",MTA­5,S,H,F,"0,012","0,490","0,021",A,0,126,"7,2","7,9","10,2","11,2","2,04",A,C,­,24,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend,1.8­16V,Adventure,M­5,S,H,F,"0,018","0,449","0,017",A,0,136,"6,6","7,2","9,7","10,2","2,22",B,C,­,24,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend,1.8­16V,"Adventure
Dualogic",MTA­5,S,H,F,"0,011","0,399","0,016",A,0,137,"6,5","7,2","9,5","10,2","2,23",C,C,­,24,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend,1.6­16V,Trekking,M­5,S,H,F,"0,024","0,510","0,021",A,0,131,"6,9","7,8","9,7","11,2","2,11",A,C,­,24,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
