Categoria,Marca,Modelo,Versão,Motor,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,None_1,None_2,None_3,None_4,Quilometragem por Litro,None_5,None_6,None_7,"Consumo
Energético
(MJ/km)","Classificação
PBE",None_8,"Selo
CONPET
de
Eficiência
Energética
((A+B).A)
.
(A.(A+B))",Página,Ano
"Micro
Compacto",FIAT,Mobi,DRIVE,1.0-6V,M-5,S,E,F,"0,010","0,320","0,017",B,0,90,"9,6","11,3","13,7","16,1","1,45",A,A,SIM,1,2018
"Micro
Compacto",FIAT,Mobi,DRIVE GSR,1.0-6V,MTA-5,S,E,F,"0,014","0,195","0,020",B,0,89,"9,8","11,1","14,0","15,9","1,43",A,A,SIM,1,2018
"Micro
Compacto",FIAT,Mobi,EASY,1.0-8V,M-5,N,H,F,"0,017","0,489","0,019",B,0,92,"9,2","10,2","13,5","15,2","1,52",A,B,SIM,1,2018
"Micro
Compacto",FIAT,Mobi,LIKE,1.0-8V,M-5,S,H,F,"0,014","0,471","0,027",B,0,99,"8,8","9,9","12,7","14,3","1,61",B,B,-,1,2018
"Micro
Compacto",FIAT,Mobi,WAY,1.0-8V,M-5,S,H,F,"0,014","0,408","0,023",B,0,100,"8,7","9,7","12,6","14,2","1,62",B,B,-,1,2018
"Micro
Compacto",Renault,Twizy,Intense,Elétrico,AUT,N,M,G,"0,000","0,000","0,000",A,\,0,\,\,"45,8","43,0","0,39",A,A,SIM,1,2018
"Micro
Compacto",KIA,PICANTO,EX5/ LX5 1.0 FF MT,1.0 - 12V,M-5,S,E,F,"0,013","0,364","0,055",C,0,100,"7,9","10,3","11,6","15,0","1,69",C,B,-,1,2018
"Micro
Compacto",KIA,PICANTO,EX5/ LX5 1.0 FF AT,1.0 - 12V,A-4,S,E,F,"0,012","0,353","0,041",B,0,105,"8,1","9,9","11,4","14,7","1,70",C,B,-,1,2018
Sub Compacto,FIAT,Novo Uno,Drive,1.0-6V,M-5,S,E,F,"0,017","0,279","0,018",B,0,94,"9,1","10,6","13,2","15,2","1,52",B,B,-,1,2018
Sub Compacto,FIAT,Novo Uno,Sporting,1.3-8V,M-5,S,E,F,"0,016","0,461","0,009",B,0,95,"9,3","11,0","13,0","15,0","1,52",B,B,-,1,2018
Sub Compacto,FIAT,Novo Uno,Sporting GSR,1.3-8V,MTA-5,S,E,F,"0,015","0,332","0,016",B,0,96,"9,2","10,5","13,2","14,4","1,54",B,B,-,1,2018
Sub Compacto,FIAT,Novo Uno,WAY,1.0-6V,M-5,S,E,F,"0,017","0,279","0,018",B,0,94,"9,1","10,6","13,2","15,2","1,52",B,B,-,1,2018
Sub Compacto,FIAT,NOVO UNO,ATTRACTIVE,1.0-8V,M-5,S,H,F,"0,009","0,217","0,008",A,0,108,"8,0","9,4","11,6","13,4","1,75",E,B,-,1,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,2,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,2,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,2,2018
Compacto,NISSAN,NEW MARCH,10 Conforto / 10 S / 10 SV,1.0 - 12V,M-5,S,E,F,"0,023","0,559","0,003",B,0,96,"8,8","10,5","12,9","15,0","1,57",A,B,SIM,2,2018
Compacto,NISSAN,NEW MARCH,16 S / 16 SV / 16 SL,1.6 - 16V,M-5,S,E,F,"0,031","0,664","0,005",B,0,99,"8,5","9,9","12,6","14,4","1,63",B,B,-,2,2018
Compacto,NISSAN,NEW MARCH,16 SV / 16 SL,1.6 - 16V,CVT,S,E,F,"0,024","0,163","0,014",B,0,104,"7,8","9,8","11,7","14,5","1,72",C,B,-,2,2018
Compacto,TOYOTA,"ETIOS
HATCHBACK",X,1.3-16V,M-6,S,E,F,"0,021","0,619","0,024",B,0,100,"8,6","9,8","12,6","14,2","1,63",B,B,-,2,2018
Compacto,TOYOTA,"ETIOS
HATCHBACK",X,1.3-16V,A-4,S,E,F,"0,023","0,507","0,008",B,0,107,"8,2","9,2","11,8","13,3","1,74",C,B,-,2,2018
Compacto,TOYOTA,"ETIOS
HATCHBACK","XS / XLS / XPLUS / PLATINUM /
CROSS",1.5-16V,M-6,S,E,F,"0,024","0,654","0,032",B,0,101,"8,3","9,8","12,4","14,1","1,66",B,B,-,2,2018
Compacto,TOYOTA,"ETIOS
HATCHBACK","XS / XLS / XPLUS / PLATINUM /
CROSS / READY",1.5-16V,A-4,S,E,F,"0,028","0,504","0,016",B,0,107,"8,1","9,2","11,9","13,2","1,74",C,B,-,2,2018
Compacto,HONDA,Fit,DX / LX,1.5-16V,M-5,S,E,F,"0,011","0,098","0,020",A,0,107,"8,3","9,5","11,6","13,6","1,72",C,B,-,2,2018
Compacto,HONDA,Fit,DX / LX / EX / EXL / PERSONAL,1.5-16V,CVT,S,E,F,"0,022","0,120","0,016",B,0,102,"8,3","9,9","12,3","14,1","1,66",B,B,-,2,2018
Compacto,VW,Gol,"Trendline
/ City",1.0-12V,M-5,S,H,F,"0,022","0,289","0,026",B,0,95,"8,9","10,4","13,1","14,9","1,56",A,B,SIM,2,2018
Compacto,VW,Gol,Track,1.0-12V,M-5,S,H,F,"0,024","0,357","0,021",B,0,99,"8,6","10,0","12,7","14,3","1,61",B,B,-,2,2018
Compacto,VW,Gol,Trendline,1.6-8V,M-5,S,H,F,"0,019","0,462","0,023",B,0,106,"7,9","9,7","11,5","14,0","1,73",C,B,-,2,2018
Compacto,VW,Gol,Comfortline,1.6-8V,M-5,S,H,F,"0,015","0,519","0,020",B,0,110,"7,8","9,5","11,1","13,6","1,78",D,B,-,2,2018
Compacto,VW,Gol,Comfortline (I-Motion),1.6-8V,MTA-5,S,H,F,"0,022","0,244","0,019",B,0,112,"7,7","9,2","11,1","13,1","1,81",D,B,-,2,2018
Compacto,VW,Gol (2019),(Rodas aro 14),1.0-12V,M-5,S,H,F,"0,028","0,260","0,020",B,0,96,"9,1","10,1","13,3","14,4","1,56",A,B,SIM,2,2018
Compacto,VW,Gol (2019),(Rodas aro 15),1.0-12V,M-5,S,H,F,"0,033","0,309","0,023",B,0,98,"9,0","9,9","12,9","14,2","1,59",B,B,-,2,2018
Compacto,VW,Gol (2019),,1.6-8V,M-5,S,H,F,"0,015","0,519","0,020",B,0,110,"7,8","9,5","11,1","13,6","1,78",D,B,-,2,2018
Compacto,VW,Fox,Connect,1.6-8V,M-5,S,E,F,"0,019","0,478","0,030",B,0,106,"7,8","9,7","11,6","13,9","1,74",C,B,-,2,2018
Compacto,VW,Fox,Connect (I-Motion),1.6-8V,MTA-5,S,E,F,"0,021","0,489","0,021",B,0,113,"7,8","9,0","11,2","12,7","1,83",D,C,-,2,2018
Compacto,VW,Fox,Xtreme,1.6-8V,M-5,S,E,F,"0,018","0,420","0,032",B,0,110,"7,7","9,2","11,3","13,3","1,80",D,B,-,2,2018
Compacto,VW,Gol,,1.6-16V,A-6,S,H,F,"0,035","0,277","0,018",B,0,110,"7,7","9,6","11,1","13,6","1,79",D,B,-,2,2018
Compacto,Peugeot,208,GT,"1.6 THP
16V Flex",M-6,S,E,F,"0,012","0,176","0,021",A,0,104,"8,2","9,5","12,0","13,8","1,70",C,B,-,2,2018
Compacto,Peugeot,208,Sport MT / Griffe MT,1.6 16v,M-5,S,E,F,"0,017","0,540","0,028",B,0,102,"8,5","10,0","12,3","14,0","1,65",B,B,-,2,2018
Compacto,Peugeot,208,"GRIFFE EAT6 / ALLURE EAT6 /
UBTECH EAT6",1.6 16v,A-6,S,E,F,"0,014","0,459","0,026",B,0,112,"7,7","9,3","11,0","13,2","1,82",D,B,-,2,2018
Compacto,Peugeot,208,Active MT / Act Pack MT / Allure MT,1.2,M-5,S,E,F,"0,017","0,404","0,026",B,0,89,"9,6","10,7","13,9","15,5","1,46",A,A,SIM,2,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,3,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,3,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,3,2018
Compacto,Citroën,DS3,Sport Chic,"1.6 THP
16v",M-6,S,E,G,"0,010","0,090","0,024",A,\,110,\,\,"10,9","14,2","1,78",D,B,-,3,2018
Compacto,Citroën,C3,"ATTRACTION A / EXCLUSIVE A /
TENDANCE A / Urban Tech",1.6 16v,A-6,S,E,F,"0,023","0,795","0,025",B,0,113,"7,6","9,3","10,9","13,2","1,83",D,C,-,3,2018
Compacto,Citroën,C3,"Origine / Attraction / Tendance / M
Style / Urban Tech",1.2,M-5,S,E,F,"0,015","0,377","0,029",B,0,94,"9,3","10,1","13,2","14,8","1,53",A,B,SIM,3,2018
Compacto,FIAT,ARGO,Drive,1.0-6V,M-5,S,E,F,"0,011","0,504","0,016",B,0,90,"9,9","10,7","14,2","15,1","1,45",A,A,SIM,3,2018
Compacto,FIAT,ARGO,Drive,1.3-8V,M-5,S,E,F,"0,010","0,414","0,012",B,0,98,"9,2","10,2","12,9","14,3","1,57",A,B,SIM,3,2018
Compacto,FIAT,ARGO,Drive GSR,1.3-8V,MTA-5,S,E,F,"0,010","0,482","0,017",B,0,98,"8,9","10,0","12,7","14,4","1,60",B,B,-,3,2018
Compacto,FIAT,ARGO,HGT,1.8-16V,A-6,S,E,F,"0,007","0,509","0,015",B,0,121,"6,9","9,1","10,0","12,8","1,96",E,C,-,3,2018
Compacto,FIAT,ARGO,HGT,1.8-16V,M-5,S,E,F,"0,008","0,504","0,023",B,0,110,"7,8","9,2","11,4","13,3","1,79",D,B,-,3,2018
Compacto,FIAT,ARGO,Precision,1.8-16V,A-6,S,E,F,"0,009","0,423","0,025",B,0,116,"7,1","9,5","10,1","13,2","1,91",E,C,-,3,2018
Compacto,FIAT,ARGO,Precision,1.8-16V,M-5,S,E,F,"0,009","0,480","0,023",B,0,107,"8,0","9,6","11,5","13,8","1,74",C,B,-,3,2018
Compacto,FIAT,Novo Palio,Attractive,1.0-8V,M-5,S,H,F,"0,018","0,532","0,017",B,0,111,"7,9","9,3","11,2","13,2","1,79",D,B,-,3,2018
Compacto,FIAT,ARGO (2019),1.0,1.0-6V,M-5,S,E,F,"0,015","0,465","0,025",B,0,96,"9,1","10,4","13,0","14,7","1,55",A,B,SIM,3,2018
Compacto,FIAT,ARGO (2019),Drive,1.0-6V,M-5,S,E,F,"0,015","0,465","0,025",B,0,96,"9,1","10,4","13,0","14,7","1,55",A,B,SIM,3,2018
Compacto,FIAT,ARGO (2019),Drive,1.3-8V,M-5,S,E,F,"0,008","0,349","0,019",B,0,98,"8,7","10,0","12,6","14,7","1,60",B,B,-,3,2018
Compacto,Renault,Sandero,Authentique / Expression,1.0-12V,M5,S,E-H,F,"0,021","0,163","0,045",B,0,93,"9,5","9,6","14,2","14,1","1,52",A,B,SIM,3,2018
Compacto,Renault,Sandero,Dynamique / Expression,1.6-16V,M5,S,E-H,F,"0,024","0,483","0,033",B,0,102,"8,6","9,2","12,8","13,4","1,66",B,B,-,3,2018
Compacto,Renault,Sandero,Expression / Dynamique,1.6-16V,MTA-5,S,E-H,F,"0,021","0,461","0,032",B,0,108,"8,1","8,8","11,8","12,8","1,77",D,B,-,3,2018
Compacto,Renault,Sandero,GT Line,1.6-16V,M5,S,E-H,F,"0,027","0,440","0,025",B,0,104,"8,4","8,9","12,5","13,0","1,71",C,B,-,3,2018
Compacto,Renault,Sandero RS,2.0 RS,2.0-16V,M6,S,E-H,F,"0,031","0,381","0,047",C,0,129,"6,9","7,7","9,9","11,1","2,10",E,C,-,3,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,4,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,4,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,4,2018
Compacto,MINI,Cooper,-,1.5 - 12v,A-6,S,E-H,G,"0,010","0,149","0,015",A,\,106,\,\,"11,6","13,9","1,73",C,B,-,4,2018
Compacto,MINI,Cooper,5P,1.5 - 12v,A-6,S,E-H,G,"0,020","0,196","0,021",B,\,110,\,\,"11,1","13,7","1,79",D,B,-,4,2018
Compacto,MINI,Cooper,S 5P,2.0 - 16v,A-6,S,E-H,G,"0,019","0,255","0,020",B,\,107,\,\,"11,3","14,1","1,75",C,B,-,4,2018
Compacto,MINI,Cooper,5P,1.5 - 12v,DCT-7,S,E-H,G,"0,007","0,119","0,025",A,\,105,\,\,"12,1","13,5","1,70",C,B,-,4,2018
Compacto,MINI,Cooper,S 5P,2.0 - 16v,DCT-7,S,E-H,G,"0,007","0,182","0,023",A,\,105,\,\,"11,6","14,3","1,71",C,B,-,4,2018
Compacto,MINI,Cooper,,1.5 - 12v,DCT-7,S,E-H,G,"0,008","0,130","0,024",A,\,106,\,\,"12,1","13,3","1,71",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY18),1.0MT LS / 1.0MT LT,1.0L - 8V,M-6,S,E,F,"0,031","0,482","0,008",B,0,95,"8,8","10,5","12,9","15,3","1,56",A,B,SIM,4,2018
Compacto,CHEVROLET,"ONIX JOY
(MY18)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"0,031","0,467","0,010",B,0,95,"8,8","10,6","12,9","15,3","1,55",A,B,SIM,4,2018
Compacto,CHEVROLET,ONIX (MY18),1.4MT LT / 1.4MT LTZ / 1.4MT EFF,1.4L - 8V,M-6,S,E,F,"0,020","0,477","0,027",B,0,98,"8,6","10,2","12,5","14,9","1,60",B,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY18),1.4AT LT / 1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"0,021","0,425","0,018",B,0,105,"7,9","9,6","11,7","13,9","1,73",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY18),1.4MT ACT,1.4L - 8V,M-6,S,E,F,"0,029","0,549","0,013",B,0,102,"8,3","9,4","12,4","13,8","1,68",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY18),1.4AT ACT,1.4L - 8V,A-6,S,E,F,"0,021","0,420","0,019",B,0,114,"7,7","8,6","11,2","12,6","1,85",D,C,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT ACT,1.4L - 8V,A-6,S,E,F,"0,019","0,505","0,019",B,0,114,"7,6","8,7","11,1","12,7","1,86",D,C,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT LTZ,1.4L - 8V,A-6,S,E,F,"0,025","0,593","0,028",B,0,106,"7,9","9,7","11,6","14,0","1,73",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT ACT,1.4L - 8V,M-6,S,E,F,"0,029","0,667","0,024",B,0,103,"8,3","9,4","12,2","13,7","1,69",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT EFF,1.4L - 8V,M-6,S,E,F,"0,017","0,554","0,015",B,0,99,"8,5","10,3","12,4","14,9","1,61",B,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.0MT LS,1.0L - 8V,M-6,S,E,F,"0,031","0,482","0,008",B,0,95,"8,8","10,5","12,9","15,3","1,56",A,B,SIM,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.0MT LT,1.0L - 8V,M-6,S,E,F,"0,031","0,482","0,008",B,0,95,"8,8","10,5","12,9","15,3","1,56",A,B,SIM,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT ADV,1.4L - 8V,A-6,S,E,F,"0,025","0,593","0,028",B,0,106,"7,9","9,7","11,6","14,0","1,73",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4AT LT,1.4L - 8V,A-6,S,E,F,"0,025","0,593","0,028",B,0,106,"7,9","9,7","11,6","14,0","1,73",C,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT LT,1.4L - 8V,M-6,S,E,F,"0,017","0,554","0,015",B,0,99,"8,5","10,3","12,4","14,9","1,61",B,B,-,4,2018
Compacto,CHEVROLET,ONIX (MY19),1.4MT LTZ,1.4L - 8V,M-6,S,E,F,"0,017","0,554","0,015",B,0,99,"8,5","10,3","12,4","14,9","1,61",B,B,-,4,2018
Compacto,CHEVROLET,"ONIX JOY
(MY19)",10MT JOYE,1.0L - 8V,M-6,S,E,F,"0,027","0,590","0,008",B,0,96,"8,7","10,5","12,8","15,2","1,57",A,B,SIM,4,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,5,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,5,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,5,2018
Compacto,FORD,KA (5 Portas),S / SE,1.0-12V,M-5,S,E,F,"0,020","0,471","0,013",B,0,91,"9,2","10,8","13,5","15,7","1,49",A,B,SIM,5,2018
Compacto,FORD,KA (5 Portas),SE Plus / SEL / Tecno,1.0-12V,M-5,S,E,F,"0,026","0,471","0,018",B,0,93,"9,3","10,7","13,2","15,3","1,51",A,B,SIM,5,2018
Compacto,FORD,KA (5 Portas),SE / SE Plus / SEL,1.5-16V,M-5,S,E,F,"0,019","0,502","0,018",B,0,106,"8,1","9,6","11,7","13,8","1,72",C,B,-,5,2018
Compacto,FORD,"New Fiesta
Hatch",SEL GTDI,1.0-12V,DCT-6,S,E,G,"0,015","0,120","0,019",A,\,101,\,\,"12,1","14,9","1,63",B,B,-,5,2018
Compacto,FORD,"New Fiesta
Hatch",SE / SEL,1.6-16V,M-5,S,E,F,"0,018","0,543","0,014",B,0,101,"8,2","10,0","12,0","14,6","1,66",B,B,-,5,2018
Compacto,FORD,"New Fiesta
Hatch",SE / SEL / Titanium,1.6-16V,DCT-6,S,E,F,"0,014","0,404","0,010",A,0,106,"7,8","10,3","11,2","14,9","1,72",C,B,-,5,2018
Compacto,FORD,KA hatch (2019),S / SE / SE Plus,1.0-12V,M-5,S,E,F,"0,024","0,614","0,025",B,0,92,"9,2","10,7","13,4","15,5","1,51",A,B,SIM,5,2018
Compacto,FORD,KA hatch (2019),SE / SE Plus,1.5-12V,M-5,S,E,F,"0,021","0,385","0,016",B,0,98,"8,4","10,3","12,5","15,0","1,61",B,B,-,5,2018
Compacto,FORD,KA hatch (2019),SE / SE Plus,1.5-12V,A-6,S,E,F,"0,028","0,446","0,029",B,0,109,"7,8","10,1","11,0","14,2","1,76",C,B,-,5,2018
Compacto,FORD,KA hatch (2019),Titanium,1.5-12V,A-6,S,E,F,"0,024","0,511","0,025",B,0,110,"7,6","10,1","10,9","14,0","1,78",D,B,-,5,2018
Compacto,Hyundai,HB20,Comfort / Plus / Style,1.0-12V,M-5,S,H,F,"0,014","0,309","0,011",A,0,101,"8,5","9,9","12,5","14,1","1,64",B,B,-,5,2018
Compacto,Hyundai,HB20,Plus / Style,1.6-16V,M-6,S,H,F,"0,017","0,500","0,019",B,0,107,"8,1","9,9","11,6","13,8","1,72",C,B,-,5,2018
Compacto,Hyundai,HB20,Plus / Style,1.6-16V,A-6,S,H,F,"0,020","0,286","0,020",B,0,121,"7,1","9,4","9,9","12,5","1,95",E,C,-,5,2018
Compacto,Hyundai,HB20,Plus / Style,"1.0-12V
Turbo",M-6,S,H,F,"0,010","0,311","0,016",A,0,105,"8,2","10,1","11,6","14,3","1,69",C,B,-,5,2018
,,,,,"Manual
(M)
Automática
(A)
Automática Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)",,"Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)","Poluentes
Redução
NMHC CO NOx Relativa
(g/km) (g/km) (g/km) ao
Limite",,,,Gás Efeito Estufa,,,,,,,,,,6,2018
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",Etanol,,"Gasolina
ou
Diesel
Cidade Estrada
(km/l) (km/l)",,,,,,6,2018
,,,,,,"Sim
(S)
Não
(N)",,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa
na
Categoria","Comparação
Absoluta
Geral",,6,2018
Médio,NISSAN,NEW VERSA,10 Conforto / 10 S,1.0 - 12V,M-5,S,E,F,"0,012","0,488","0,004",A,0,95,"8,8","10,5","12,9","15,3","1,55",B,B,-,6,2018
Médio,NISSAN,NEW VERSA,16 S / 16 SV / 16 SL,1.6 - 16V,M-5,S,E,F,"0,021","0,551","0,013",B,0,99,"8,4","10,0","12,6","14,4","1,63",B,B,-,6,2018
Médio,NISSAN,NEW VERSA,16 SV / 16 SL / 16 UNIQUE,1.6 - 16V,CVT,S,E,F,"0,022","0,367","0,025",B,0,106,"7,8","10,0","11,6","14,1","1,72",C,B,-,6,2018
Médio,VOLVO,V40,"CC T4 Kinetic / CC T4 Momentum /
T4 Ccountry",2.0 -16V,A-6,S,E,G,"0,009","0,048","0,012",A,\,119,\,\,"10,4","12,6","1,93",D,C,-,6,2018
Médio,VOLVO,V40,"2.0 T5 Comfort / 2.0 T5 Dynamic /
2.0 T5 Kinetic / 2.0 T5 Momentum /
2.0 T5 R-Design / 2.0 T5 Top",2.0-16V,A-8,S,E,G,"0,012","0,528","0,010",A,\,125,\,\,"9,7","12,5","2,04",D,C,-,6,2018
Médio,VOLVO,"V40 (aro 18"")","T4 Inscription / 2.0 T4 Kinetic /
2.0 T4 Momentum / T4 R-Design /
T4 Summum",2.0 - 16V,DCT-6,S,E,G,"0,006","0,077","0,020",A,\,127,\,\,"9,6","12,4","2,05",D,C,-,6,2018
