Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i MSP (MY25),3.0 - 24V,Híbrido,A-8,S,E,G,7,99,1,A,\,144,0,\,\,9.0,10.1,D,,2.33,\,B,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Hyundai,PALISADE,Signature,3.8-24V,Combustão,A-8,S,E,G,11,24,0,A,\,166,\,\,\,7.3,9.9,E,,2.69,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F RDYNSE,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,D,,2.61,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,JAGUAR,E-PACE,P250F RD HSE,2.0-16V,Combustão,A-9,S,E,F,15,412,2,A,0,163,\,5.4,7.0,7.5,10.0,D,,2.61,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,P550 SVR,5.0-32V,Combustão,A-8,S,E,G,17,203,2,A,\,214,\,\,\,5.6,8.4,E,,3.42,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RD SE,2.0-16V,Plug-in,A-8,S,E,G,13,66,0,A,\,164,51,\,\,7.9,9.0,B,,1.00,38,A,,SIM,10,2024,19.7,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,JAGUAR,F-PACE,PHEV RD SE (LC4133),2.0-16V,Plug-in,A-8,S,E,G,10,69,1,A,\,164,47,\,\,7.8,9.0,A,,0.94,39,A,,SIM,10,2024,20.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,Coupé,2.0-16V,Combustão,A-9,S,E,G,9,396,0,A,\,158,\,\,\,7.9,9.8,D,,2.57,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,Coupé,2.0-16V,Hibrido,A-9,S,E,G,30,146,1,A,\,128,\,\,\,9.6,11.9,D,,2.08,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,,2.0-16V,Hibrido,A-9,S,E,G,30,146,1,A,\,128,\,\,\,9.6,11.9,D,,2.08,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE400D 4M,,3.0-24V,Combustão,A-9,S,E,D,18,0,0,A,\,204,\,\,\,9.0,11.5,E,,2.72,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE400D 4M,Coupé,3.0-24V,Combustão,A-9,S,E,D,25,53,0,A,\,182,\,\,\,10.0,12.8,D,,2.43,\,B,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,,3.0-24V,Hibrido,A-9,S,E,D,9,57,0,A,\,165,\,\,\,11.0,13.6,D,,2.22,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLE450D 4M,Coupé,3.0-24V,Hibrido,A-9,S,E,D,9,57,0,A,\,165,\,\,\,11.0,13.6,D,,2.22,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mercedes-Benz,GLC300 4M,(L8),2.0-16V,Hibrido,A-9,S,E,G,33,146,1,A,\,128,\,\,\,9.5,11.6,D,,2.13,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,Mitsubishi,Eclipse Cross,HPE-S S-AWC,1.5T-16V,Combustão,CVT,S,E,G,27,192,0,A,\,119,\,\,\,10.7,12.0,C,,1.94,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S,4.0-32V,Combustão,A-8,S,E,G,24,87,2,A,\,204,\,\,\,6.1,7.9,E,,3.32,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S CP,4.0-32V,Combustão,A-8,S,E,G,24,87,2,A,\,204,\,\,\,6.1,7.9,E,,3.32,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,GT COUPE,4.0-32V,Combustão,A-8,S,E,G,31,98,3,A,\,211,\,\,\,5.8,7.9,E,,3.44,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,S PHEV,3.0-24V,Plug-in,A-8,S,E,G,5,49,1,A,\,30,2,\,\,7.8,8.4,B,,0.99,56,A,,SIM,10,2024,20.6,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,SCPHEV,3.0-24V,Plug-in,A-8,S,E,G,5,49,1,A,\,30,2,\,\,7.8,8.4,B,,0.99,56,A,,SIM,10,2024,20.6,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,T PHEV,4.0-32V,Plug-in,A-8,S,E,G,3,69,0,A,\,34,0,\,\,7.1,7.9,B,,1.04,55,A,,SIM,10,2024,19.7,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,CAYENNE,TCPHEV,4.0-32V,Plug-in,A-8,S,E,G,3,69,0,A,\,34,0,\,\,7.1,7.9,B,,1.04,55,A,,SIM,10,2024,19.7,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,"CAYENNE ( Produção
Semana 18+/24 )",PHEV,3.0-24V,Plug-in,A-8,S,E,G,9,86,1,A,\,35,0,\,\,7.7,8.1,B,,1.04,52,A,,SIM,10,2024,20.2,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,PORSCHE,"CAYENNE ( Produção
Semana 18+/24 )",CP PHE,3.0-24V,Plug-in,A-8,S,E,G,9,86,1,A,\,35,0,\,\,7.7,8.1,B,,1.04,52,A,,SIM,10,2024,20.2,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,SUBARU,FORESTER,S MHEV,"2,0T - 16V",Híbrido,A,S,E,G,27,61,1,A,\,111,\,\,\,12.0,12.2,C,,1.79,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,SUBARU,XV,S MHEV,"2,0T - 16V",Híbrido,A,S,E,G,14,59,0,A,\,109,\,\,\,12.1,12.3,C,,1.77,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC40,RECHARGE PE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.62,348,A,,-,10,2024,33.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.62,348,A,,-,10,2024,33.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.62,348,A,,-,10,2024,33.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC40,8 ULTIMATE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.62,348,A,,-,10,2024,33.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC40,P8 RECHARGE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.62,348,A,,-,10,2024,33.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.59,393,A,,-,10,2024,35.7,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.59,393,A,,-,10,2024,35.7,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,8 ULTRA,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.59,393,A,,-,10,2024,35.7,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,EX40,PERF BLACK,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,A,,0.59,393,A,,-,10,2024,35.7,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,3,19,0,A,\,23,0,\,\,11.1,11.2,A,,0.74,55,A,,SIM,10,2024,28.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),INSC EXPRESS,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 CORE,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 INSCRIPT,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 MOMENTUM,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 PLUS,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 POLESTAR,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 R-DESIGN,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 ULT DARK,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 ULTIMATE,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC60 (MY25),T8 ULTRA,2.0-16V,Plug-in,A,S,E,G,0,57,1,A,\,32,0,\,\,9.5,9.4,A,,0.86,48,A,,SIM,10,2024,24.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,INSC EXPRES,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,A,,0.85,50,A,,SIM,10,2024,24.2,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 EXCELLEN,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,A,,0.85,50,A,,SIM,10,2024,24.2,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,IT8 INSCRIPT,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,A,,0.85,50,A,,SIM,10,2024,24.2,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 MOMENTUM,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,A,,0.85,50,A,,SIM,10,2024,24.2,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 POLESTAR,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 R-DESIGN,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULT DARK,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 ULTIMATE,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 PLUS,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90,T8 CORE,2.0-16V,Plug-in,A-8,S,E,G,3,31,0,A,\,28,0,\,\,10.3,10.3,24.2,23.3,0.85,50,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),INSC EXPRESS,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 CORE,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 EXCELLEN,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 INSCRIPT,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 MOMENTUM,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 PLUS,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 POLESTAR,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 R-DESIGN,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 ULT DARK,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 ULTIMATE,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,VOLVO,XC90 (MY25),T8 ULTRA,2.0-16V,Plug-in,A,S,E,G,2,58,1,A,\,34,2,\,\,9.4,9.3,24.1,21.9,0.88,47,A,A,SIM,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,ZEEKR,X,Flagship,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,36.6,32.2,0.59,304,A,A,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4,1.3-16V T,Combustão,A-9,S,E,F,47,337,6,B,0,139,\,6.4,7.6,9.0,10.8,\,\,2.24,\,D,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,JEEP,RENEGADE,TH T2704X4,1.3-16V T,Combustão,A-9,S,E,F,47,337,6,B,0,139,\,6.4,7.6,9.0,10.8,\,\,2.24,\,D,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T,1.3-16V T,Combustão,A-9,S,E,F,47,337,6,B,0,139,\,6.4,7.6,9.0,10.8,\,\,2.24,\,D,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,JEEP,RENEGADE,TRAIL 4x4,1.3-16V T,Combustão,A-9,S,E,F,47,337,6,B,0,139,\,6.4,7.6,9.0,10.8,\,\,2.24,\,D,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,JEEP,RENEGADE,WILLYS 4x4,1.3-16V T,Combustão,A-9,S,E,F,49,404,6,B,0,145,\,6.2,7.2,8.9,10.0,\,\,2.32,\,D,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25,170,1,A,\,125,\,\,\,10.6,10.8,\,\,2.04,\,B,C,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 SPORT ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25,170,1,A,\,125,\,\,\,10.6,10.8,\,\,2.04,\,B,C,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,29,179,2,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 STYLE ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,30,168,0,A,\,134,\,\,\,10.1,9.7,\,\,2.19,\,C,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 EXPEDITION ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,28,209,1,A,\,145,\,\,\,9.5,9.1,\,\,2.35,\,E,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU PLUS ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25,170,1,A,\,125,\,\,\,10.6,10.8,\,\,2.04,\,B,C,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,Combustão,A-6,S,E,D,252,41,0,B,\,224,\,\,\,8.2,10.3,\,\,3.03,\,D,E,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,Combustão,A-6,S,E,D,252,41,0,B,\,224,\,\,\,8.2,10.3,\,\,3.03,\,D,E,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A (MY25.5),2.8 - 16V,Combustão,A-8,S,E,D,230,24,ND,B,\,192,\,\,\,9.5,11.6,\,\,2.60,\,C,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,HC D4A (MY25.5),2.8 - 16V,Combustão,A-8,S,E,D,230,24,ND,B,\,192,\,\,\,9.5,11.6,\,\,2.60,\,C,D,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,HC D4A (MY25),2.8 - 16V,Combustão,A-8,S,E,D,202,26,ND,B,\,199,\,\,\,9.2,11.2,\,\,2.70,\,C,E,-,11,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
