Categoria,Marca,Modelo,Versão,Motor,"Tipo de
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3,Prestige,2.0 - 16V,Combustão,A-8,S,E,G,10,96,0,A,\,154,\,\,\,8.0,10.3,\,\,2.50,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3,Performance,2.0 - 16V,Combustão,A-8,S,E,G,10,96,0,A,\,154,\,\,\,8.0,10.3,\,\,2.50,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3,Performance Black,2.0 - 16V,Combustão,A-8,S,E,G,10,96,0,A,\,154,\,\,\,8.0,10.3,\,\,2.50,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3,Anniversary Edition,2.0 - 16V,Combustão,A-8,S,E,G,10,96,0,A,\,154,\,\,\,8.0,10.3,\,\,2.50,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3 Sportback,Performance,2.0 - 16V,Combustão,A-8,S,E,G,9,125,0,A,\,155,\,\,\,8.0,10.1,\,\,2.52,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3 Sportback,Performance Black,2.0 - 16V,Combustão,A-8,S,E,G,9,125,0,A,\,155,\,\,\,8.0,10.1,\,\,2.52,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,AUDI,Q3 Sportback,Anniversary Edition,2.0 - 16V,Combustão,A-8,S,E,G,9,125,0,A,\,155,\,\,\,8.0,10.1,\,\,2.52,\,E,D,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BMW,X1,sDrive 18i GP,1.5 - 12V,Combustão,A-7,S,E,G,16,293,1,A,\,109,\,\,\,11.4,13.5,\,\,1.77,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BMW,X1,sDrive 20i X Line,2.0 - 16V,Combustão,A-7,S,E,G,12,188,0,A,\,115,\,\,\,10.8,13.0,\,\,1.86,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BMW,X1,sDrive 20i M Sport,2.0 - 16V,Combustão,A-7,S,E,G,10,146,1,A,\,113,\,\,\,10.9,13.3,\,\,1.83,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BMW,X1,sDrive 20i GP,2.0 - 16V,Combustão,A-7,S,E,G,12,188,0,A,\,115,\,\,\,10.8,13.0,\,\,1.86,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BMW,X2,xDrive20i,2.0 - 16V,Combustão,A-7,S,E,G,22,333,1,A,\,123,\,\,\,9.9,12.6,\,\,1.99,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BMW,X2,xDrive20i (MY25),2.0 - 16V,Combustão,A-7,S,E,G,10,200,1,A,\,122,\,\,\,10.0,12.7,\,\,1.98,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BYD,TAN,AWD GS 680EV,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,0,\,\,\,\,\,27.7,23.3,0.79,309,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BYD,YUAN PLUS,GL310 EV,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,0,\,\,\,\,\,39.8,33.1,0.56,294,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BYD,YUAN PLUS,GS310 EV,Elétrico,Elétrico,N.A.,S,E,E,0,0,0,A,\,0,\,\,\,\,\,39.8,33.1,0.56,294,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BYD,SONG PLUS (MY25),GS DM,1.5-16V,Plug-in,CVT,S,E,G,15,65,1,A,\,14,0,\,\,14.9,12.1,39.1,30.8,0.58,68,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,BYD,SONG PLUS,GS DM,1.5-16V,Plug-in,CVT,S,E,G,22,165,0,A,\,40,0,\,\,15.1,13.2,35.6,27.2,0.65,28,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,PHEV,1.5T -16V,Plug-in,DHT,S,E,G,36,0,0,A,\,22,23,\,\,11.0,10.9,32.7,27.8,0.67,54,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,TGDI,1.6T - 16V,Combustão,DCT-7,S,E,G,32,524,4,B,\,123,\,\,\,10.1,12.0,\,\,2.01,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO,1.6T-16V,Combustão,DCT-7,S,E,G,22,318,3,B,\,126,\,\,\,9.9,11.7,\,\,2.05,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,63,349,2,C,0,120,\,8.1,8.5,11.1,11.2,\,\,1.89,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,SPORT,1.5T -16V,Combustão,CVT,S,E,F,63,349,2,C,0,120,\,8.1,8.5,11.1,11.2,\,\,1.89,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,47,287,1,B,0,116,\,8.5,8.6,11.6,11.4,\,\,1.82,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,HA,1.5T -16V,Híbrido,CVT,S,E,F,47,287,1,B,0,116,\,8.5,8.6,11.6,11.4,\,\,1.82,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,DONFENG,SERES 3,ELEG,Elétrico,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,0,\,\,\,\,\,37.0,34.7,0.57,206,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PREM HEV,1.5-16V,Híbrido,DHT - 2,S,E,G,21,290,1,A,\,102,\,\,\,13.8,12.0,\,\,1.65,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV,1.5-16V,Híbrido,DHT - 2,S,E,G,21,290,1,A,\,102,\,\,\,13.8,12.0,\,\,1.65,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PREM PHEV,1.5-16V,Plug-in,DHT - 2,S,E,G,21,16,1,A,\,120,9,\,\,11.7,10.4,28.7,25.3,0.75,113,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV,1.5-16V,Plug-in,DHT - 2,S,E,G,21,16,1,A,\,120,9,\,\,11.7,10.4,28.7,25.3,0.75,113,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HAVAL H6 PHEV 19,1.5-16V,Plug-in,DHT - 2,S,E,G,37,40,1,A,\,81,13,\,\,13.6,12.3,36.2,31.1,0.60,74,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV (L8),1.5-16V,Híbrido,DHT - 2,S,E,G,35,462,1,B,\,100,\,\,\,14.4,11.8,\,\,1.62,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV (L8),1.5-16V,Plug-in,DHT - 2,S,E,G,20,10,1,A,\,114,6,\,\,12.7,10.5,31.5,25.1,0.72,123,A,A,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,HONDA,CR-V HYBRID,TOURING,2.0 - 16V,Híbrido,CVT,S,E,G,15,76,0,A,\,102,\,\,\,14.2,11.6,\,\,1.66,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMPASS,SERIE S TF,1.3-16V T,Combustão,A-6,S,E,F,36,411,3,B,0,123,\,7.2,8.7,10.1,12.0,\,\,1.97,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMPASS,LIMITED TF,1.3-16V T,Combustão,A-6,S,E,F,36,411,3,B,0,123,\,7.2,8.7,10.1,12.0,\,\,1.97,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMPASS,LONG TF,1.3-16V T,Combustão,A-6,S,E,F,36,411,3,B,0,123,\,7.2,8.7,10.1,12.0,\,\,1.97,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMPASS,SPORT TF,1.3-16V T,Combustão,A-6,S,E,F,36,411,3,B,0,123,\,7.2,8.7,10.1,12.0,\,\,1.97,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMMANDER,OVR T270,1.3-16V T,Combustão,A-6,S,E,F,35,285,4,B,0,128,\,7.0,8.2,10.0,11.4,\,\,2.05,\,C,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LIM T270,1.3-16V T,Combustão,A-6,S,E,F,35,285,4,B,0,128,\,7.0,8.2,10.0,11.4,\,\,2.05,\,C,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LONGITUDE,1.3-16V T,Combustão,A-6,S,E,F,35,285,4,B,0,128,\,7.0,8.2,10.0,11.4,\,\,2.05,\,C,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,JEEP,COMMANDER,T270,1.3-16V T,Combustão,A-6,S,E,F,35,285,4,B,0,128,\,7.0,8.2,10.0,11.4,\,\,2.05,\,C,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EX,1.6 - 16V,Híbrido,DCT-7,S,E,G,21,158,1,A,\,114,\,\,\,11.5,12.1,\,\,1.84,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV LX,1.6 - 16V,Híbrido,DCT-7,S,E,G,21,158,1,A,\,114,\,\,\,11.5,12.1,\,\,1.84,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV SX,1.6 - 16V,Híbrido,DCT-7,S,E,G,21,158,1,A,\,114,\,\,\,11.5,12.1,\,\,1.84,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV GT,1.6 - 16V,Híbrido,DCT-7,S,E,G,21,158,1,A,\,114,\,\,\,11.5,12.1,\,\,1.84,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EXP,1.6 - 16V,Híbrido,DCT-7,S,E,G,21,158,1,A,\,114,\,\,\,11.5,12.1,\,\,1.84,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,KIA,EV9 GTL,EV9 GTL 4WD,ELÉTRICO,Elétrico,A-1,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,35.2,27.2,0.65,434,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,LEXUS,NX350H,LUXURY,2.5 - 16V,Híbrido,CVT,S,E,G,13,59,1,A,\,92,\,\,\,15.3,12.9,\,\,1.50,\,A,B,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,LEXUS,NX350H,DYNAMIC,2.5 - 16V,Híbrido,CVT,S,E,G,13,59,1,A,\,92,\,\,\,15.3,12.9,\,\,1.50,\,A,B,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,LEXUS,NX350H,F-SPORT,2.5 - 16V,Híbrido,CVT,S,E,G,13,59,1,A,\,92,\,\,\,15.3,12.9,\,\,1.50,\,A,B,SIM,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,MASERATI,LEVANTE,MHEV,"2,0L-16V",Híbrido,A-8,S,E,G,24,292,1,A,\,171,\,\,\,7.2,9.4,\,\,2.77,\,E,E,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,GLS,1.5T-16V,Combustão,CVT,S,E,G,27,175,0,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE,1.5T-16V,Combustão,CVT,S,E,G,27,175,0,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE-S,1.5T-16V,Combustão,CVT,S,E,G,27,175,0,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,RUSH,1.5T-16V,Combustão,CVT,S,E,G,27,175,0,A,\,118,\,\,\,10.9,11.9,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,PEUGEOT,3008,GT LINE,1.6-16V T,Combustão,A-6,S,E,G,37,152,1,A,\,126,\,\,\,9.9,11.9,\,\,2.04,\,C,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,PEUGEOT,3008,GRIFFE AT,1.6-16V T,Combustão,A-6,S,E,G,37,152,1,A,\,126,\,\,\,9.9,11.9,\,\,2.04,\,C,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Captur,Zen,1.3 - 16V,Combustão,CVT,S,E-H,F,33,63,4,B,0,120,\,7.7,8.2,10.9,11.6,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Captur,Intense,1.3 - 16V,Combustão,CVT,S,E-H,F,33,63,4,B,0,120,\,7.7,8.2,10.9,11.6,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Captur,Iconic,1.3 - 16V,Combustão,CVT,S,E-H,F,33,63,4,B,0,120,\,7.7,8.2,10.9,11.6,\,\,1.92,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Life,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,7.2,8.1,10.5,11.5,\,\,1.99,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Zen,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,7.2,8.1,10.5,11.5,\,\,1.99,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Intense,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,7.2,8.1,10.5,11.5,\,\,1.99,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Iconic,1.6 - 16V,Combustão,CVT,S,E-H,F,51,317,1,B,0,123,\,7.2,8.1,10.5,11.5,\,\,1.99,\,B,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Zen16,1.6 - 16V,Combustão,M-5,S,E,F,49,299,5,B,0,112,\,8.1,8.5,11.6,12.3,\,\,1.81,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Intense16,1.6 - 16V,Combustão,M-5,S,E,F,49,299,5,B,0,112,\,8.1,8.5,11.6,12.3,\,\,1.81,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,Renault,Duster,Iconic,1.3 - 16V,Combustão,CVT,S,E-H,F,32,142,2,B,0,121,\,7.7,8.4,10.8,11.5,\,\,1.93,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,XC40,P6 RECHARGE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,42.8,36.0,0.51,367,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,XC40,6 ULTIMATE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,42.8,36.0,0.51,367,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,XC40,6 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,42.8,36.0,0.51,367,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,XC40,6 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,42.8,36.0,0.51,367,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,EX40,6 CORE,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,39.4,34.3,0.55,364,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,EX40,6 PLUS,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,39.4,34.3,0.55,364,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VOLVO,EX40,6 ULTRA,Elétrico,Elétrico,A,S,E,E,ND,0,0,A,\,0,\,\,\,\,\,39.4,34.3,0.55,364,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VW,TAOS,COMFORTLINE 250TSI AUTOMÁTICO,1.4-16V,Combustão,A - 6,S,E,F,34,110,3,A,0,113,\,7.6,9.1,11.1,13.1,\,\,1.83,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,VW,TAOS,HIGHLINE 250TSI AUTOMÁTICO,1.4-16V,Combustão,A - 6,S,E,F,34,110,3,A,0,113,\,7.6,9.1,11.1,13.1,\,\,1.83,\,A,C,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande,ZEEKR,X,Premium,Elétrico,Elétrico,A,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,39.5,34.7,0.55,332,A,A,-,9,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,10,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,,,,,,,,10,2024,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Comparação
Absoluta
Geral",,,,"Comparação
Relativa
na Categoria",,,10,2024,"Cidade
(km/l e)","Estrada
(km/l e)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive 30i,2.0 - 16V,Combustão,A-8,S,E,G,9,49,2,A,\,138,\,\,\,9.0,11.0,D,,2.24,\,B,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X4,xDrive 30i,2.0 - 16V,Combustão,A-8,S,E,G,9,49,2,A,\,138,\,\,\,9.0,11.0,D,,2.24,\,B,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive 40i,3.0 - 24V,Combustão,A-8,S,E,G,23,83,2,A,\,163,\,\,\,7.8,9.2,E,,2.64,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X3,xDrive 30e,2.0 - 16V,Plug-in,A-8,S,E,G,4,103,0,A,\,157,61,\,\,8.1,9.6,B,,1.02,31,A,,SIM,10,2024,18.8,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive45e,3.0 - 24V,Plug-in,A-8,S,E,G,4,19,1,A,\,170,31,\,\,7.6,8.7,B,,1.03,54,A,,SIM,10,2024,18.8,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X3,M40i,3.0 - 24V,Combustão,A-8,S,E,G,20,90,1,A,\,162,\,\,\,7.8,9.5,D,,2.62,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X3,M40i,3.0 - 24V,Combustão,A-8,S,E,G,20,90,1,A,\,162,\,\,\,7.8,9.5,D,,2.62,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X4,M40i,3.0 - 24V,Combustão,A-8,S,E,G,20,87,1,A,\,161,\,\,\,7.8,9.6,D,,2.61,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X4,M40i,3.0 - 24V,Combustão,A-8,S,E,G,20,87,1,A,\,161,\,\,\,7.8,9.6,D,,2.61,\,C,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X6,M COMPETITION,4.4 - 32V,Combustão,A-8,S,E,G,18,80,1,A,\,215,\,\,\,5.9,7.3,E,,3.49,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X6,M COMPETITION,4.4 - 32V,Híbrido,A-8,S,E,G,20,144,1,A,\,218,\,\,\,5.7,7.4,E,,3.53,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X6,xDrive40i,3.0 - 24V,Híbrido,A-8,S,E,G,10,40,1,A,\,146,\,\,\,9.0,9.7,D,,2.36,\,B,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP,3.0 - 24V,Plug-in,A-8,S,E,G,9,8,0,A,\,148,16,\,\,9.1,9.3,A,,0.91,78,A,,SIM,10,2024,21.9,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE,3.0 - 24V,Plug-in,A-8,S,E,G,9,8,0,A,\,148,16,\,\,9.1,9.3,A,,0.91,78,A,,SIM,10,2024,21.9,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X7,M60i xDrive,4.4 - 32V,Híbrido,A-8,S,E,G,17,112,1,A,\,200,\,\,\,6.3,7.7,E,,3.24,\,E,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X3,M50i,3.0 - 24V,Híbrido,A-8,S,E,G,8,146,1,A,\,133,0,\,\,9.6,10.9,D,,2.16,\,A,,-,10,2024,\,\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e MSP (MY25),3.0 - 24V,Plug-in,A-8,S,E,G,8,21,0,A,\,143,16,\,\,9.2,9.9,A,,0.88,76,A,,SIM,10,2024,22.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitário Esportivo Grande 4x4,BMW,X5,xDrive50e XLINE (MY25),3.0 - 24V,Plug-in,A-8,S,E,G,8,21,0,A,\,143,16,\,\,9.2,9.9,A,,0.88,76,A,,SIM,10,2024,22.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
