Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Propulsão
Combustão
Híbrido
Plug-in
Extra Grande,ZEEKR,001,Flagship,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,34.1,30.1,0.63,426,A,A,-,4,2025,A,,
Extra Grande,ZEEKR,001,Premium,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,34.1,30.1,0.63,426,A,A,-,4,2025,A,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,5,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,5,2025,,,
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,5,2025,,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,,S,E,F,30,166,1,A,0,115,\,8.1,8.5,11.4,11.8,\,\,1.85,\,C,C,-,5,2025,CVT,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO,1.5T -16V,Combustão,,S,E,F,39,167,1,B,0,124,\,6.5,8.4,10.0,12.1,\,\,2.06,\,D,C,-,5,2025,CVT,,
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,SPORT,1.5T -16V,Combustão,,S,E,F,39,167,1,B,0,124,\,6.5,8.4,10.0,12.1,\,\,2.06,\,D,C,-,5,2025,CVT,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,LT,1.0T - 12V,Combustão,,S,E,F,17,172,3,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,LT,1.0T - 12V,Combustão,,S,E,F,17,172,3,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,MID,1.0T - 12V,Combustão,,S,E,F,17,172,3,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,AT,1.0T - 12V,Combustão,,S,E,F,17,172,3,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,LTZ,1.0T - 12V,Combustão,,S,E,F,17,172,3,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,LTZ,1.0T - 12V,Combustão,,S,E,F,17,172,3,A,0,107,\,8.0,9.8,11.6,13.7,\,\,1.73,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,RS,1.2T - 12V,Combustão,,S,E,F,24,143,4,A,0,108,\,7.7,10.0,11.2,14.1,\,\,1.76,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,RS,1.2T - 12V,Combustão,,S,E,F,24,143,4,A,0,108,\,7.7,10.0,11.2,14.1,\,\,1.76,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,PREMIER,1.2T - 12V,Combustão,,S,E,F,24,143,4,A,0,108,\,7.7,10.0,11.2,14.1,\,\,1.76,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,PREMIER,1.2T - 12V,Combustão,,S,E,F,24,143,4,A,0,108,\,7.7,10.0,11.2,14.1,\,\,1.76,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,CITROEN,BASALT,T200 1ST,1.0T-12V,Combustão,,S,E,F,39,403,6,B,0,104,\,8.4,9.6,12.1,13.7,\,\,1.69,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,BASALT,FEEL 1.0,1.0-6V,Combustão,,S,E,F,39,437,5,C,0,97,\,9.2,10.1,13.2,14.3,\,\,1.56,\,A,C,-,5,2025,M-5,,
Utilitário Esportivo Compacto,CITROEN,BASALT,SHINE T200,1.0T-12V,Combustão,,S,E,F,39,403,6,B,0,104,\,8.4,9.6,12.1,13.7,\,\,1.69,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,BASALT,FEEL T200,1.0T-12V,Combustão,,S,E,F,39,403,6,B,0,104,\,8.4,9.6,12.1,13.7,\,\,1.69,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3,FEEL 1.0,1.0-6V,Combustão,,S,E,F,39,441,3,B,0,96,\,9.3,10.3,13.2,14.5,\,\,1.54,\,A,C,-,5,2025,M-5,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE 1.0,1.0-6V,Combustão,,S,E,F,39,441,3,B,0,96,\,9.3,10.3,13.2,14.5,\,\,1.54,\,A,C,-,5,2025,M-5,,
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PK 1.0,1.0-6V,Combustão,,S,E,F,39,441,3,B,0,96,\,9.3,10.3,13.2,14.5,\,\,1.54,\,A,C,-,5,2025,M-5,,
Utilitário Esportivo Compacto,CITROEN,C3,YOU 1.0T CVT,1.0T-12V,Combustão,,S,E,F,40,552,6,C,0,110,\,8.1,8.9,11.5,12.9,\,\,1.78,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL,1.0T-12V,Combustão,,S,E,F,35,423,2,B,0,111,\,7.9,9.1,11.2,13.0,\,\,1.80,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL 7,1.0T-12V,Combustão,,S,E,F,35,423,2,B,0,111,\,7.9,9.1,11.2,13.0,\,\,1.80,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL PK,1.0T-12V,Combustão,,S,E,F,35,423,2,B,0,111,\,7.9,9.1,11.2,13.0,\,\,1.80,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FLPK7,1.0T-12V,Combustão,,S,E,F,35,423,2,B,0,111,\,7.9,9.1,11.2,13.0,\,\,1.80,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,SH,1.0T-12V,Combustão,,S,E,F,35,423,2,B,0,111,\,7.9,9.1,11.2,13.0,\,\,1.80,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,SH 7,1.0T-12V,Combustão,,S,E,F,35,423,2,B,0,111,\,7.9,9.1,11.2,13.0,\,\,1.80,\,C,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3AT,1.3-8V,Combustão,,S,E,F,37,297,4,B,0,99,\,9.0,10.3,12.8,14.3,\,\,1.58,\,A,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,AUDACE HYB,1.0T-12V,Híbrido,,S,E,F,40,221,6,B,0,100,\,8.9,9.8,12.6,13.9,\,\,1.62,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,IMPETUS HY,1.0T-12V,Híbrido,,S,E,F,40,221,6,B,0,100,\,8.9,9.8,12.6,13.9,\,\,1.62,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,ABARTH 270,1.3T-16V,Combustão,,S,E,F,28,209,5,B,0,115,\,7.3,9.1,10.8,12.9,\,\,1.88,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,FIAT,FASTBACK,LIMITED ED,1.3T-16V,Combustão,,S,E,F,32,174,6,B,0,110,\,7.8,9.8,11.3,13.6,\,\,1.76,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,FIAT,PULSE,AUDACE HYB,1.0T-12V,Híbrido,,S,E,F,42,312,6,B,0,95,\,9.3,10.2,13.4,14.4,\,\,1.54,\,A,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,PULSE,IMPETUS HYB,1.0T-12V,Híbrido,,S,E,F,42,312,6,B,0,95,\,9.3,10.2,13.4,14.4,\,\,1.54,\,A,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE AT,1.3-8V,Combustão,,S,E,F,46,315,5,C,0,97,\,8.9,10.5,13.0,14.7,\,\,1.56,\,A,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE TF 200,1.0T-12V,Combustão,,S,E,F,32,145,5,B,0,101,\,8.6,10.0,12.3,14.4,\,\,1.63,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,FIAT,PULSE,ABARTH 270,1.3T-16V,Combustão,,S,E,F,27,141,5,B,0,120,\,7.2,8.8,10.5,12.2,\,\,1.94,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Comfort,1.0-12V T,Combustão,,S,E,F,25,110,2,A,0,108,\,8.4,9.0,12.0,12.7,\,\,1.74,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Limited,1.0-12V T,Combustão,,S,E,F,25,110,2,A,0,108,\,8.4,9.0,12.0,12.7,\,\,1.74,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Platinum,1.0-12V T,Combustão,,S,E,F,25,110,2,A,0,108,\,8.4,9.0,12.0,12.7,\,\,1.74,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line,1.0-12V T,Combustão,,S,E,F,25,110,2,A,0,108,\,8.4,9.0,12.0,12.7,\,\,1.74,\,B,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,Hyundai,CRETA,Ultimate,1.6-16V T,Combustão,,S,E,G,36,404,1,B,\,106,\,\,\,11.9,13.5,\,\,1.72,\,B,C,-,5,2025,DCT-7,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,SPT T270,1.3T-16V,Combustão,,S,E,F,35,172,6,B,0,115,\,7.8,8.9,11.1,12.4,\,\,1.84,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,LGTD T270,1.3T-16V,Combustão,,S,E,F,35,172,6,B,0,115,\,7.8,8.9,11.1,12.4,\,\,1.84,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 TURBO,1.3T-16V,Combustão,,S,E,F,35,172,6,B,0,115,\,7.8,8.9,11.1,12.4,\,\,1.84,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,SAHARA,1.3T-16V,Combustão,,S,E,F,35,172,6,B,0,115,\,7.8,8.9,11.1,12.4,\,\,1.84,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 T FLEX,1.3T-16V,Combustão,,S,E,F,35,172,6,B,0,115,\,7.8,8.9,11.1,12.4,\,\,1.84,\,C,C,-,5,2025,A-6,,
Utilitário Esportivo Compacto,Nissan,Kicks Play,SENSE,1.6-16V,Combustão,,S,E,F,25,145,1,A,0,107,\,7.8,9.4,11.3,13.7,\,\,1.77,\,C,C,-,5,2025,CVT,,
Utilitário Esportivo Compacto,Nissan,Kicks Play,ADV,1.6-16V,Combustão,,S,E,F,25,145,1,A,0,107,\,7.8,9.4,11.3,13.7,\,\,1.77,\,C,C,-,5,2025,CVT,,
Utilitário Esportivo Compacto,Nissan,Kicks Play,ACTIVE,1.6-16V,Combustão,,S,E,F,25,145,1,A,0,107,\,7.8,9.4,11.3,13.7,\,\,1.77,\,C,C,-,5,2025,CVT,,
Utilitário Esportivo Compacto,PEUGEOT,2008,GT T200,1.0T-12V,Combustão,,S,E,F,33,511,5,B,0,103,\,8.5,9.8,12.0,14.1,\,\,1.66,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,PEUGEOT,2008,ACT T200,1.0T-12V,Combustão,,S,E,F,33,511,5,B,0,103,\,8.5,9.8,12.0,14.1,\,\,1.66,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLU T200,1.0T-12V,Combustão,,S,E,F,33,511,5,B,0,103,\,8.5,9.8,12.0,14.1,\,\,1.66,\,B,C,-,5,2025,CVT-7,,
Utilitário Esportivo Compacto,Renault,KWID,ZEN,1.0-12V,Combustão,,S,E-H,F,49,362,2,B,0,87,\,10.4,10.8,14.6,15.5,\,\,1.40,\,A,B,SIM,5,2025,M-5,,
Utilitário Esportivo Compacto,Renault,KWID,INTENSE,1.0-12V,Combustão,,S,E-H,F,49,362,2,B,0,87,\,10.4,10.8,14.6,15.5,\,\,1.40,\,A,B,SIM,5,2025,M-5,,
Utilitário Esportivo Compacto,Renault,KWID,OUTSIDER,1.0-12V,Combustão,,S,E-H,F,49,362,2,B,0,87,\,10.4,10.8,14.6,15.5,\,\,1.40,\,A,B,SIM,5,2025,M-5,,
Utilitário Esportivo Compacto,Renault,KWID,INTENSE BITON,1.0-12V,Combustão,,S,E-H,F,49,362,2,B,0,87,\,10.4,10.8,14.6,15.5,\,\,1.40,\,A,B,SIM,5,2025,M-5,,
Utilitário Esportivo Compacto,Renault,KWID,ICONIC 2,1.0-12V,Combustão,,S,E-H,F,49,362,2,B,0,87,\,10.4,10.8,14.6,15.5,\,\,1.40,\,A,B,SIM,5,2025,M-5,,
Utilitário Esportivo Compacto,Renault,KARDIAN,PREM AT,1.0 12V,Combustão,,S,E,F,48,246,3,B,0,102,\,8.8,9.8,12.2,13.8,\,\,1.64,\,B,C,-,5,2025,DCT,,
Utilitário Esportivo Compacto,Renault,KARDIAN,TECH AT,1.0 12V,Combustão,,S,E,F,48,246,3,B,0,102,\,8.8,9.8,12.2,13.8,\,\,1.64,\,B,C,-,5,2025,DCT,,
Utilitário Esportivo Compacto,Renault,KARDIAN,EVO AT,1.0 12V,Combustão,,S,E,F,48,246,3,B,0,102,\,8.8,9.8,12.2,13.8,\,\,1.64,\,B,C,-,5,2025,DCT,,
Utilitário Esportivo Compacto,Renault,KARDIAN,EVO MT,1.0 12V,Combustão,,S,E,F,41,315,3,B,0,100,\,8.6,10.2,12.4,14.8,\,\,1.61,\,B,C,-,5,2025,M-6,,
Utilitário Esportivo Compacto,VW,T CROSS,"HIGHLINE 250TSI
AUTOMÁTICO",1.4 - 16V,Combustão,,S,E,F,18,73,1,A,0,105,\,8.2,9.9,11.8,14.2,\,\,1.69,\,B,C,-,5,2025,A - 6,,
Utilitário Esportivo Compacto,VW,T CROSS,"COMFORTLINE 200TSI
AUTOMATICO",1.0-12V,Combustão,,S,E,F,21,95,2,A,0,102,\,8.5,10.2,12.1,14.5,\,\,1.64,\,B,C,-,5,2025,A - 6,,
Utilitário Esportivo Compacto,VW,T CROSS,200TSI AUTOMATICO,1.0-12V,Combustão,,S,E,F,21,95,2,A,0,102,\,8.5,10.2,12.1,14.5,\,\,1.64,\,B,C,-,5,2025,A - 6,,
Utilitário Esportivo Compacto,VW,T CROSS,"SENSE 200TSI
AUTOMATICO",1.0-12V,Combustão,,S,E,F,21,95,2,A,0,102,\,8.5,10.2,12.1,14.5,\,\,1.64,\,B,C,-,5,2025,A - 6,,
Utilitário Esportivo Compacto,VW,NIVUS,"HIGHLINE 200TSI
AUTOMÁTICO",1.0-12V,Combustão,,S,E,F,20,93,1,A,0,99,\,8.6,10.3,12.4,14.8,\,\,1.61,\,B,C,-,5,2025,A - 6,,
Utilitário Esportivo Compacto,VW,NIVUS,"COMFORTLINE 200TSI
AUTOMÁTICO",1.0-12V,Combustão,,S,E,F,20,93,1,A,0,99,\,8.6,10.3,12.4,14.8,\,\,1.61,\,B,C,-,5,2025,A - 6,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,6,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,6,2025,,,
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,6,2025,,,
Utilitário Esportivo Grande,BMW,X2,xDrive20i MSP,2.0 - 16V,Combustão,,S,E,G,10,200,1,A,\,122,\,\,\,10.0,12.7,\,\,1.98,\,C,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BMW,X1,S20i X Line,2.0 - 16V,Combustão,,S,E,G,10,267,1,A,\,115,\,\,\,10.5,13.6,\,\,1.87,\,A,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BMW,X1,S20i X Line,2.0 - 16V,Combustão,,S,E,G,10,267,1,A,\,115,\,\,\,10.5,13.6,\,\,1.87,\,A,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BMW,X1,S20i M Sport,2.0 - 16V,Combustão,,S,E,G,13,291,1,A,\,118,\,\,\,10.3,13.3,\,\,1.91,\,B,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BMW,X1,S20i M Sport,2.0 - 16V,Combustão,,S,E,G,13,291,1,A,\,118,\,\,\,10.3,13.3,\,\,1.91,\,B,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BMW,X1,S20i GP,2.0 - 16V,Combustão,,S,E,G,10,267,1,A,\,115,\,\,\,10.5,13.6,\,\,1.87,\,A,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BMW,X1,S20i GP,2.0 - 16V,Combustão,,S,E,G,10,267,1,A,\,115,\,\,\,10.5,13.6,\,\,1.87,\,A,C,-,6,2025,A-7,,
Utilitário Esportivo Grande,BYD,YUAN PLUS,GL310 EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,39.8,33.1,0.56,294,A,A,-,6,2025,N.A.,,
Utilitário Esportivo Grande,BYD,YUAN PLUS,GS310 EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,0,\,\,\,\,\,39.8,33.1,0.56,294,A,A,-,6,2025,N.A.,,
Utilitário Esportivo Grande,BYD,SONG PLUS,GS DM,1.5-16V,Plug-in,,S,E,G,15,65,1,A,\,14,0,\,\,14.9,12.1,39.1,30.8,0.58,68,A,A,SIM,6,2025,CVT,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO HA,1.5T -16V,Híbrido,,S,E,F,25,133,0,A,0,118,\,7.8,8.3,11.1,11.6,\,\,1.90,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,SPORT,1.5T -16V,Combustão,,S,E,F,35,222,0,B,0,123,\,6.4,8.3,10.1,12.3,\,\,2.05,\,C,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,16TA,1.6T - 16V,Combustão,,S,E,G,31,106,1,A,\,123,\,\,\,10.0,12.5,\,\,1.99,\,C,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 7,PRO 16TA,1.6T-16V,Combustão,,S,E,G,38,148,1,B,\,119,\,\,\,10.2,13.0,\,\,1.93,\,B,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,CAOA CHERY,TIGGO 8,PHEV,1.6T - 16V,Plug-in,,S,E,G,8,69,1,A,\,115,20,\,\,11.8,11.3,33.6,27.7,0.66,56,A,A,SIM,6,2025,DCT-7,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PREM HEV,1.5-16V,Híbrido,,S,E,G,21,290,1,A,\,102,\,\,\,13.8,12.0,\,\,1.65,\,A,C,-,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV,1.5-16V,Híbrido,,S,E,G,21,290,1,A,\,102,\,\,\,13.8,12.0,\,\,1.65,\,A,C,-,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PREM PHEV,1.5-16V,Plug-in,,S,E,G,21,16,1,A,\,120,9,\,\,11.7,10.4,28.7,25.3,0.75,113,A,A,SIM,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV,1.5-16V,Plug-in,,S,E,G,21,16,1,A,\,120,9,\,\,11.7,10.4,28.7,25.3,0.75,113,A,A,SIM,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HAVAL H6 PHEV 19,1.5-16V,Plug-in,,S,E,G,37,40,1,A,\,81,13,\,\,13.6,12.3,36.2,31.1,0.60,74,A,A,SIM,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HAVAL H6 PHEV 19,1.5-16V,Plug-in,,S,E,G,52,56,2,B,\,81,13,\,\,13.6,12.3,36.2,31.1,0.60,74,A,A,SIM,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,HEV,1.5-16V,Híbrido,,S,E,G,35,462,1,B,\,100,\,\,\,14.4,11.8,\,\,1.62,\,A,C,-,6,2025,DHT - 2,,
Utilitário Esportivo Grande,GWM,HAVAL H6,PHEV,1.5-16V,Plug-in,,S,E,G,20,10,1,A,\,114,6,\,\,12.7,10.5,31.5,25.1,0.72,123,A,A,SIM,6,2025,DHT - 2,,
Utilitário Esportivo Grande,JEEP,COMMANDER,"OVR T270 (""Mestre"")",1.3T-16V,Combustão,,S,E,F,36,273,5,B,0,128,\,7.0,8.3,9.9,11.4,\,\,2.04,\,C,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LIM T270,1.3T-16V,Combustão,,S,E,F,36,273,5,B,0,128,\,7.0,8.3,9.9,11.4,\,\,2.04,\,C,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMMANDER,LONGITUDE,1.3T-16V,Combustão,,S,E,F,36,273,5,B,0,128,\,7.0,8.3,9.9,11.4,\,\,2.04,\,C,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMMANDER,FLEX,1.3T-16V,Combustão,,S,E,F,36,273,5,B,0,128,\,7.0,8.3,9.9,11.4,\,\,2.04,\,C,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMPASS,LIMITED T,1.3T-16V,Combustão,,S,E,F,32,180,6,B,0,124,\,7.3,8.6,10.1,12.1,\,\,1.97,\,B,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMPASS,LONG T,1.3T-16V,Combustão,,S,E,F,32,180,6,B,0,124,\,7.3,8.6,10.1,12.1,\,\,1.97,\,B,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMPASS,SERIE S T,1.3T-16V,Combustão,,S,E,F,32,180,6,B,0,124,\,7.3,8.6,10.1,12.1,\,\,1.97,\,B,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,JEEP,COMPASS,SPORT T,1.3T-16V,Combustão,,S,E,F,32,180,6,B,0,124,\,7.3,8.6,10.1,12.1,\,\,1.97,\,B,C,-,6,2025,A-6,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EX,1.6 - 16V,Híbrido,,S,E,G,46,208,1,B,\,110,\,\,\,11.9,12.5,\,\,1.78,\,A,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV LX,1.6 - 16V,Híbrido,,S,E,G,46,208,1,B,\,110,\,\,\,11.9,12.5,\,\,1.78,\,A,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV SX,1.6 - 16V,Híbrido,,S,E,G,46,208,1,B,\,110,\,\,\,11.9,12.5,\,\,1.78,\,A,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV GT,1.6 - 16V,Híbrido,,S,E,G,46,208,1,B,\,110,\,\,\,11.9,12.5,\,\,1.78,\,A,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,KIA,SPORTAGE,TMHEV EXP,1.6 - 16V,Híbrido,,S,E,G,46,208,1,B,\,110,\,\,\,11.9,12.5,\,\,1.78,\,A,C,-,6,2025,DCT-7,,
Utilitário Esportivo Grande,KIA,EV9 GTL,EV9 GTL 4WD,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,35.2,27.2,0.65,434,A,A,-,6,2025,A-1,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE BLACK,1.5T-16V,Combustão,,S,E,G,19,169,0,A,\,126,\,\,\,10.3,11.3,\,\,2.03,\,C,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,RUSH,1.5T-16V,Combustão,,S,E,G,19,169,0,A,\,126,\,\,\,10.3,11.3,\,\,2.03,\,C,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE,1.5T-16V,Combustão,,S,E,G,19,169,0,A,\,126,\,\,\,10.3,11.3,\,\,2.03,\,C,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Mitsubishi,Eclipse Cross,HPE-S,1.5T-16V,Combustão,,S,E,G,19,169,0,A,\,126,\,\,\,10.3,11.3,\,\,2.03,\,C,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,ICO,1.6-16V,Combustão,,S,E,F,59,406,3,C,0,121,\,7.5,8.3,10.8,11.4,\,\,1.94,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,ICOP,1.6-16V,Combustão,,S,E,F,59,406,3,C,0,121,\,7.5,8.3,10.8,11.4,\,\,1.94,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,INT,1.6-16V,Combustão,,S,E,F,59,406,3,C,0,121,\,7.5,8.3,10.8,11.4,\,\,1.94,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,INTP,1.6-16V,Combustão,,S,E,F,59,406,3,C,0,121,\,7.5,8.3,10.8,11.4,\,\,1.94,\,B,C,-,6,2025,CVT,,
Utilitário Esportivo Grande,Renault,DUSTER,LIF,1.6-16V,Combustão,,S,E,F,59,406,3,C,0,121,\,7.5,8.3,10.8,11.4,\,\,1.94,\,B,C,-,6,2025,CVT,,
