Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Propulsão
Combustão
Híbrido
Plug-in
Comercial,FIAT,FIORINO,ENDURANCE,1.3-8V,Combustão,,S,E,F,39,393,3,B,0,102,\,8.7,9.6,12.4,13.6,\,\,1.65,\,A,C,-,8,2025,M-5,,
Comercial,FIAT,SCUDO,CARGO TD,2.2T-16V,Combustão,,S,E,D,64,61,ND,A,\,\,\,\,\,12.4,13.7,\,\,2.05,\,A,C,-,8,2025,M-6,,
Comercial,FIAT,SCUDO,MULTI TD,2.2T-16V,Combustão,,S,E,D,64,61,ND,A,\,\,\,\,\,12.4,13.7,\,\,2.05,\,A,C,-,8,2025,M-6,,
Comercial,FORD,E-Transit,F35MMAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,FORD,E-Transit,F35MAAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,FORD,E-Transit,F35LMAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,FORD,E-Transit,F35LAAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,FORD,E-Transit,F35EAAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,FORD,E-Transit,C35LBAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,FORD,E-Transit,C35EBAB,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,22.5,16.9,1.04,193,A,B,-,8,2025,A-1,,
Comercial,JAC,EJV5.5,CARGO,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,38.0,27.4,0.63,260,A,A,-,8,2025,A-1,,
Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,2.5 - 16V,Combustão,,S,H,D,33,68,ND,A,\,\,\,\,\,8.6,8.1,\,\,3.24,\,D,E,-,8,2025,M-6,,
Comercial,Mercedes-Benz,320 ESPRINTER,F,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,21.1,16.3,1.09,206,A,B,-,8,2025,A-1,,
Comercial,Mercedes-Benz,320 ESPRINTER,C,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,21.1,16.3,1.09,206,A,B,-,8,2025,A-1,,
Comercial,PEUGEOT,E-EXPERT,CARGO,ELÉTRICO,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,28.1,26.1,0.75,258,A,A,-,8,2025,A-1,,
Comercial,PEUGEOT,PARTRAPID,BUSIPK,1.3-8V,Combustão,,S,E,F,39,393,3,B,0,102,\,8.7,9.6,12.4,13.6,\,\,1.65,\,A,C,-,8,2025,M-5,,
Comercial,Renault,MASTER FURGÃO,FURGÃO L1,2.3-16V,Combustão,,S,E-H,D,54,80,0,A,\,\,\,\,\,10.1,10.3,\,\,2.63,\,B,D,-,8,2025,M-6,,
Comercial,Renault,MASTER FURGÃO,FURGÃO L2,2.3-16V,Combustão,,S,E-H,D,54,80,0,A,\,\,\,\,\,10.1,10.3,\,\,2.63,\,B,D,-,8,2025,M-6,,
Comercial,Renault,MASTER FURGÃO,FURGÃO L3,2.3-16V,Combustão,,S,E-H,D,54,80,0,A,\,\,\,\,\,10.1,10.3,\,\,2.63,\,B,D,-,8,2025,M-6,,
Comercial,Renault,MASTER FURGÃO,FURGÃOL1R,2.3-16V,Combustão,,S,E-H,D,54,80,0,A,\,\,\,\,\,10.1,10.3,\,\,2.63,\,B,D,-,8,2025,M-6,,
Comercial,Renault,MASTER FURGÃO,FURGÃOL2R,2.3-16V,Combustão,,S,E-H,D,54,80,0,A,\,\,\,\,\,10.1,10.3,\,\,2.63,\,B,D,-,8,2025,M-6,,
Comercial,Renault,MASTER FURGÃO,FURGÃOL3R,2.3-16V,Combustão,,S,E-H,D,54,80,0,A,\,\,\,\,\,10.1,10.3,\,\,2.63,\,B,D,-,8,2025,M-6,,
Comercial,Renault,MASTER FUGÃO PRÓ,PRÓ L1,2.3-16V,Combustão,,S,E-H,D,39,84,0,A,\,\,\,\,\,9.7,9.6,\,\,2.79,\,C,E,-,8,2025,M-6,,
Comercial,Renault,MASTER FUGÃO PRÓ,PRÓ L2,2.3-16V,Combustão,,S,E-H,D,39,84,0,A,\,\,\,\,\,9.7,9.6,\,\,2.79,\,C,E,-,8,2025,M-6,,
Comercial,Renault,MASTER FUGÃO PRÓ,PRÓ L3,2.3-16V,Combustão,,S,E-H,D,39,84,0,A,\,\,\,\,\,9.7,9.6,\,\,2.79,\,C,E,-,8,2025,M-6,,
Comercial,Renault,MASTER FUGÃO PRÓ,VITPRO3AC,2.3-16V,Combustão,,S,E-H,D,39,84,0,A,\,\,\,\,\,9.7,9.6,\,\,2.79,\,C,E,-,8,2025,M-6,,
Comercial,Renault,MASTER FUGÃO PRÓ,VITPROL3R,2.3-16V,Combustão,,S,E-H,D,39,84,0,A,\,\,\,\,\,9.7,9.6,\,\,2.79,\,C,E,-,8,2025,M-6,,
Comercial,Renault,MASTER BUS,MINIBUSL3,2.3-16V,Combustão,,S,E-H,D,34,100,0,A,\,\,\,\,\,9.4,9.3,\,\,2.88,\,C,E,-,8,2025,M-6,,
Comercial,Renault,MASTER CHASSIS CABINE,CHASSICAB,2.3-16V,Combustão,,S,E-H,D,31,128,0,A,\,\,\,\,\,10.2,9.7,\,\,2.69,\,B,E,-,8,2025,M-6,,
Comercial,Renault,KANGOO,ADV16,1.6-16V,Combustão,,S,E-H,F,52,595,2,C,0,119,\,7.6,8.1,11.0,11.7,\,\,1.93,\,A,C,-,8,2025,M-5,,
Comercial,Renault,KANGOO,EX PRO,1.6-16V,Combustão,,S,E-H,F,52,595,2,C,0,119,\,7.6,8.1,11.0,11.7,\,\,1.93,\,A,C,-,8,2025,M-5,,
Comercial,Renault,KANGOO,SRT16,1.6-16V,Combustão,,S,E-H,F,52,595,2,C,0,119,\,7.6,8.1,11.0,11.7,\,\,1.93,\,A,C,-,8,2025,M-5,,
Comercial,Renault,KANGOO,ETECHL2,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,37.5,30.3,0.60,210,A,A,-,8,2025,A,,
Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,52.7,39.6,0.44,185,A,A,-,8,2025,A,,
Picape Compacta,CHEVROLET,MONTANA,MT,1.2T - 12V,Combustão,,S,E,F,19,160,3,A,0,102,\,8.4,9.7,12.3,13.7,\,\,1.66,\,A,C,-,8,2025,M-6,,
Picape Compacta,CHEVROLET,MONTANA,LT,1.2T - 12V,Combustão,,S,E,F,19,160,3,A,0,102,\,8.4,9.7,12.3,13.7,\,\,1.66,\,A,C,-,8,2025,M-6,,
Picape Compacta,CHEVROLET,MONTANA,LTZ,1.2T - 12V,Combustão,,S,E,F,18,118,3,A,0,111,\,7.5,9.7,11.0,13.5,\,\,1.80,\,B,C,-,8,2025,A-6,,
Picape Compacta,CHEVROLET,MONTANA,PREMIER,1.2T - 12V,Combustão,,S,E,F,18,118,3,A,0,111,\,7.5,9.7,11.0,13.5,\,\,1.80,\,B,C,-,8,2025,A-6,,
Picape Compacta,CHEVROLET,MONTANA,RS,1.2T - 12V,Combustão,,S,E,F,18,118,3,A,0,111,\,7.5,9.7,11.0,13.5,\,\,1.80,\,B,C,-,8,2025,A-6,,
Picape Compacta,FIAT,STRADA,ENDURAN CS13,1.3-8V,Combustão,,S,E,F,39,415,5,B,0,96,\,9.1,10.1,13.0,14.7,\,\,1.56,\,A,C,-,8,2025,M-5,,
Picape Compacta,FIAT,STRADA,FREEDOM CS13,1.3-8V,Combustão,,S,E,F,39,415,5,B,0,96,\,9.1,10.1,13.0,14.7,\,\,1.56,\,A,C,-,8,2025,M-5,,
Picape Compacta,FIAT,STRADA,FREEDOM CD13,1.3-8V,Combustão,,S,E,F,39,417,5,C,0,98,\,8.9,10.1,12.8,14.4,\,\,1.59,\,A,C,-,8,2025,M-5,,
Picape Compacta,FIAT,STRADA,VOLCANO CD13,1.3-8V,Combustão,,S,E,F,38,483,4,B,0,101,\,8.9,9.8,12.4,13.9,\,\,1.63,\,A,C,-,8,2025,M-5,,
Picape Compacta,FIAT,STRADA,VOLCANO 13AT,1.3-8V,Combustão,,S,E,F,35,287,5,B,0,102,\,8.9,9.7,12.6,13.5,\,\,1.63,\,A,C,-,8,2025,CVT-7,,
Picape Compacta,FIAT,STRADA,RANCH T200AT,1.0T-12V,Combustão,,S,E,F,37,344,7,B,0,107,\,8.3,9.2,11.9,13.1,\,\,1.73,\,B,C,-,8,2025,CVT-7,,
Picape Compacta,FIAT,STRADA,ULTRA T200AT,1.0T-12V,Combustão,,S,E,F,37,344,7,B,0,107,\,8.3,9.2,11.9,13.1,\,\,1.73,\,B,C,-,8,2025,CVT-7,,
Picape Compacta,Renault,OROCH,Intense16M,1.6-16V,Combustão,,S,E-H,F,44,562,2,C,0,117,\,7.6,8.1,11.3,11.7,\,\,1.91,\,D,C,-,8,2025,M-6,,
Picape Compacta,Renault,OROCH,PRO 16,1.6-16V,Combustão,,S,E-H,F,44,562,2,C,0,117,\,7.6,8.1,11.3,11.7,\,\,1.91,\,D,C,-,8,2025,M-6,,
Picape Compacta,VW,SAVEIRO,"SAVEIRO CABINE SIMPLES
ROBUST MF",1.6-16V,Combustão,,S,H,F,31,177,2,B,0,112,\,7.7,8.8,11.2,12.9,\,\,1.83,\,C,C,-,8,2025,M - 5,,
Picape Compacta,VW,SAVEIRO,"CABINE SIMPLES
TRENDLINE MF",1.6-16V,Combustão,,S,H,F,31,177,2,B,0,112,\,7.7,8.8,11.2,12.9,\,\,1.83,\,C,C,-,8,2025,M - 5,,
Picape Compacta,VW,SAVEIRO,CABINE DUPLA ROBUST MF,1.6-16V,Combustão,,S,H,F,28,198,2,B,0,113,\,7.9,8.7,11.3,12.4,\,\,1.83,\,C,C,-,8,2025,M - 5,,
Picape Compacta,VW,SAVEIRO,"CABINE DUPLA EXTREME
MF",1.6-16V,Combustão,,S,H,F,28,198,2,B,0,113,\,7.9,8.7,11.3,12.4,\,\,1.83,\,C,C,-,8,2025,M - 5,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,9,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,9,2025,,,
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,9,2025,,,
Picape,BYD,SHARK,GL DM,1.5-16V,Plug-in,,S,E,E,3,20,1,A,\,22,0,\,\,9.5,7.7,24.6,19.9,0.91,57,A,A,SIM,9,2025,A-1,,
Picape,BYD,SHARK,GS DM,1.5-16V,Plug-in,,S,E,E,3,20,1,A,\,22,0,\,\,9.5,7.7,24.6,19.9,0.91,57,A,A,SIM,9,2025,A-1,,
Picape,CHEVROLET,S10,WT Cabine Simples,2.8 - 16V,Combustão,,S,E,D,307,63,ND,B,\,\,\,\,\,10.3,11.3,\,\,2.51,\,B,D,-,9,2025,M-6,,
Picape,CHEVROLET,S10,WT Cabine Chassis,2.8 - 16V,Combustão,,S,E,D,307,63,ND,B,\,\,\,\,\,10.3,11.3,\,\,2.51,\,B,D,-,9,2025,M-6,,
Picape,CHEVROLET,S10,WT Cabine Duple,2.8 - 16V,Combustão,,S,E,D,36,29,ND,A,\,\,\,\,\,8.9,12.0,\,\,2.70,\,C,E,-,9,2025,A-8,,
Picape,CHEVROLET,S10,LTZ Cabine Dupla,2.8 - 16V,Combustão,,S,E,D,36,29,ND,A,\,\,\,\,\,8.9,12.0,\,\,2.70,\,C,E,-,9,2025,A-8,,
Picape,CHEVROLET,S10,"HIGH COUNTRY Cabine
Dupla",2.8 - 16V,Combustão,,S,E,D,36,29,ND,A,\,\,\,\,\,8.9,12.0,\,\,2.70,\,C,E,-,9,2025,A-8,,
Picape,CHEVROLET,S10,Z71 Cabine Dupla,2.8 - 16V,Combustão,,S,E,D,34,28,ND,A,\,\,\,\,\,8.4,11.1,\,\,2.87,\,D,E,-,9,2025,A-8,,
Picape,CHEVROLET,SILVERADO,HIGH COUNTRY,5.3 V8,Combustão,,S,E,G,17,375,1,A,\,214,\,\,\,6.0,7.2,\,\,3.48,\,E,E,-,9,2025,A-10,,
Picape,CHEVROLET,S10,WT Cabine Dupla,2.8 - 16V,Combustão,,S,E,D,226,83,ND,B,\,\,\,\,\,10.2,11.4,\,\,2.52,\,B,D,-,9,2025,M-6,,
Picape,FIAT,TORO,ENDUR T270 AT6,1.3T-16V,Combustão,,S,E,F,41,218,8,B,0,128,\,6.9,8.0,9.9,11.5,\,\,2.06,\,A,C,-,9,2025,A-6,,
Picape,FIAT,TORO,FREED T270 AT6,1.3T-16V,Combustão,,S,E,F,30,172,5,B,0,136,\,6.5,7.8,9.4,10.8,\,\,2.19,\,A,D,-,9,2025,A-6,,
Picape,FIAT,TORO,VOLC T270 AT6,1.3T-16V,Combustão,,S,E,F,30,172,5,B,0,136,\,6.5,7.8,9.4,10.8,\,\,2.19,\,A,D,-,9,2025,A-6,,
Picape,FIAT,TORO,ULTRA T270 AT6,1.3T-16V,Combustão,,S,E,F,30,172,5,B,0,136,\,6.5,7.8,9.4,10.8,\,\,2.19,\,A,D,-,9,2025,A-6,,
Picape,FIAT,TORO,RANCH AT9 4X4,2.2T-16V,Combustão,,S,E,D,63,22,0,A,\,\,\,\,\,10.5,13.6,\,\,2.29,\,A,D,-,9,2025,A-9,,
Picape,FIAT,TORO,VOLC AT9 4X4,2.2T-16V,Combustão,,S,E,D,63,22,0,A,\,\,\,\,\,10.5,13.6,\,\,2.29,\,A,D,-,9,2025,A-9,,
Picape,FORD,Nova Ranger 4x4,XLS,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,\,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,9,2025,A-10,,
Picape,FORD,Nova Ranger 4x4,XLT,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,\,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,9,2025,A-10,,
Picape,FORD,Nova Ranger 4x4,LTD,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,\,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,9,2025,A-10,,
Picape,FORD,Nova Ranger 4x4,LTD+,3.0 V6 - 24V,Combustão,,S,E,D,77,69,ND,A,\,\,\,\,\,8.9,10.2,\,\,2.88,\,D,E,-,9,2025,A-10,,
Picape,FORD,Ranger Raptor,Raptor,3.0 V6 - 24V,Combustão,,S,E,G,23,249,0,A,\,197,\,\,\,6.7,7.4,\,\,3.20,\,E,E,-,9,2025,A-10,,
Picape,FORD,Nova F150,Lariat Black,5.0 - 32V,Combustão,,S,E,G,25,224,0,A,\,190,\,\,\,6.5,8.5,\,\,3.08,\,D,E,-,9,2025,A-10,,
Picape,FORD,Nova F150,Lariat Chrome,5.0 - 32V,Combustão,,S,E,G,25,224,0,A,\,190,\,\,\,6.5,8.5,\,\,3.08,\,D,E,-,9,2025,A-10,,
Picape,JAC,IEV330P,IEV330,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,29.2,25.1,0.75,226,A,A,-,9,2025,A-1,,
Picape,JAC,HUNTER,HUNTER AT,2.0-16V,Combustão,,S,E-H,D,92,26,0,A,\,230,\,\,\,9.0,10.2,\,\,2.84,\,D,E,-,9,2025,A-8,,
Picape,JAC,HUNTER,HUNTER HD 4X4 AT,2.0-16V,Combustão,,S,E-H,D,92,26,0,A,\,230,\,\,\,9.0,10.2,\,\,2.84,\,D,E,-,9,2025,A-8,,
Picape,JAC,HUNTER,HUNTER HD AT,2.0-16V,Combustão,,S,E-H,D,92,26,0,A,\,230,\,\,\,9.0,10.2,\,\,2.84,\,D,E,-,9,2025,A-8,,
Picape,JAC,HUNTER,HUNTER HW AT,2.0-16V,Combustão,,S,E-H,D,92,26,0,A,\,230,\,\,\,9.0,10.2,\,\,2.84,\,D,E,-,9,2025,A-8,,
Picape,JEEP,GLADIATOR,RUBICON,3.6-24V,Combustão,,S,E-H,G,36,309,1,A,\,209,\,\,\,6.3,7.1,\,\,3.38,\,E,E,-,9,2025,A-8,,
Picape,Mitsubishi,Triton,GL AT2,2.4-16V,Combustão,,S,E,D,41,91,ND,A,\,\,\,\,\,10.2,12.3,\,\,2.43,\,B,D,-,9,2025,AT,,
Picape,Mitsubishi,Triton,GLS AT2,2.4-16V,Combustão,,S,E,D,41,91,ND,A,\,\,\,\,\,10.2,12.3,\,\,2.43,\,B,D,-,9,2025,AT,,
Picape,Mitsubishi,Triton,GL MT4,2.4-16V,Combustão,,S,E,D,62,56,ND,A,\,\,\,\,\,10.8,12.2,\,\,2.34,\,A,D,-,9,2025,MT,,
Picape,Mitsubishi,Triton,GL AT4,2.4-16V,Combustão,,S,E,D,57,119,ND,A,\,\,\,\,\,9.5,11.7,\,\,2.60,\,C,D,-,9,2025,AT,,
Picape,Mitsubishi,Triton,GLS AT4,2.4-16V,Combustão,,S,E,D,57,119,ND,A,\,\,\,\,\,9.5,11.7,\,\,2.60,\,C,D,-,9,2025,AT,,
Picape,Mitsubishi,Triton,HPE AT4,2.4-16V,Combustão,,S,E,D,57,119,ND,A,\,\,\,\,\,9.5,11.7,\,\,2.60,\,C,D,-,9,2025,AT,,
Picape,Mitsubishi,Triton,HPE-S AT4,2.4-16V,Combustão,,S,E,D,57,119,ND,A,\,\,\,\,\,9.5,11.7,\,\,2.60,\,C,D,-,9,2025,AT,,
Picape,Mitsubishi,Triton,KATANA AT4,2.4-16V,Combustão,,S,E,D,57,119,ND,A,\,\,\,\,\,9.5,11.7,\,\,2.60,\,C,D,-,9,2025,AT,,
Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,\,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,9,2025,A-6,,
Picape,Mitsubishi,L200 Triton Sport,OUTDOOR GLS,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,\,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,9,2025,A-6,,
Picape,Mitsubishi,L200 Triton Sport,HPE,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,\,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,9,2025,A-6,,
Picape,Mitsubishi,L200 Triton Sport,HPE-S,2.4-16V,Combustão,,S,H,D,196,25,ND,B,\,\,\,\,\,9.3,10.3,\,\,2.78,\,C,E,-,9,2025,A-6,,
Picape,Nissan,Frontier,S MT X4,2.3-16V,Combustão,,S,H,D,79,32,ND,A,\,\,\,\,\,9.7,10.9,\,\,2.64,\,C,E,-,9,2025,M-6,,
Picape,Nissan,Frontier,ATK X4,2.3-16V,Combustão,,S,H,D,112,29,ND,A,\,\,\,\,\,9.4,10.9,\,\,2.70,\,C,E,-,9,2025,A-7,,
Picape,Nissan,Frontier,PRO4X,2.3-16V,Combustão,,S,H,D,112,29,ND,A,\,\,\,\,\,9.4,10.9,\,\,2.70,\,C,E,-,9,2025,A-7,,
Picape,Nissan,Frontier,SE X4,2.3-16V,Combustão,,S,H,D,112,29,ND,A,\,\,\,\,\,9.4,10.9,\,\,2.70,\,C,E,-,9,2025,A-7,,
Picape,Nissan,Frontier,PLT,2.3-16V,Combustão,,S,H,D,120,28,ND,A,\,\,\,\,\,9.4,11.0,\,\,2.69,\,C,E,-,9,2025,A-7,,
Picape,Nissan,Frontier,XE X4,2.3-16V,Combustão,,S,H,D,120,28,ND,A,\,\,\,\,\,9.4,11.0,\,\,2.69,\,C,E,-,9,2025,A-7,,
Picape,RAM,1500,LARAMIE,3.0T-24V,Combustão,,S,E,G,20,121,1,A,\,216,\,\,\,6.0,7.0,\,\,3.50,\,E,E,-,9,2025,A-8,,
Picape,RAM,1500,LARAMIE NE,3.0T-24V,Combustão,,S,E,G,20,121,1,A,\,216,\,\,\,6.0,7.0,\,\,3.50,\,E,E,-,9,2025,A-8,,
Picape,RAM,1500,REBEL,3.0T-24V,Combustão,,S,E,G,20,121,1,A,\,216,\,\,\,6.0,7.0,\,\,3.50,\,E,E,-,9,2025,A-8,,
Picape,RAM,RAMPAGE,BIGHORN DS,2.2T-16V,Combustão,,S,E,D,71,52,0,A,\,\,\,\,\,10.6,13.3,\,\,2.30,\,A,D,-,9,2025,A-9,,
Picape,RAM,RAMPAGE,LARAMIE DS,2.2T-16V,Combustão,,S,E,D,71,52,0,A,\,\,\,\,\,10.6,13.3,\,\,2.30,\,A,D,-,9,2025,A-9,,
Picape,RAM,RAMPAGE,REBEL DS,2.2T-16V,Combustão,,S,E,D,71,52,0,A,\,\,\,\,\,10.6,13.3,\,\,2.30,\,A,D,-,9,2025,A-9,,
Picape,RAM,RAMPAGE,REBEL AT GAS,2.0T-16V,Combustão,,S,E,G,23,184,1,A,\,155,\,\,\,8.2,9.8,\,\,2.51,\,B,D,-,9,2025,A-9,,
Picape,RAM,RAMPAGE,LARAMIE GAS,2.0T-16V,Combustão,,S,E,G,23,184,1,A,\,155,\,\,\,8.2,9.8,\,\,2.51,\,B,D,-,9,2025,A-9,,
Picape,RAM,RAMPAGE,RT GAS,2.0T-16V,Combustão,,S,E,G,22,131,1,A,\,161,\,\,\,7.7,9.9,\,\,2.61,\,C,D,-,9,2025,A-9,,
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CHASSI MT,2.8-16V,Combustão,,S,H,D,73,57,ND,A,\,\,\,\,\,9.3,10.6,\,\,2.74,\,C,E,-,9,2025,M-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 MT,CABINE SIMPLES MT,2.8-16V,Combustão,,S,H,D,73,57,ND,A,\,\,\,\,\,9.3,10.6,\,\,2.74,\,C,E,-,9,2025,M-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 MT,POWER PACK MT,2.8-16V,Combustão,,S,H,D,73,49,ND,A,\,\,\,\,\,9.7,11.2,\,\,2.62,\,C,D,-,9,2025,M-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CHASSI AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,CABINE SIMPLES AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,POWER PACK AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SR AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRV AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRX AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
Picape,TOYOTA,HILUX DIESEL 4X4 AT,SRX PLUS AT,2.8-16V,Combustão,,S,H,D,71,18,ND,A,\,\,\,\,\,9.3,10.0,\,\,2.82,\,D,E,-,9,2025,A-6,,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-
hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,10,2025,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada (MTA)
Contínua (CVT)",,
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,,,,,,,,10,2025,,"Elétrico (km/le)
quando VE ou VEHP",
,,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2
fóssil
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Comparação
Absoluta
Geral",,,,"Comparação
Relativa
na Categoria",,,10,2025,,"Cidade
(km/l e)","Estrada
(km/l e)"
Esportivo,BMW,M3,Competition,3.0 - 24V,Combustão,,S,E,G,24,298,1,B,\,175,\,\,\,7.0,9.3,E,,2.84,\,E,,-,10,2025,A-8,\,\
Esportivo,BMW,M3,COMP TRACK,3.0 - 24V,Combustão,,S,E,G,24,298,1,B,\,175,\,\,\,7.0,9.3,E,,2.84,\,E,,-,10,2025,A-8,\,\
Esportivo,BMW,M2,Coupe,3.0 - 24V,Combustão,,S,E,G,21,209,1,A,\,172,\,\,\,7.2,9.3,E,,2.79,\,E,,-,10,2025,A-8,\,\
Esportivo,BMW,M2,Coupe Track,3.0 - 24V,Combustão,,S,E,G,21,209,1,A,\,172,\,\,\,7.2,9.3,E,,2.79,\,E,,-,10,2025,A-8,\,\
Esportivo,FERRARI,296,GTB,3.0-24V,Plug-in,,S,E,G,18,444,0,A,\,149,0,\,\,6.3,8.4,C,,2.02,10,D,,-,10,2025,DCT-8,8.9,11.9
Esportivo,FERRARI,PUROSANGUE,--,6.5-48V,Combustão,,S,E,G,21,222,3,A,\,302,\,\,\,4.1,5.6,E,,4.88,\,E,,-,10,2025,DCT-8,\,\
Esportivo,FERRARI,296,GTS,3.0-24V,Plug-in,,S,E,G,31,332,1,A,\,153,0,\,\,6.0,8.0,C,,1.97,11,D,,-,10,2025,DCT-8,8.8,13.1
Esportivo,FERRARI,ROMA,SPIDER,3.9-32V,Combustão,,S,E,G,18,208,1,A,\,186,\,\,\,6.7,8.7,E,,3.01,\,E,,-,10,2025,DCT-8,\,\
Esportivo,FORD,Novo Mustang,NEW GT V8,5.0 V8 - 32V,Combustão,,S,E,G,60,937,1,C,\,197,\,\,\,6.2,8.3,E,,3.20,\,E,,-,10,2025,A-10,\,\
