categoria,marca,modelo,motor,versao,trasmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano,
,CHEVROLET,S10,2.4­8V,LS,M­5,S,H,F,"4,8","5,5",7,"7,9",2016,PICAPE
,CHEVROLET,S10,2.4­8V,"Advantage
Cabine Dupla
4x2",M­5,S,H,F,"4,8","5,5",7,"7,9",2016,PICAPE
,CHEVROLET,S10,2.5­16V,LS,M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,LT,M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,LTZ,M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,"L Free Ride
Advantage
Cabine Dupla
4x2",M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,LS,M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,LT,M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,LTZ,M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.5­16V,"Free Ride
Advantage
Cabine Dupla
4x4",M­6,S,H,F,"4,9","5,5","7,2","8,2",2016,PICAPE
,CHEVROLET,S10,2.4­8V,"LS Cabine
Simples 4x2",M­5,S,H,F,"4,8","5,5",7,"7,9",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"LS Cabine
Dupla 4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"LT Cabine
Dupla 4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"LTZ Cabine
Dupla 4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"LT Cabine
Dupla 4x4",M­6,S,E,F,"5,3","6,1","8,1","9,1",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"LTZ Cabine
Dupla 4x4",M­6,S,E,F,"5,3","6,1","8,1","9,1",2016,PICAPE
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 40 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,CHEVROLET,S10 (2017),2.5­16V,"LS Cabine
Simples 4x2",M­6,S,E,F,"5,6",6,"8,2","8,8",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"High Country
Cabine Dupla
4x2",M­6,S,E,F,"5,5","6,4","8,3","9,5",2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"High Country
Cabine Dupla
4x4",M­6,S,E,F,"5,3","6,1",8,9,2016,PICAPE
,CHEVROLET,S10 (2017),2.5­16V,"Advantage
Cabine Dupla
4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2016,PICAPE
,CHEVROLET,S10 Diesel (2017),2.8­16V,"LS Cabine
Simples 4x4",M­6,S,E,D,\,\,"8,8","10,4",2016,PICAPE
,CHEVROLET,S10 Diesel (2017),2.8­16V,"LS Cabine
Chassis 4x4",M­6,S,E,D,\,\,"8,8","10,4",2016,PICAPE
,CHEVROLET,S10 Diesel (2017),2.8­16V,"LS Cabine
Dupla 4x4",M­6,S,E,D,\,\,"8,4","10,4",2016,PICAPE
,CHEVROLET,S10 Diesel (2017),2.8­16V,"LT Cabine
Dupla 4x4",M­6,S,E,D,\,\,"8,4","10,4",2016,PICAPE
,FIAT,Toro,1.8­16V,Freedon,A­6,S,E,F,"5,8","7,4","8,3","10,5",2016,PICAPE
,FIAT,Toro,2.0­16V,Freedon 4X2,M­6,S,E,D,\,\,"10,8","12,5",2016,PICAPE
,FIAT,Toro,2.0­16V,Volcano 4X4,A­9,S,E,D,\,\,9,"11,2",2016,PICAPE
,FIAT,Toro,2.0­16V,Freedon 4X4,M­6,S,E,D,\,\,"10,3","12,1",2016,PICAPE
,FIAT,Toro,2.4­16V,Freedon,A­9,S,E,F,"5,9","7,4","8,6","10,8",2016,PICAPE
,FORD,Ranger 4x4 C. Dupla,3.2­20V,LTD,A­6,S,E,D,\,\,"8,5","10,1",2016,PICAPE
,FORD,Ranger 4x4 C. Dupla,3.2­20V,XLT,A­6,S,E,D,\,\,"8,3","9,5",2016,PICAPE
,FORD,Ranger 4x4 C. Dupla,3.2­20V,XLT,M­6,S,E,D,\,\,"8,5","10,2",2016,PICAPE
,FORD,Ranger 4x4 C. Dupla,2.2­16V,XLS,A­6,S,E,D,\,\,"8,4","10,4",2016,PICAPE
,MITSUBISHI,L200 Triton,2.4­16V,4X2,M­5,S,H,F,"4,3","4,8","6,1","7,2",2016,PICAPE
,MITSUBISHI,L200 Triton,3.5­24V,HPE 4X4,A­4,S,H,F,"3,2","3,9","4,8","5,6",2016,PICAPE
,MITSUBISHI,L200 Triton HPE,3.2­16V,GLS,M­5,S,H,D,\,\,"8,8","10,6",2016,PICAPE
,MITSUBISHI,L200 Triton HPE,3.2­16V,GLX,M­5,S,H,D,\,\,"8,8","10,6",2016,PICAPE
,MITSUBISHI,L200 Triton HPE,3.2­16V,GL,M­5,S,H,D,\,\,"8,8","10,6",2016,PICAPE
,MITSUBISHI,L200 Triton Sport,2.4­16V,GLS,M­6,S,H,D,\,\,"10,1","13,2",2016,PICAPE
,MITSUBISHI,L200 Triton Sport,2.4­16V,HPE,A­5,S,H,D,\,\,"9,8","11,8",2016,PICAPE
,MITSUBISHI,L200 Triton Sport,2.4­16V,HPE Top,A­5,S,H,D,\,\,"9,8","11,8",2016,PICAPE
,RELY,Pick­Up,1.0­16V,,M­5,S,H,G,\,\,"7,9","8,2",2016,PICAPE
,RELY,Pick­Up Cabine Dupla,1.0­16V,Basic,M­5,S,H,G,\,\,"7,3",8,2016,PICAPE
,RELY,Pick­Up Cabine Dupla,1.0­16V,CC,M­5,S,H,G,\,\,"7,3",8,2016,PICAPE
,RELY,Pick­Up Cabine Dupla,1.0­16V,Comfort,M­5,S,H,G,\,\,"7,3",8,2016,PICAPE
,RELY,Pick­Up Ex Basic,1.0­16V,EX Basic,M­5,N,M,G,\,\,"8,1","8,7",2016,PICAPE
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 41 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,RENAULT,Oroch,1.6­16V,Dynamique,M­5,S,H,F,"6,6","7,5","9,6","10,9",2016,PICAPE
,RENAULT,Oroch,1.6­16V,Expression,M­5,S,H,F,"6,6","7,5","9,6","10,9",2016,PICAPE
,RENAULT,Oroch,1.6­16V,Outsider,M­5,S,H,F,"6,6","7,5","9,6","10,9",2016,PICAPE
,RENAULT,Oroch,2.0­16V,Dynamique,M­6,S,H,F,"6,4","7,3","9,2","10,8",2016,PICAPE
,RENAULT,Oroch,2.0­16V,Outsider,M­6,S,H,F,"6,4","7,3","9,2","10,8",2016,PICAPE
,RENAULT,Oroch (2017),2.0­16V,Dynamique,M­6,S,E­H,F,7,"7,4",10,"10,9",2016,PICAPE
,RENAULT,Oroch (2017),2.0­16V,"Dynamique
(4X2)",A­4,S,E­H,F,"5,9","7,6","8,6","10,8",2016,PICAPE
,TOYOTA,Hilux 4X2,2.7­16V,CD SRV,A­6,S,E,F,"4,8","5,6","6,9","8,1",2016,PICAPE
,TOYOTA,Hilux 4X2,2.7­16V,CD SR,A­6,S,E,F,"4,8","5,6","6,9","8,1",2016,PICAPE
,TOYOTA,Hilux 4X4,2.7­16V,CD SRV,A­6,S,E,F,"4,8","5,6","6,9","8,1",2016,PICAPE
,TOYOTA,Hilux 4X4,2.8­16V,SRX,A­6,S,E,D,\,\,9,"10,5",2016,PICAPE
,TOYOTA,Hilux 4X4,2.8­16V,SRV,A­6,S,E,D,\,\,9,"10,5",2016,PICAPE
,TOYOTA,Hilux 4X4,2.8­16V,SR,A­6,S,E,D,\,\,9,"10,5",2016,PICAPE
,TOYOTA,Hilux 4X4,2.8­16V,STD,M­6,S,E,D,\,\,"9,3","11,2",2016,PICAPE
,TOYOTA,Hilux 4X4,2.8­16V,SC,M­6,S,E,D,\,\,"9,3","11,2",2016,PICAPE
,TOYOTA,Hilux 4X4,2.8­16V,CC,M­6,S,E,D,\,\,"9,3","11,2",2016,PICAPE
,VOLKSWAGEN,Amarok,2.0­16V,SE,M­6,S,H,D,\,\,"8,5","9,3",2016,PICAPE
,VOLKSWAGEN,Amarok,2.0­16V,Trendline,M­6,S,H,D,\,\,"8,5","9,3",2016,PICAPE
,VOLKSWAGEN,Amarok,2.0­16V,Trendline,A­8,S,H,D,\,\,"8,9","9,2",2016,PICAPE
,VOLKSWAGEN,Amarok,2.0­16V,Darklabel,A­8,S,H,D,\,\,"8,9","9,2",2016,PICAPE
,VOLKSWAGEN,Amarok,2.0­16V,Highline,A­8,S,H,D,\,\,"8,9","9,2",2016,PICAPE
,AUDI,RS6 Avant Plus,4.0­32V,,A­8,S,E,G,\,\,"6,3","8,9",2016,ESPORTIVO
,AUDI,R8 (2017),5.2­40V,Coupé,DCT­7,S,E,G,\,\,"5,2","6,8",2016,ESPORTIVO
,AUDI,RS7 Sportback Plus,4.0­32V,,A­8,S,E,G,\,\,"6,3","8,9",2016,ESPORTIVO
,AUDI,R8,5.2­40V,Coupé (550cv),DCT­7,S,E,G,\,\,"4,8","7,5",2016,ESPORTIVO
,AUDI,S7 Sportback,4.0­32V,(450cv),DCT­7,S,E,G,\,\,"6,9","9,8",2016,ESPORTIVO
,AUDI,TT,2.0­16V,Coupé (230cv),DCT­6,S,E,G,\,\,"9,9","12,7",2016,ESPORTIVO
,AUDI,TT,2.0­16V,"Roadster
(230cv)",DCT­6,S,E,G,\,\,10,"12,8",2016,ESPORTIVO
,AUDI,TTS,2.0­16V,Coupé (286cv),DCT­6,S,E,G,\,\,"9,2","10,7",2016,ESPORTIVO
,AUDI,TTS,2.0­16V,"Roadster
(286cv)",DCT­6,S,E,G,\,\,9,"10,7",2016,ESPORTIVO
,BMW,428i,2.0­16V,Cabrio,A­8,S,E­H,G,\,\,"8,5","11,9",2016,ESPORTIVO
,BMW,430i,2.0­16V,Cabrio,A­8,S,E­H,G,\,\,"9,8",12,2016,ESPORTIVO
,BMW,430i,2.0­16V,Gran Coupe,A­8,S,E­H,G,\,\,"9,9","12,2",2016,GRANDE
,BMW,M235i,3.0­24V,,A­8,S,E­H,G,\,\,"7,7","11,3",2016,ESPORTIVO
,BMW,M4,3.0­24V,Cabrio,DCT­7,S,E­H,G,\,\,"7,6","10,2",2016,ESPORTIVO
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 42 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,BMW,M4,3.0­24V,Coupe,DCT­7,S,E­H,G,\,\,"7,6","10,2",2016,ESPORTIVO
,BMW,Z4,2.0­16V,sDrive20i,A­8,S,E­H,G,\,\,"7,9","10,7",2016,ESPORTIVO
,CHEVROLET,Camaro,6.2­16V,"2SS
Conversivel",A­6,S,E,G,\,\,"5,6",8,2016,ESPORTIVO
,CHEVROLET,Camaro,6.2­16V,Coupê 2SS,A­6,S,E,G,\,\,"5,6",8,2016,ESPORTIVO
,CHEVROLET,Camaro (2017),6.2­16V,Coupê 2SS,A­8,S,E,G,\,\,"6,4","9,6",2016,ESPORTIVO
,CHEVROLET,Camaro (2017),6.2­16V,Coupê 50TH,A­8,S,E,G,\,\,"6,4","9,6",2016,ESPORTIVO
,CHEVROLET,Camaro (2017),6.2­16V,"2SS
Conversivel",A­8,S,E,G,\,\,"6,3","9,1",2016,ESPORTIVO
,FERRARI,458,4.5­32V,Speciale,DCT­7,S,H,G,\,\,"5,4","7,3",2016,ESPORTIVO
,FERRARI,California T,3.8­32V,,DCT­7,S,H,G,\,\,"5,8","9,7",2016,ESPORTIVO
,FERRARI,F12Berlinetta,6.3­48V,,DCT­7,S,H,G,\,\,"4,7","6,5",2016,ESPORTIVO
,JAGUAR,F­TYPE,3.0­24V,Cabrio,A­8,S,H,G,\,\,"7,2",10,2016,ESPORTIVO
,JAGUAR,F­TYPE,3.0­24V,Coupe,A­8,S,H,G,\,\,"7,2",10,2016,ESPORTIVO
,JAGUAR,F­TYPE,3.0­24V,S Cabrio,A­8,S,H,G,\,\,"7,1","9,9",2016,ESPORTIVO
,JAGUAR,F­TYPE,3.0­24V,S Coupe,A­8,S,H,G,\,\,"7,1","9,9",2016,ESPORTIVO
,LAMBORGHINI,Aventador,6.5­48V,,DCT­7,S,H,G,\,\,"3,3","6,8",2016,ESPORTIVO
,LAMBORGHINI,Huracan,5.0­40V,,DCT­7,S,H,G,\,\,"5,4","7,1",2016,ESPORTIVO
,MASERATI,Gran,4.7­32V,TurismoS,A­6,S,H,G,\,\,"5,2","7,1",2016,ESPORTIVO
,MASERATI,Quattroporte,4.0­32V,,A­8,S,H,G,\,\,5,"6,8",2016,ESPORTIVO
,MERCEDES­BENZ,AMG C43,3.0­24V,Coupé,A­7,S,E,G,\,\,8,"11,4",2016,ESPORTIVO
,MERCEDES­BENZ,AMG GT,4.0­32V,,A­7,S,E,G,\,\,"7,1","8,6",2016,ESPORTIVO
,MERCEDES­BENZ,AMG GT S,4.0­32V,,A­7,S,E,G,\,\,"7,1","8,6",2016,ESPORTIVO
,MERCEDES­BENZ,AMG S 63 4M,5.5­32V,Coupé,A­7,S,E,G,\,\,"6,3","9,2",2016,ESPORTIVO
,MERCEDES­BENZ,E250,2.0­16V,Cabrio,A­7,S,E,G,\,\,"9,5","13,4",2016,ESPORTIVO
,MERCEDES­BENZ,E250,2.0­16V,Coupé,A­7,S,E,G,\,\,"9,5","13,4",2016,ESPORTIVO
,MERCEDES­BENZ,SLC 300,2.0­16V,,A­7,S,E,G,\,\,"9,7","10,7",2016,ESPORTIVO
,MERCEDES­BENZ,SLK 300,2.0­16V,,A­7,S,E,G,\,\,"9,7","10,7",2016,ESPORTIVO
,MERCEDES­BENZ,SL 400,3.0­24V,,A­7,S,E,G,\,\,"9,1","14,1",2016,ESPORTIVO
,MINI,Cooper,2.0­16V,S,A­6,S,E­H,G,\,\,10,"12,9",2016,ESPORTIVO
,MINI,John Cooper Works,2.0­16V,Hatch 3P,A­6,S,E­H,G,\,\,"10,6","13,2",2016,ESPORTIVO
,MINI,Cooper,2.0­16V,S Cabrio,A­6,S,E­H,G,\,\,"10,6","13,2",2016,ESPORTIVO
,PORSCHE,911,3.0­24V,Carrera,DCT­7,S,E­H,G,\,\,"8,2","10,8",2016,ESPORTIVO
,PORSCHE,911,3.0­24V,"Carrera
Cabriolet",DCT­7,S,E­H,G,\,\,"8,2","10,8",2016,ESPORTIVO
,PORSCHE,911,3.8­24V,Carrera 4S,DCT­7,S,E,G,\,\,"6,5","10,2",2016,ESPORTIVO
,PORSCHE,911,3.8­24V,"Carrera 4S
Cabriolet",DCT­7,S,E,G,\,\,"6,5","10,2",2016,ESPORTIVO
,PORSCHE,911,3.8­24V,Carrera S,DCT­7,S,E,G,\,\,"6,5","10,4",2016,ESPORTIVO
,,,,,,,,,,,,,2016,Página 43 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,(CVT),,,,,,,,2016,
,PORSCHE,911,3.8­24V,"Carrera S
Cabriolet",DCT­7,S,E,G,\,\,"6,5","10,4",2016,ESPORTIVO
,PORSCHE,911,4.0­24V,GT3,DCT­7,S,E,G,\,\,6,"8,2",2016,ESPORTIVO
,PORSCHE,911,3.8­24V,Turbo,DCT­7,S,E,G,\,\,"6,6","9,5",2016,ESPORTIVO
,PORSCHE,911,3.8­24V,Turbo S,DCT­7,S,E,G,\,\,"6,6","9,5",2016,ESPORTIVO
,PORSCHE,Boxster,2.7­24V,,DCT­7,S,E,G,\,\,"8,1","11,8",2016,ESPORTIVO
,PORSCHE,Boxster,3.4­24V,GTS,DCT­7,S,E,G,\,\,"7,4","10,9",2016,ESPORTIVO
,PORSCHE,Boxster,3.4­24V,S,DCT­7,S,E,G,\,\,"7,6","10,9",2016,ESPORTIVO
,PORSCHE,Boxster,2.0­16V,,DCT­7,S,E­H,G,\,\,9,"12,2",2016,ESPORTIVO
,PORSCHE,Boxster,2.5­16V,S,DCT­7,S,E­H,G,\,\,"8,7","11,4",2016,ESPORTIVO
,PORSCHE,Cayman,2.7­24V,,DCT­7,S,E,G,\,\,"8,1","11,8",2016,ESPORTIVO
,PORSCHE,Cayman,3.8­24V,GT4,M­6,S,E,G,\,\,"6,3","9,1",2016,ESPORTIVO
,PORSCHE,Cayman,3.4­24V,GTS,DCT­7,S,E,G,\,\,"7,4","10,9",2016,ESPORTIVO
,PORSCHE,Cayman,3.4­24V,S,DCT­7,S,E,G,\,\,"7,6","10,9",2016,ESPORTIVO
,PORSCHE,Cayman,2.0­16V,,DCT­7,S,E­H,G,\,\,9,"12,2",2016,ESPORTIVO
,PORSCHE,Cayman,2.5­16V,S,DCT­7,S,E­H,G,\,\,"8,7","11,4",2016,ESPORTIVO
,PORSCHE,Panamera,3.6­24V,,DCT­7,S,H,G,\,\,"7,1","10,1",2016,ESPORTIVO
,PORSCHE,Panamera,4.8­32V,4S,DCT­7,S,H,G,\,\,"5,6","7,8",2016,ESPORTIVO
,PORSCHE,Panamera,4.8­32V,GTS,DCT­7,S,H,G,\,\,"5,9","8,1",2016,ESPORTIVO
,PORSCHE,Panamera,3.0­24V,S,DCT­7,S,H,G,\,\,"6,5","9,9",2016,ESPORTIVO
,PORSCHE,Panamera,4.8­32V,Turbo,DCT­7,S,H,G,\,\,"5,3","7,3",2016,ESPORTIVO
,VOLKSWAGEN,Fusca,2.0­16V,,DCT­6,S,E,G,\,\,"9,2","10,7",2016,ESPORTIVO
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,"CONPET ­ Programa do Governo Federal, vinculado ao MME e executado pela PETROBRAS."
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 44 / 44
