categoria,marca,modelo,motor,versao,trasmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano,
,TOYOTA,Etios Sedã,1.5­16V,XS,M­6,S,E,F,"8,5","10,3","12,5",15,2016,MÉDIO
,TOYOTA,Etios Sedã,1.5­16V,XLS,M­6,S,E,F,"8,5","10,3","12,5",15,2016,MÉDIO
,TOYOTA,Etios Sedã,1.5­16V,Platinum,M­6,S,E,F,"8,5","10,3","12,5",15,2016,MÉDIO
,TOYOTA,Prius,1.8­16V,NGA,CVT,S,E,G,\,\,"18,9",17,2016,MÉDIO
,TOYOTA,Prius,1.8­16V,NGA Top,CVT,S,E,G,\,\,"18,9",17,2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5 Top",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5
Comfort",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5
Dynamic",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5 Inscript",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5 Kinetic",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5
Momentum",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,"2,0 T5 R­
Design",A­6,S,E­H,G,\,\,"8,8","12,1",2016,MÉDIO
,,,,,,,,,,,,,2016,Página 12 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,"Contínua
(CVT)",,,,,,,,2016,
,VOLVO,V40,2.0­16V,"CCT5 AWD
Dynamic",A­6,S,E­H,G,\,\,"8,3","11,3",2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 CCountry,A­6,S,E­H,G,\,\,"9,7","12,1",2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Inscript,A­6,S,E­H,G,\,\,"9,7","12,1",2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Kinetic,A­6,S,E­H,G,\,\,"9,7","12,1",2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Momentum,A­6,S,E­H,G,\,\,"9,7","12,1",2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 R­Design,A­6,S,E­H,G,\,\,"9,7","12,1",2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Summum,A­6,S,E­H,G,\,\,"9,7","12,1",2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Kinetic T,A­6,S,E­H,G,\,\,"10,3","12,8",2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Inscript,A­6,S,E­H,G,\,\,"10,3","12,8",2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Momentum,A­6,S,E­H,G,\,\,"10,3","12,8",2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 R­Design,A­6,S,E­H,G,\,\,"10,3","12,8",2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Summum,A­6,S,E­H,G,\,\,"10,3","12,8",2016,MÉDIO
,VOLVO,V40 Cross Country,2.0­16V,T4 C Coutry,A­6,S,E,G,\,\,"10,4","12,4",2016,MÉDIO
,VOLVO,V40 Cross Country,2.0­16V,CC T4 Moment,A­6,S,E,G,\,\,"10,4","12,4",2016,MÉDIO
,VOLVO,V40 Cross Country,2.0­16V,CC T4 Kinetic,A­6,S,E,G,\,\,"10,4","12,4",2016,MÉDIO
,VOLKSWAGEN,Novo Golf,1.6­16V,Comfortline,M­5,S,E,F,7,"9,2","10,1",13,2016,MÉDIO
,VOLKSWAGEN,Novo Golf,1.6­16V,Comfortline,A­6,S,E,F,"6,8","8,9",10,"12,6",2016,MÉDIO
,VOLKSWAGEN,Golf TSI,1.0­16V,Comfortline,M­6,S,E,F,"8,4","10,1","11,9","14,3",2016,MÉDIO
,VOLKSWAGEN,Novo Golf TSI,1.4­16V,Highline,M­6,S,E,F,"7,9","9,5","11,6","13,6",2016,MÉDIO
,VOLKSWAGEN,Novo Golf TSI,1.4­16V,Highline,A­6,S,E,F,"7,7","9,5","11,3","13,7",2016,MÉDIO
,VOLKSWAGEN,Novo Golf GTI,2.0­16V,,DCT­6,S,E,G,\,\,"10,2","12,1",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.0­12V,Trendline,M­5,S,H,F,"8,7","10,5","12,9","15,4",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.0­12V,Comfortline,M­5,S,H,F,"8,7","10,5","12,9","15,4",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,Trendline,M­5,S,H,F,"7,5","9,4","11,1","13,3",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,Comfortline,M­5,S,H,F,"7,5","9,4","11,1","13,3",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,Highline,M­5,S,H,F,"7,5","9,4","11,1","13,3",2016,MÉDIO
,VOLKSWAGEN,Voyage (2017),1.6­8V,Comfortline,M­5,S,H,F,8,"9,9","11,6","14,1",2016,MÉDIO
,VOLKSWAGEN,Voyage (2017),1.6­8V,Highline,M­5,S,H,F,8,"9,9","11,6","14,1",2016,MÉDIO
,VOLKSWAGEN,Voyage (2017),1.6­8V,Trendline,M­5,S,H,F,"7,9",10,"11,5","14,5",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,"Comfortline
(I­Motion)",MTA­5,S,H,F,"7,8","9,5","11,2","13,5",2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,"Highline (I­
Motion)",MTA­5,S,H,F,"7,8","9,5","11,2","13,5",2016,MÉDIO
,VOLKSWAGEN,Spacefox (2017),1.6­8V,"Trendline (I­
Motion)",MTA­5,S,E,F,"7,7","9,3","11,1","13,2",2016,MÉDIO
,VOLKSWAGEN,Spacefox (2017),1.6­8V,"Comfortline
(I­Motion)",MTA­5,S,E,F,"7,7","9,3","11,1","13,2",2016,MÉDIO
,VOLKSWAGEN,Spacefox (2017),1.6­8V,Trendline,M­5,S,E,F,"7,8","9,5","11,1","13,6",2016,MÉDIO
,,,,,,,,,,,,,2016,Página 13 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,,,,,(CVT),,,,,,,,2016,
,VOLKSWAGEN,Spacefox (2017),1.6­8V,Comfortline,M­5,S,E,F,"7,8","9,5","11,1","13,6",2016,MÉDIO
,VOLKSWAGEN,"Spacefox (2017)(Exceto rodas aro 16"")",1.6­16V,Highline,M­6,S,E,F,8,"9,9","11,5",14,2016,MÉDIO
,VOLKSWAGEN,"Spacefox (2017)(Exceto rodas aro 16"")",1.6­16V,"Highline (I­
Motion)",MTA­5,S,E,F,"7,9","9,5","11,3","13,6",2016,MÉDIO
,AUDI,A3 Sedan,1.4­16V,"Attraction
(150cv)",A­6,S,E,F,"7,8","9,9","11,7","14,2",2016,GRANDE
,AUDI,A3 Sedan,1.4­16V,"Ambiente
(150cv)",A­6,S,E,F,"7,8","9,9","11,7","14,2",2016,GRANDE
,AUDI,A3 Sedan,2.0­16V,Ambition,DCT­6,S,E,G,\,\,"10,3","12,8",2016,GRANDE
,AUDI,S3 Sedan,2.0­16V,(286cv),DCT­6,S,E,G,\,\,"9,3","11,9",2016,GRANDE
,BMW,320i,2.0­16V,Active Flex,A­8,S,E­H,F,"6,5","9,3","9,4","13,3",2016,GRANDE
,BMW,328i,2.0­16V,Active Flex,A­8,S,E­H,F,"6,4","9,1","9,3","13,2",2016,GRANDE
,BMW,428i,2.0­16V,Grand Coupe,A­8,S,E­H,G,\,\,"8,7","12,1",2016,GRANDE
,BMW,X1,2.0­16V,sDrive20i,A­8,S,E,G,\,\,"10,4","13,4",2016,GRANDE
,BMW,X1,2.0­16V,"sDrive20i
Active Flex",A­8,S,E­H,F,7,9,"10,3",13,2016,GRANDE
,BMW,X1,2.0­16v,"sDrive20i X­
Line Active
Flex",A­8,S,E­H,F,"6,9","8,4",10,"12,1",2016,GRANDE
,BMW,X1,2.0­16v,"sDrive20i GP
Active Flex",A­8,S,E­H,F,"6,9","8,4",10,"12,1",2016,GRANDE
,BMW,X1,2.0­16V,xDrive25i,A­8,S,E,G,\,\,"9,4","13,2",2016,GRANDE
,BMW,X1,2.0­16V,"xDrive25i
Active Flex",A­8,S,E­H,F,"6,6","8,1","9,4","11,5",2016,GRANDE
,CHEVROLET,Cruze Sedan,1.8­16V,LT NB,A­6,S,E,F,"6,1","7,3","9,1","10,8",2016,GRANDE
,CHEVROLET,Cruze Sedan,1.8­16V,LTZ NB,A­6,S,E,F,"6,1","7,3","9,1","10,8",2016,GRANDE
,CHEVROLET,Cruze Sport 6,1.8­16V,LT HB,A­6,S,E,F,"6,1","7,3","9,1","10,8",2016,GRANDE
,CHEVROLET,Cruze Sport 6,1.8­16V,LTZ HB,A­6,S,E,F,"6,1","7,3","9,1","10,8",2016,GRANDE
,CHEVROLET,Novo Cruze Hatch Turbo,1.4­16V,LT HB,A­6,S,E,F,"7,6","9,3","11,3","13,6",2016,GRANDE
,CHEVROLET,Novo Cruze Hatch Turbo,1.4­16V,LTZ HB,A­6,S,E,F,"7,6","9,3","11,3","13,6",2016,GRANDE
,CHEVROLET,Novo Cruze Hatch Turbo,1.4­16V,LT HB,M­6,S,E,F,8,"9,2","11,7","13,5",2016,GRANDE
,CHEVROLET,Novo Cruze Turbo,1.4­16V,LT NB,A­6,S,E,F,"7,6","9,6","11,2",14,2016,GRANDE
,CHEVROLET,Novo Cruze Turbo,1.4­16V,LTZ NB,A­6,S,E,F,"7,6","9,6","11,2",14,2016,GRANDE
,CITROEN,C4 Lounge,1.6­16V,THP A Origine,A­6,S,E­H,F,"7,1",9,"10,5","13,2",2016,GRANDE
,CITROEN,C4 Lounge,1.6­16V,"THP A
Tendance",A­6,S,E­H,F,"7,1",9,"10,5","13,2",2016,GRANDE
,CITROEN,C4 Lounge,1.6­16V,"THP A
Exclusive",A­6,S,E­H,F,"7,1",9,"10,5","13,2",2016,GRANDE
,CITROEN,DS5,1.6­16V,Be Chic,A­6,S,E­H,G,\,\,"8,6","12,2",2016,GRANDE
,CITROEN,DS5,1.6­16V,So Chic,A­6,S,E­H,G,\,\,"8,6","12,2",2016,GRANDE
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 14 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,FIAT,Linea,1.8­16V,Essence,M­5,S,H,F,"6,7",8,"9,9","11,9",2016,GRANDE
,FIAT,Linea,1.8­16V,Essence,MTA­5,S,H,F,"6,7","8,3","9,9","11,8",2016,GRANDE
,FIAT,Linea,1.8­16V,"Absolute
Dualogic",MTA­5,S,H,F,"6,7","8,3","9,9","11,8",2016,GRANDE
,FORD,Focus Fastback,2.0­16V,SE,DCT­6,S,E,F,"6,7","9,2","9,7",13,2016,GRANDE
,FORD,Focus Fastback,2.0­16V,Titanium,DCT­6,S,E,F,"6,7","9,2","9,7",13,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,S,DCT­6,S,H,F,"7,2",9,"10,4",13,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,SE,DCT­6,S,H,F,"7,2",9,"10,4",13,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,S,M­5,S,E,F,"7,5","9,3","10,8","13,6",2016,GRANDE
,FORD,Focus Hatch,1.6­16V,SE,M­5,S,E,F,"7,5","9,3","10,8","13,6",2016,GRANDE
,FORD,Focus Hatch,2.0­16V,SE,DCT­6,S,E,F,"6,7","9,2","9,7",13,2016,GRANDE
,FORD,Focus Hatch,2.0­16V,Titanium,DCT­6,S,E,F,"6,7","9,2","9,7",13,2016,GRANDE
,HONDA,Civic,2.4­16V,Coupe SI,M­6,S,E,G,\,\,"8,3","11,6",2016,GRANDE
,HONDA,Civic,2.0­16V,LXR,A­5,S,E,F,"6,4","9,4","9,7","13,8",2016,GRANDE
,HONDA,Civic,2.0­16V,EXR,A­5,S,E,F,"6,4","9,4","9,7","13,8",2016,GRANDE
,HONDA,Civic,1.8­16V,LXS,A­5,S,E,F,"6,8","9,6","10,5","14,4",2016,GRANDE
,HONDA,Civic,1.8­16V,LXS,M­6,S,E,F,"7,2","9,2","10,9","13,5",2016,GRANDE
,HONDA,Civic,2.0­16V,EX,CVT,S,E,F,"7,2","8,9","10,6","12,9",2016,GRANDE
,HONDA,Civic,2.0­16V,EX­L,CVT,S,E,F,"7,2","8,9","10,6","12,9",2016,GRANDE
,HONDA,Civic,2.0­16V,Sport,CVT,S,E,F,"7,2","8,9","10,6","12,9",2016,GRANDE
,HONDA,Civic,2.0­16V,Sport,M­6,S,E,F,"7,1","9,3","10,2","13,4",2016,GRANDE
,HONDA,Civic,1.5­16V,"Touring ­
Turbo",CVT,S,E,G,\,\,12,"14,6",2016,GRANDE
,HONDA,CR­V,2.0­16V,EXL Flex 4WD,A­5,S,E,F,"6,4","8,1","9,2","11,5",2016,GRANDE
,JAC,J5,1.5­16V,,M­5,S,H,G,\,\,"9,5","11,6",2016,GRANDE
,JAC,J6,2.0­16V,Jetflex 5S,M­5,S,H,F,5,"6,2","7,1",9,2016,GRANDE
,KIA,Cerato,1.6­16V,LX3,A­6,S,E,F,"6,6","9,1","9,5","12,4",2016,GRANDE
,KIA,Cerato,1.6­16V,EX3,A­6,S,E,F,"6,6","9,1","9,5","12,4",2016,GRANDE
,KIA,Cerato,1.6­16V,SX3,A­6,S,E,F,"6,6","9,1","9,5","12,4",2016,GRANDE
,KIA,Cerato,1.6­16V,LX3,M­6,S,E,F,"6,8","9,3",10,14,2016,GRANDE
,KIA,Cerato,1.6­16V,EX3,M­6,S,E,F,"6,8","9,3",10,14,2016,GRANDE
,KIA,Cerato,1.6­16V,SX3,M­6,S,E,F,"6,8","9,3",10,14,2016,GRANDE
,LEXUS,IS200,2.0­16V,Luxury,A­8,S,E,G,\,\,8,"10,6",2016,GRANDE
,LEXUS,IS200,2.0­16V,F Sport,A­8,S,E,G,\,\,8,"10,6",2016,GRANDE
,MERCEDES­BENZ,AMG CLA 45 4M,2.0­16V,,DCT­7,S,E,G,\,\,"9,7","12,4",2016,GRANDE
,MERCEDES­BENZ,AMG CLA 45 4M (2017),2.0­16V,,DCT­7,S,E,G,\,\,"8,2","11,2",2016,GRANDE
,MERCEDES­BENZ,AMG GLA 45 4M,2.0­16V,,DCT­7,S,E,G,\,\,"8,9","11,2",2016,GRANDE
,MERCEDES­BENZ,CLA200 FF,1.6­16V,,DCT­7,S,E,F,"6,9","8,6",10,"12,6",2016,GRANDE
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 15 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,MERCEDES­BENZ,CLA200 FF (2017),1.6­16V,,DCT­7,S,E,F,"7,3","10,2","10,7","14,2",2016,GRANDE
,MERCEDES­BENZ,CLA250 4Matic,2.0­16V,,DCT­7,S,E,G,\,\,"9,2","13,5",2016,GRANDE
,MERCEDES­BENZ,GLA200 FF,1.6­16V,,DCT­7,S,E,F,7,"8,6",10,"12,7",2016,GRANDE
,MERCEDES­BENZ,GLA200 FF (2017),1.6­16V,,DCT­7,S,E,F,"7,1","8,6","10,3","12,7",2016,GRANDE
,MERCEDES­BENZ,GLA200 FF BR,1.6­16V,,DCT­7,S,E,F,7,"8,6",10,"12,7",2016,GRANDE
,MERCEDES­BENZ,GLA200 FF BR (2017),1.6­16V,,DCT­7,S,E,F,"7,1","8,6","10,3","12,7",2016,GRANDE
,MERCEDES­BENZ,GLA250,2.0­16V,,DCT­7,S,E,G,\,\,"10,3","13,5",2016,GRANDE
,MERCEDES­BENZ,GLA250 BR,2.0­16V,,DCT­7,S,E,G,\,\,"9,7","14,6",2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,,M­5,S,H,G,\,\,"8,3","10,3",2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,GT,CVT,S,H,G,\,\,"9,1","10,6",2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,HLE,CVT,S,H,G,\,\,"9,1","10,6",2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,HL,CVT,S,H,G,\,\,"9,1","10,6",2016,GRANDE
,NISSAN,Novo Sentra,2.0­16V,20SV CVT,CVT,S,E,F,"6,6",9,"9,8","13,1",2016,GRANDE
,NISSAN,Novo Sentra,2.0­16V,20SL CVT,CVT,S,E,F,"6,6",9,"9,8","13,1",2016,GRANDE
,NISSAN,Novo Sentra,2.0­16V,Unique,CVT,S,E,F,"6,6",9,"9,8","13,1",2016,GRANDE
,NISSAN,Novo Sentra (2017),2.0­16V,20 S,CVT,S,E,F,"6,7","9,1","9,9","12,7",2016,GRANDE
,NISSAN,Novo Sentra (2017),2.0­16V,20 SV,CVT,S,E,F,"6,7","9,1","9,9","12,7",2016,GRANDE
,NISSAN,Novo Sentra (2017),2.0­16V,20 SL,CVT,S,E,F,"6,7","9,1","9,9","12,7",2016,GRANDE
,PEUGEOT,3008,1.6­16V,Griffe,A­6,S,E­H,G,\,\,"8,3","11,1",2016,GRANDE
,RENAULT,Fluence,2.0­16V,Dynamique,CVT,S,E,F,"6,1","7,4","8,7","10,7",2016,GRANDE
,RENAULT,Fluence,2.0­16V,Expression,CVT,S,E,F,"6,1","7,4","8,7","10,7",2016,GRANDE
,RENAULT,Fluence,2.0­16V,Privilège,CVT,S,E,F,"6,1","7,4","8,7","10,7",2016,GRANDE
,RENAULT,Fluence,2.0­16V,Dynamique,M­6,S,E,F,"6,4","8,1","9,5","11,8",2016,GRANDE
,RENAULT,Fluence,2.0­16V,Expression,M­6,S,E,F,"6,4","8,1","9,5","11,8",2016,GRANDE
,RENAULT,Fluence,2.0­16V,Privilège,M­6,S,E,F,"6,4","8,1","9,5","11,8",2016,GRANDE
,SUBARU,Forester,2.0­16V,L,CVT,S,E,G,\,\,10,"14,4",2016,GRANDE
,SUBARU,Forester,2.0­16V,S,CVT,S,E,G,\,\,10,"14,4",2016,GRANDE
,SUBARU,Forester,2.0­16V,XT,CVT,S,E,G,\,\,"9,2","12,8",2016,GRANDE
,SUBARU,Legacy,3.6­24V,"3,6 R­S",CVT,S,E,G,\,\,"7,1","9,6",2016,GRANDE
,SUBARU,Outback,3.6­24V,"3,6 R­S",CVT,S,E,G,\,\,"7,1","9,5",2016,GRANDE
,SUBARU,WRX,2.0­16V,2,CVT,S,E,G,\,\,"8,5","10,7",2016,GRANDE
,SUBARU,WRX,2.5­16V,"STI 2,5",CVT,S,E,G,\,\,"6,7","8,7",2016,GRANDE
,TOYOTA,Corolla,2.0­16V,ALTIS,CVT,S,E,F,"7,2","8,8","10,6","12,6",2016,GRANDE
,TOYOTA,Corolla,2.0­16V,XEI,CVT,S,E,F,"7,2","8,8","10,6","12,6",2016,GRANDE
,TOYOTA,Corolla,1.8­16V,GLI,CVT,S,E,F,"7,8","9,2","11,4","13,2",2016,GRANDE
,TOYOTA,Corolla,1.8­16V,GLI,M­6,S,E,F,"7,3","9,1","10,7","13,2",2016,GRANDE
,VOLKSWAGEN,Golf Variant,1.4­16V,Comfortline,M­6,S,E,G,\,\,"11,5",13,2016,GRANDE
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 16 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,VOLKSWAGEN,Golf Variant,1.4­16V,Comfortline,DCT­7,S,E,G,\,\,"11,3","12,4",2016,GRANDE
,VOLKSWAGEN,Golf Variant,1.4­16V,Highline,DCT­7,S,E,G,\,\,"11,3","12,4",2016,GRANDE
,VOLKSWAGEN,Golf Variant,1.4­16V,Comfortline,A­6,S,E,F,"7,5","9,5","10,9","13,9",2016,GRANDE
,VOLKSWAGEN,Golf Variant,1.4­16V,Highline,A­6,S,E,F,"7,5","9,5","10,9","13,9",2016,GRANDE
,VOLKSWAGEN,Jetta,2.0­16V,Highline,DCT­6,S,E,G,\,\,"9,4","12,5",2016,GRANDE
,VOLKSWAGEN,Jetta,1.4­16V,Trendline,M­6,S,E,G,\,\,"11,3","13,9",2016,GRANDE
,VOLKSWAGEN,Jetta,1.4­16V,Trendline,A­6,S,E,G,\,\,"10,4","13,8",2016,GRANDE
,VOLKSWAGEN,Jetta,1.4­16V,Comfortline,A­6,S,E,G,\,\,"10,4","13,8",2016,GRANDE
,AUDI,A4 Sedan,1.8­16V,"Attraction
(170cv)",CVT,S,E,G,\,\,"8,7","11,3",2016,"EXTRA
GRANDE"
,AUDI,A4 Sedan,1.8­16V,"Ambiente
(170cv)",CVT,S,E,G,\,\,"8,7","11,3",2016,"EXTRA
GRANDE"
,AUDI,A4 Sedan,2.0­16V,Attraction,DCT­7,S,E,G,\,\,11,"14,3",2016,"EXTRA
GRANDE"
,AUDI,A4 Sedan,2.0­16V,Ambiente,DCT­7,S,E,G,\,\,11,"14,3",2016,"EXTRA
GRANDE"
,AUDI,A4 Avant,2.0­16V,Attraction,DCT­7,S,E,G,\,\,"10,5","13,5",2016,"EXTRA
GRANDE"
,AUDI,A4 Avant,2.0­16V,Ambiente,DCT­7,S,E,G,\,\,"10,5","13,5",2016,"EXTRA
GRANDE"
,AUDI,A4 Sedan,2.0­16V,Ambition,DCT­7,S,E,G,\,\,"9,7","12,3",2016,"EXTRA
GRANDE"
,AUDI,A5 Cabriolet,2.0­16V,"Ambition
(230cv)",DCT­7,S,E,G,\,\,"8,2","10,1",2016,"EXTRA
GRANDE"
,AUDI,A5 Coupe,2.0­16V,"Ambition
(230cv)",DCT­7,S,E,G,\,\,"8,4","10,3",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback,2.0­16V,"Ambition
(225cv)",DCT­7,S,E,G,\,\,"7,9","11,7",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback,1.8­16V,"Attraction
(170cv)",CVT,S,E,G,\,\,"8,7","11,3",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback,1.8­16V,"Ambiente
(170cv)",CVT,S,E,G,\,\,"8,7","11,3",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback,2.0­16V,"Attraction
(230cv)",DCT­7,S,E,G,\,\,"8,3","10,4",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback,2.0­16V,"Ambiente
(230cv)",DCT­7,S,E,G,\,\,"8,3","10,4",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback (2017),1.8­16V,Attraction,CVT,S,E,G,\,\,"9,3","11,1",2016,"EXTRA
GRANDE"
,AUDI,A5 Sportback (2017),1.8­16V,Ambiente,CVT,S,E,G,\,\,"9,3","11,1",2016,"EXTRA
GRANDE"
,AUDI,A6 Sedan,3.0­24V,"Ambiente
(333cv)",DCT­7,S,E­H,G,\,\,"7,7","10,6",2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 17 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,AUDI,A6 Sedan,2.0­16V,"Attraction
(252cv)",DCT­7,S,E­H,G,\,\,"8,3","9,5",2016,"EXTRA
GRANDE"
,AUDI,A7 Sportback,2.0­16V,"Attraction
(252cv)",DCT­7,S,E,G,\,\,"8,3","9,5",2016,"EXTRA
GRANDE"
