categoria,marca,modelo,versao,motor,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Extra Grande,Great Wall,HAVAL H6 HEV,TOP9,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP10,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP11,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP12,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP1,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP2,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 HEV,TOP13,1.5-16V,A-2,S,E,G,\,\,"12,3","13,6",2022
Extra Grande,Great Wall,HAVAL H6 PHEV,TOP3,1.5-16V,A-2,S,E,G,\,\,25,"18,6",2022
Extra Grande,Great Wall,HAVAL H6 GT,GT TOP1,1.5-16V,A-2,S,E,G,\,\,"24,7","18,2",2022
Extra Grande,Jaguar,I-PACE,E400 FIRSTED,Elétrico,A-1,S,E,E,\,\,"29,2","26,8",2022
