categoria,marca,modelo,versao,motor,transmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
Fora de Estrada,SUZUKI,JIMNY SIERRA,4STYLE ALLGRIP,1.5-16V,A-4,S,E,G,\,\,"10,3","10,2",
Fora de Estrada,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,M-5,S,E,G,\,\,"10,3","11,1",
Fora de Estrada,SUZUKI,JIMNY SIERRA,4ALL ALLGRIP,1.5-16V,M-5,S,E,G,\,\,"10,3","11,1",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,SRV,2.8-16V,A-6,S,H,D,\,\,9,"10,5",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,SRX (sem DPF),2.8-16V,A-6,S,H,D,\,\,9,"10,5",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,SR,2.8-16V,A-6,S,H,D,\,\,9,"10,5",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,DIAMOND (sem DPF),2.8-16V,A-6,S,H,D,\,\,9,"10,5",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,A-6,S,H,D,\,\,"9,8","11,2",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,SRX (sem DPF),2.8-16V,A-6,S,H,D,\,\,"9,7","10,9",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,SRX,2.8-16V,A-6,S,H,D,\,\,"9,7","10,9",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,DIAMOND,2.8-16V,A-6,S,H,D,\,\,"9,7","10,9",
Fora de Estrada,TOYOTA,SW4 DIESEL 4X4,GRS,2.8-16V,A-6,S,H,D,\,\,"9,7","10,9",
Fora de Estrada,TROLLER,T4,XLT,3.2 - 20V,A-6,S,H,D,\,\,"6,5","6,3",
Fora de Estrada,TROLLER,T4,XLT,3.2 - 20V,M-6,S,H,D,\,\,7,"6,7",
Fora de Estrada,TROLLER,T4,TX4,3.2 - 20V,A-6,S,H,D,\,\,"6,5","6,3",
Fora de Estrada,TROLLER,T4,TX4,3.2 - 20V,M-6,S,H,D,\,\,7,"6,7",
Minivan,CHEVROLET,SPIN,1.8L AT PREMIER (7L),1.8L-8V,A-6,S,E,F,"7,1","8,7","10,2","12,4",
Minivan,CHEVROLET,SPIN,1.8L MT PREMIER (7L),1.8L-8V,M-6,S,E,F,"7,7",9,"11,1","12,7",
Minivan,CHEVROLET,SPIN,AT ACT7 (7L),1.8L-8V,A-6,S,E,F,"7,1","8,3","10,2","11,8",
Minivan,FIAT,DOBLO,ESSENCE 7L E,1.8-16V,M-5,S,H,F,"6,4","7,2","9,2","10,3",
Minivan,KIA,CARNIVAL,EX,3.3 - 24V,A-6,S,H,G,\,\,"6,4","8,4",
Minivan,KIA,CARNIVAL,LX 3.3 AT,3.3 - 24V,A-6,S,H,G,\,\,"6,4","8,4",
Minivan,KIA,CARNIVAL,3.5 EX,3.5 - 24V,A-8,S,E,G,\,\,"7,3","9,9",
Minivan,KIA,CARNIVAL,3.5 LX,3.5 - 24V,A-8,S,E,G,\,\,"7,3","9,9",
